stage,axial,blastomeres,endocrine.pancreas,endoderm,epidermis,erythrocytes,exocrine.pancreas,eye,fast.muscle,fin.epithelia,fin.mesenchyme,glial,gut,hatching.gland,heart,immune,ionocyte,iridophores,lateral.line,liver,melanocytes,mesenchyme,mucous,mural.cell,muscle,neural,notochord,olfactory,otic,paraxial.mesoderm,pericytes,periderm,presomitic.mesoderm,pronephros,slow.muscle,somites,spinal.cord,taste,vascular.smooth.muscle,vasculature,visceral.smooth.muscle,xanthophores
  3-4,13.18,105.42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  5-6,0,61.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  7-9,2.63,10.51,0,13.14,0,0,0,36.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,94.63,10.51,0,0,557.29,0,0,0,0,0,0,0,0,0,0,0,0
 10-12,0,18.88,0,44.06,0,0,0,232.88,0,0,0,0,0,12.59,0,0,0,0,0,0,0,0,0,0,0,632.54,53.5,0,0,1007.03,0,0,6.29,28.32,0,3.15,0,0,0,0,0,0
 14-21,0,2,1,12,70,27,0,136,0,0,0,39,8,1,1,0,0,2,0,0,20,257,0,0,223,1447,158,7,44,77,0,1,799,3,0,754,546,0,0,3,0,25
 24-34,0,0,3.28,9.85,68.13,4.1,0,60.74,0,3.28,24.63,92.76,3.28,0.82,5.75,0,2.46,5.75,0.82,3.28,46.79,613.18,2.46,1.64,320.95,1792.75,228.2,4.1,70.59,0,1.64,3.28,3.28,7.39,0.82,145.29,386.62,0,0,36.94,0,76.34
 36-46,0,0,2.42,0,33.03,1.61,0,58.81,0,5.64,62.84,306.15,0,0,5.64,0,0,7.25,0,4.83,16.92,694.49,0.81,4.83,237.67,2023.04,166.77,3.22,42.7,0,0,7.25,0.81,11.28,0,2.42,414.11,0,0.81,21.75,0,44.31
 48-58,1.15,0,1.72,0.57,30.41,1.72,0,297.23,1.15,9.75,73.45,553.72,1.72,0,9.75,3.44,1.15,15.49,2.3,1.72,15.49,1130.97,4.02,12.62,165.26,1713.96,102.14,2.3,49.35,0,0.57,5.16,0,3.44,0,0,411.42,0,1.15,14.35,0.57,51.64
 60-70,0.98,0,0.98,0,20.61,1.96,0,793.07,2.94,16.69,67.73,560.45,3.93,0,8.83,3.93,0,29.45,0,7.85,9.82,1294.63,3.93,19.63,103.06,1493.88,50.06,0,39.26,0,2.94,9.82,0,5.89,0,0,241.45,0,12.76,12.76,7.85,29.45
 72-82,0,0,10.8,0.98,45.16,6.87,0,1174.07,3.93,15.71,92.28,615.5,8.83,1.96,5.89,7.85,0.98,28.47,0.98,2.94,9.82,1369.42,3.93,26.5,115.84,1276.16,40.25,1.96,58.9,0,6.87,19.63,0,6.87,0,0,108.96,0,45.16,21.6,23.56,41.23
 84-94,1.06,0,5.31,2.12,65.85,8.5,4.25,850.69,3.19,30.8,73.28,354.72,10.62,3.19,8.5,14.87,3.19,40.36,3.19,15.93,13.81,967.52,5.31,26.55,75.4,665.9,48.85,3.19,58.41,0,4.25,57.35,0,19.12,0,0,78.59,3.19,36.11,20.18,23.36,38.23
 96-106,1.09,0,5.46,3.28,78.68,6.56,1.09,638.22,5.46,28.41,50.27,366.1,8.74,1.09,5.46,24.04,3.28,29.51,2.19,16.39,13.11,671.01,4.37,14.21,56.83,632.76,29.51,2.19,81.96,0,5.46,64.48,0,10.93,0,0,32.79,1.09,30.6,13.11,20.76,44.81
108-118,0,0,3.83,1.53,49.02,7.66,6.89,418.98,2.3,42.13,49.02,333.19,11.49,0,6.13,20.68,1.53,55.92,1.53,19.92,18.38,516.26,7.66,10.72,65.87,667.15,36.77,3.06,78.13,0,9.96,32.17,0,8.43,1.53,0,20.68,1.53,19.15,10.72,15.32,56.68
120,1.96,0,3.92,1.96,72.51,3.92,3.92,456.63,0,23.52,54.87,307.69,17.64,0,3.92,17.64,3.92,15.68,1.96,19.6,9.8,531.1,7.84,11.76,56.83,748.64,60.75,1.96,66.63,0,15.68,29.4,0,13.72,0,0,21.56,1.96,21.56,15.68,21.56,19.6
