stage,axial,blastomeres,endocrine_pancreas,endoderm,epidermis,erythrocytes,exocrine_pancreas,eye,fast_muscle,fin_epithelia,fin_mesenchyme,glial,gut,heart,immune,ionocyte,iridophores,lateral_line,liver,melanocytes,mesenchyme,mucous,mural_cell,muscle,neural,notochord,olfactory,otic,paraxial_mesoderm,pericytes,periderm,presomitic_mesoderm,pronephros,slow_muscle,somites,spinal_cord,taste,vascular_smooth_muscle,vasculature,visceral_smooth_muscle,xanthophores
  5-6,0,12.26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.13,0,0,0,0,0,0,0,0,0,0,0,0
  7-9,0,0,0,2.63,0,0,0,15.77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44.69,5.26,0,0,7.89,0,0,0,0,0,0,0,0,0,0,0,0
 10-12,0,3.15,0,6.29,0,0,0,9.44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,176.23,0,0,0,18.88,0,0,0,3.15,0,0,0,0,0,0,0,0
 14-21,0,0,0,0,3,6,0,12,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,49,1,0,0,0,0,0,3,0,0,2,26,0,0,6,0,0
 24-34,0,0,0,0,0,0.82,0,41.04,0,0,0,2.46,0,0,0,0.82,0,0,0.82,10.67,1.64,0,0,1.64,271.7,1.64,7.39,2.46,0,0,0,0,0,0,1.64,50.07,0,0,11.49,0,0.82
 36-46,0,0,0.81,0,1.61,0.81,0,87.01,0,0,0,29.81,0,0,1.61,0,0,0,0,29.81,3.22,0,0,1.61,1090.07,0,11.28,3.22,0,0,0.81,0,0,0,0,141.8,0,0,0.81,0,0
 48-58,0,0,0,0,2.3,0.57,0,449.29,0,0.57,0.57,100.42,0,0.57,5.74,0,1.72,0.57,0,37.3,24.67,0.57,0,2.3,2301.53,1.72,5.74,4.02,0,0,2.87,0,0.57,0,0,240.42,0,0,1.72,0,0
 60-70,0,0,1.96,0,1.96,1.96,0,813.68,0.98,4.91,0,181.58,0,0,4.91,1.96,2.94,0.98,0,23.56,23.56,0,0.98,4.91,3231.17,1.96,12.76,10.8,0,0.98,4.91,0,0,0,0,268.94,0,0.98,2.94,0.98,1.96
 72-82,0,0,0.98,0,18.65,2.94,0,816.74,4.91,0,2.94,206.15,3.93,0,2.94,1.96,1.96,0.98,0,34.36,57.92,0.98,4.91,5.89,3018.61,0,13.74,22.58,0,1.96,1.96,0,0,0,0,165.9,1.96,2.94,9.82,0.98,1.96
 84-94,0,0,0,0,22.3,6.37,0,705.19,2.12,2.12,1.06,182.67,1.06,0,11.68,2.12,7.43,8.5,0,56.29,62.66,1.06,5.31,3.19,1571.82,2.12,7.43,30.8,0,0,5.31,0,2.12,0,0,88.15,1.06,2.12,7.43,0,4.25
 96-106,0,0,0,0,27.32,7.65,2.19,464.46,1.09,3.28,2.19,125.68,3.28,1.09,13.11,1.09,0,9.84,2.19,54.64,60.11,1.09,2.19,13.11,1284.09,1.09,10.93,43.71,0,2.19,8.74,0,0,1.09,0,56.83,0,2.19,7.65,4.37,2.19
108-118,0,0,0,0,17.62,3.06,3.83,314.04,0.77,0.77,1.53,117.19,1.53,0.77,11.49,0.77,1.53,6.89,2.3,57.45,25.28,0,2.3,3.06,1466.82,0,13.02,27.57,0,0.77,6.89,0,0.77,0,0,31.4,0,0,0.77,2.3,0.77
120,1.96,0,0,0,13.72,5.88,0,331.2,0,0,1.96,109.75,3.92,0,15.68,3.92,1.96,3.92,0,19.6,47.03,0,3.92,7.84,1475.72,3.92,13.72,31.36,0,1.96,0,0,0,1.96,0,48.99,1.96,0,3.92,0,0
