stage,eye,glial,mesenchyme,muscle,neural,paraxial.mesoderm,spinal.cord
  7-9,2.63,0,0,0,0,0,0
 10-12,0,0,0,0,0,3.15,0
 24-34,0,0,0,0,14.78,0,1.64
 36-46,0,0,0,0,34.64,0,1.61
 48-58,1.72,0.57,0,0.57,48.77,0,6.89
 60-70,14.72,0,0,0,65.76,0,2.94
 72-82,13.74,0,0.98,0,37.3,0,4.91
 84-94,5.31,0,0,0,25.49,0,1.06
 96-106,3.28,0,0,0,12.02,0,1.09
108-118,1.53,0,0,0,18.38,0,0.77
120,0,0,0,0,15.68,0,0
