stage,axial,blastomeres,endocrine.pancreas,endoderm,epidermis,erythrocytes,eye,fast.muscle,fin.epithelia,fin.mesenchyme,glial,gut,hatching.gland,heart,immune,ionocyte,iridophores,lateral.line,liver,melanocytes,mesenchyme,mucous,mural.cell,muscle,neural,notochord,olfactory,otic,paraxial.mesoderm,pericytes,periderm,presomitic.mesoderm,pronephros,slow.muscle,somites,spinal.cord,taste,vascular.smooth.muscle,vasculature,visceral.smooth.muscle,xanthophores
  3-4,0,26.36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  5-6,18.39,49.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  7-9,2.63,0,0,5.26,0,0,2.63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.77,2.63,0,0,15.77,0,0,0,0,0,0,0,0,0,0,0,0
 10-12,0,3.15,0,15.73,0,0,0,0,0,0,0,0,3.15,0,0,0,0,0,0,0,0,0,0,0,113.29,12.59,0,0,258.05,0,0,3.15,6.29,0,62.94,3.15,0,0,0,0,0
 14-21,0,0,0,0,16,0,1,0,0,0,3,2,0,27,0,1,0,0,0,1,24,0,0,53,56,0,3,1,6,0,1,88,2,427,2099,13,0,0,1,0,0
 24-34,0,0,0,0.82,12.31,0,36.94,223.27,1.64,0,2.46,0,0,30.37,0,1.64,0,0.82,0.82,0.82,48.43,0,0,107.53,232.3,0,1.64,1.64,0.82,0,9.03,1.64,3.28,260.21,723.17,36.12,0,0,9.03,0,1.64
 36-46,0,0,0.81,0,1.61,0.81,51.56,398,0,0.81,2.42,0.81,0,24.98,0,0,0.81,0,0,0,31.42,0.81,1.61,58.81,99.9,0.81,1.61,0,0.81,0.81,4.83,0.81,0,187.72,38.67,19.34,0,0,1.61,0,0.81
 48-58,0,0,0,0,0.57,1.72,269.11,373.55,0.57,1.15,8.03,0,1.72,11.48,0.57,0,1.15,0.57,0,0.57,24.67,0,1.72,92.38,95.25,0,0,0,0,0,3.44,0,0,148.62,0.57,25.82,0,1.15,1.72,0,1.72
 60-70,0,0,0,0,3.93,0.98,1363.33,271.88,0,0.98,10.8,0.98,0,5.89,0,1.96,0.98,0,0,0.98,25.52,0,0.98,86.37,76.56,0,0,1.96,0.98,0.98,2.94,0.98,0.98,101.1,0,15.7,0,1.96,0.98,0,1.96
 72-82,0,0,0.98,0,17.67,7.85,2046.76,179.64,0.98,1.96,53.99,0.98,0,5.89,1.96,2.94,0,0,0,0.98,49.08,0,2.94,91.29,172.77,0,3.93,2.94,0.98,0.98,3.93,0,0,53.99,0,10.8,0,0.98,0.98,0.98,1.96
 84-94,0,0,1.06,0,18.05,5.31,1529.33,244.27,3.19,2.12,41.42,3.19,0,8.5,3.19,1.06,2.12,0,0,1.06,32.92,0,4.25,98.77,101.96,1.06,0,3.19,0,0,10.62,0,0,84.96,0,5.31,0,3.19,7.43,1.06,1.06
 96-106,0,0,0,0,14.21,4.37,1187.92,281.95,5.46,0,28.41,3.28,0,10.93,2.19,1.09,2.19,0,4.37,0,31.69,0,2.19,89.61,98.36,0,1.09,3.28,1.09,0,12.02,0,1.09,86.33,0,2.19,1.09,1.09,4.37,4.37,1.09
108-118,0,0,0,0,9.19,1.53,824.94,183.07,1.53,0.77,19.92,0.77,0,6.89,1.53,0,0.77,0.77,2.3,0,26.81,0,0.77,94.98,72,0.77,0.77,2.3,0,0,3.06,0,0,69.7,0,3.83,0.77,1.53,3.06,0.77,1.53
120,0,0,0,0,11.76,0,538.94,129.35,1.96,1.96,11.76,7.84,0,5.88,0,0,1.96,0,1.96,0,25.48,0,1.96,125.43,86.23,0,0,1.96,1.96,0,7.84,1.96,0,27.44,0,0,1.96,0,0,0,0
