stage,axial,blastomeres,endocrine_pancreas,endoderm,epidermis,erythrocytes,exocrine_pancreas,eye,fast_muscle,fin_epithelia,fin_mesenchyme,glial,gut,hatching_gland,heart,immune,ionocyte,iridophores,lateral_line,liver,melanocytes,mesenchyme,mucous,mural_cell,muscle,neural,notochord,olfactory,otic,paraxial_mesoderm,pericytes,periderm,pgc,presomitic_mesoderm,pronephros,somites,spinal_cord,taste,vascular_smooth_muscle,vasculature,visceral_smooth_muscle,xanthophores
  3-4,0,263.56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  5-6,12.26,294.22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.26,0,0,0,12.26,0,6.13,0,0,0,0,0,0,0,0,0,0
  7-9,7.89,15.77,0,26.29,0,0,0,49.95,0,0,0,0,0,36.8,0,0,0,0,0,0,0,0,0,0,0,381.16,2.63,0,0,212.93,0,2.63,2.63,0,0,0,0,0,0,0,0,0
 10-12,0,25.18,0,18.88,0,12.59,0,50.35,0,0,0,0,0,6.29,0,0,0,0,0,0,0,0,0,0,0,619.95,6.29,0,0,314.7,0,0,3.15,3.15,66.09,3.15,3.15,0,0,0,0,0
 14-21,0,0,0,14,91,124,0,69,0,0,0,21,2,1,1,2,13,0,2,0,0,58,0,0,45,776,11,8,4,50,0,43,0,116,7,88,315,0,0,5,0,0
 24-34,0,0.82,0,0.82,24.63,96.86,0,270.88,0,2.46,0.82,19.7,1.64,0,3.28,8.21,7.39,2.46,3.28,0.82,0,72.24,0.82,0.82,53.36,941.52,1.64,15.6,8.21,0,0,41.86,0,1.64,0,5.75,190.44,0,0,11.49,0,9.03
 36-46,0,0,0,0,19.34,62.04,0,733.96,0,3.22,0,31.42,0,0,0.81,6.45,3.22,0.81,0.81,0,0,78.96,0,6.45,40.28,916.05,2.42,18.53,6.45,0,0,21.75,0,0,1.61,0,110.38,0,0,10.47,0,5.64
 48-58,0,0,0,0.57,29.26,41.89,0,1048.92,0,2.3,4.02,59.68,1.72,0,0.57,6.31,3.44,5.74,5.74,2.87,0.57,153.78,0,10.9,30.41,634.05,1.15,5.74,5.74,0,0.57,12.62,0,0,1.15,0,71.73,0,0,14.92,0,9.18
 60-70,0.98,0,0,0,31.41,7.85,0,706.7,0,1.96,3.93,85.39,11.78,0,1.96,10.8,0.98,5.89,7.85,0.98,0,153.12,1.96,11.78,28.46,459.35,0,5.89,4.91,0,0.98,12.76,0,0,1.96,0,29.45,0.98,0,13.74,0.98,4.91
 72-82,0,0,0.98,0,69.7,17.67,0.98,362.23,0.98,0,4.91,101.11,21.6,0,5.89,22.58,13.74,3.93,6.87,1.96,0,217.93,0,16.69,53.99,448.62,0,12.76,11.78,0,1.96,20.61,0,0,3.93,0,15.71,3.93,0.98,28.47,0.98,4.91
 84-94,0,0,1.06,1.06,92.4,43.54,2.12,347.29,0,0,5.31,78.59,36.11,0,2.12,35.05,12.74,5.31,8.5,7.43,0,190.1,0,18.05,57.35,341.98,4.25,13.81,10.62,0,3.19,37.17,0,0,5.31,0,8.5,12.74,2.12,24.43,2.12,3.19
 96-106,0,0,3.28,0,100.54,64.48,3.28,193.43,0,1.09,2.19,67.76,39.34,0,6.56,46.99,10.93,6.56,7.65,3.28,0,130.05,2.19,8.74,33.88,269.93,1.09,12.02,17.49,0,1.09,40.44,0,0,4.37,0,7.65,8.74,1.09,45.9,4.37,3.28
108-118,0,0,2.3,1.53,88.85,88.85,1.53,204.51,0,3.83,3.06,69.7,33.7,0,3.83,58.98,3.06,8.43,7.66,6.89,1.53,93.45,3.06,8.43,39.06,354.64,3.83,13.02,13.79,0,3.83,36,0,0,5.36,0,3.83,7.66,1.53,29.11,1.53,3.06
120,0,0,0,0,68.59,90.15,0,195.98,0,3.92,1.96,92.11,27.44,0,1.96,48.99,7.84,5.88,3.92,1.96,0,72.51,0,1.96,47.03,303.77,5.88,5.88,3.92,0,0,13.72,0,0,1.96,0,3.92,0,1.96,33.32,1.96,0
