stage,axial,blastomeres,endocrine.pancreas,endoderm,epidermis,erythrocytes,eye,fast.muscle,fin.epithelia,fin.mesenchyme,glial,gut,hatching.gland,heart,immune,ionocyte,iridophores,lateral.line,liver,melanocytes,mesenchyme,mucous,mural.cell,muscle,neural,notochord,olfactory,otic,paraxial.mesoderm,pericytes,periderm,pgc,presomitic.mesoderm,pronephros,slow.muscle,somites,spinal.cord,taste,vascular.smooth.muscle,vasculature,visceral.smooth.muscle,xanthophores
  3-4,0,52.71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  5-6,0,30.65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  7-9,13.14,2.63,0,18.4,0,0,2.63,0,0,0,0,0,55.2,0,0,0,0,0,0,0,0,0,0,0,13.14,13.14,0,0,21.03,0,0,0,0,0,0,0,0,0,0,0,0,0
 10-12,0,3.15,0,119.58,0,0,0,0,0,0,0,0,31.47,0,0,0,0,0,0,0,0,0,0,0,258.05,103.85,0,0,204.55,0,0,0,0,12.59,0,18.88,0,0,0,0,0,0
 14-21,0,0,0,10,222,41,18,0,1,0,0,7,3,9,0,2,0,0,1,0,14,0,0,33,31,179,0,0,1,0,56,1,16,1,38,152,31,0,0,32,0,0
 24-34,0,0,0.82,0.82,86.19,5.75,19.7,0,16.42,0,0,0.82,0,9.03,0,5.75,0,3.28,0.82,0,11.49,0.82,0,24.63,38.58,18.06,0,0,0,0,174.84,0,0,0.82,3.28,9.85,22.16,0,0,100.14,0,0
 36-46,0,0,0,0.81,48.34,0,4.83,1.61,8.86,1.61,0.81,0.81,0.81,5.64,0,1.61,0,1.61,0,0,9.67,1.61,0,4.83,23.36,10.47,0,0,0,0,104.74,0,0,0.81,0,0,8.86,0,0,56.4,0,1.61
 48-58,0,0,0,0.57,21.23,0,11.48,0,12.05,0,1.15,1.15,0.57,4.02,0,5.16,0,1.72,1.15,0.57,12.05,0.57,0.57,1.15,23.53,6.89,0,0.57,0,0,40.74,0,0,0,0,0,4.02,0,0.57,37.3,0,5.74
 60-70,0,0,0,0,41.22,0,60.85,0,17.67,0,1.96,0.98,0,5.89,0,6.87,0,0.98,1.96,0.98,22.58,0,0,0.98,11.78,2.94,0.98,0,0,0,30.43,0,0,0,0,0,2.94,0,0.98,38.28,0,2.94
 72-82,0,0,0,0,38.28,0.98,118.78,0,11.78,0.98,21.6,5.89,0,13.74,0.98,8.83,0,9.82,0.98,0,58.9,0.98,0.98,2.94,24.54,3.93,0.98,0.98,0,1.96,15.71,0,0,1.96,0,0,2.94,0,0.98,88.35,0.98,0.98
 84-94,1.06,0,0,0,61.6,0,91.34,1.06,20.18,2.12,7.43,12.74,0,4.25,1.06,12.74,1.06,1.06,5.31,0,24.43,1.06,2.12,2.12,11.68,5.31,0,0,0,1.06,29.74,0,0,2.12,0,0,1.06,1.06,0,77.53,0,1.06
 96-106,0,0,0,0,59.01,2.19,68.85,1.09,17.49,1.09,17.49,7.65,0,6.56,0,21.86,0,3.28,0,0,22.95,2.19,3.28,1.09,28.41,4.37,0,0,0,1.09,33.88,0,0,2.19,0,0,0,1.09,0,85.24,1.09,2.19
108-118,0,0,0,0,70.47,2.3,60.51,0.77,38.3,1.53,19.15,19.92,0,5.36,0.77,28.34,2.3,3.83,6.13,0,36,0,1.53,0,9.19,5.36,1.53,0.77,0,2.3,21.45,0,0,3.06,0.77,0,0,3.83,0,69.7,0.77,1.53
120,0,0,0,1.96,97.99,0,56.83,0,15.68,0,21.56,13.72,0,5.88,0,15.68,0,0,1.96,0,39.2,5.88,0,1.96,27.44,7.84,0,1.96,0,3.92,7.84,0,0,1.96,0,0,0,0,0,92.11,1.96,0
