stage,blastomeres,endocrine.pancreas,endoderm,epidermis,erythrocytes,exocrine.pancreas,eye,fast.muscle,fin.epithelia,fin.mesenchyme,glial,gut,hatching.gland,heart,immune,ionocyte,iridophores,lateral.line,liver,melanocytes,mesenchyme,mucous,mural.cell,muscle,neural,notochord,olfactory,otic,paraxial.mesoderm,pericytes,periderm,presomitic.mesoderm,pronephros,slow.muscle,somites,spinal.cord,taste,vascular.smooth.muscle,vasculature,visceral.smooth.muscle,xanthophores
  5-6,6.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  7-9,0,0,5.26,0,0,0,5.26,0,0,0,0,0,2.63,0,0,0,0,0,0,0,0,0,0,0,28.92,0,0,0,7.89,0,0,0,0,0,0,0,0,0,0,0,0
 10-12,0,0,0,0,0,0,40.91,0,0,0,0,0,6.29,0,0,0,0,0,0,0,0,0,0,0,220.29,9.44,0,0,18.88,0,0,0,0,0,0,0,0,0,0,0,0
 14-21,0,1,0,15,6,0,66,0,0,0,4,2,0,1,0,0,0,0,2,0,18,0,0,14,451,4,0,1,1,0,0,4,0,1,8,50,0,0,1,0,0
 24-34,0,0.82,2.46,31.19,1.64,0,87.01,0,0.82,1.64,11.49,0,0,8.21,0,0,0.82,4.1,0.82,0,121.49,0.82,0,41.86,936.6,6.57,0.82,11.49,0,0.82,2.46,0,0.82,4.1,3.28,80.44,0,0,3.28,0,1.64
 36-46,0,0,0,14.5,1.61,0,89.43,0,4.83,2.42,33.03,0,0,4.03,0,0,0,4.03,0,0,186.11,0,6.45,48.34,1053.01,3.22,0.81,8.06,0,0,6.45,0,0,6.45,0.81,166.77,0,0.81,4.83,0,6.45
 48-58,0,0,0,8.61,0,0,193.37,1.15,2.87,10.9,80.33,0.57,0,12.62,1.15,0.57,0.57,2.87,0,0.57,336.82,0,11.48,58.53,861.28,0,1.72,12.05,0,1.15,1.72,0,0.57,4.59,0,196.82,0,1.15,5.74,0,5.16
 60-70,0,0.98,0,13.74,0,0,338.63,0.98,0.98,12.76,124.65,0.98,0,5.89,0,0.98,0.98,0,0,0,405.37,0,19.63,36.32,958.95,2.94,0.98,12.76,0,2.94,5.89,0,0.98,1.96,0,159.01,0,8.83,5.89,0,10.8
 72-82,0,0.98,0,11.78,4.91,0,255.23,2.94,1.96,17.67,199.28,0,0,4.91,0,0.98,4.91,6.87,0,0.98,487.89,0,24.54,36.32,910.98,0,3.93,22.58,0,0.98,1.96,0,0,0.98,0,104.06,0.98,14.72,22.58,20.61,3.93
 84-94,0,1.06,0,19.12,2.12,0,244.27,1.06,5.31,5.31,130.63,1.06,0,9.56,3.19,0,8.5,3.19,0,3.19,284.63,0,20.18,26.55,532.08,1.06,6.37,25.49,0,0,3.19,0,0,4.25,0,55.23,14.87,18.05,14.87,19.12,12.74
 96-106,0,0,0,17.49,4.37,1.09,208.73,10.93,5.46,8.74,125.68,5.46,0,8.74,5.46,0,6.56,4.37,2.19,2.19,277.58,1.09,24.04,27.32,511.45,3.28,12.02,56.83,0,3.28,4.37,0,1.09,1.09,0,29.51,16.39,13.11,12.02,28.41,9.84
108-118,0,0.77,0.77,13.79,3.06,0.77,228.26,3.06,2.3,8.43,116.43,3.83,0,2.3,0.77,0.77,28.34,1.53,1.53,3.83,221.36,0,10.72,23.74,546.13,0,9.19,45.19,0,3.83,5.36,0,3.06,1.53,0,27.57,17.62,9.96,12.26,20.68,22.98
120,0,0,0,13.72,3.92,0,237.13,3.92,1.96,5.88,168.54,3.92,0,1.96,1.96,0,13.72,1.96,1.96,1.96,195.98,0,15.68,13.72,629.09,0,7.84,50.95,0,3.92,3.92,0,1.96,0,0,43.12,5.88,5.88,9.8,43.12,9.8
