stage,axial,blastomeres,endocrine.pancreas,endoderm,epidermis,erythrocytes,eye,fast.muscle,fin.epithelia,fin.mesenchyme,glial,gut,hatching.gland,heart,immune,ionocyte,iridophores,lateral.line,liver,melanocytes,mesenchyme,mucous,mural.cell,muscle,neural,notochord,olfactory,otic,paraxial.mesoderm,pericytes,periderm,pgc,presomitic.mesoderm,pronephros,slow.muscle,somites,spinal.cord,taste,vascular.smooth.muscle,vasculature,visceral.smooth.muscle,xanthophores
  3-4,0,645.72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  5-6,55.17,557.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.52,0,0,0,12.26,0,0,0,0,0,0,0,0,0,0,0,0,0
  7-9,10.51,0,0,7.89,0,0,21.03,0,0,0,0,0,13.14,0,0,0,0,0,0,0,0,0,0,0,194.52,5.26,0,0,81.49,0,0,5.26,0,0,0,0,0,0,0,0,0,0
 10-12,0,6.29,0,18.88,0,0,22.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,213.99,9.44,0,0,53.5,0,0,3.15,3.15,6.29,0,0,0,0,0,0,0,0
 14-21,0,0,0,0,10,3,1,0,0,0,1,0,0,0,0,1,0,0,1,0,4,0,0,8,61,0,1,1,1,0,1,0,7,1,0,9,29,0,0,2,0,0
 24-34,0,0,1.64,0.82,4.1,10.67,24.63,0,2.46,0,2.46,0.82,0,0.82,0,2.46,0,0,0,0,28.73,0,0,8.21,210.96,0.82,8.21,4.93,0,0,3.28,0,0,0,0,2.46,37.76,0,0,2.46,0,0
 36-46,0,0,0,0,2.42,4.03,70.9,0,0,2.42,7.25,0,0,0,0,0,0,0,0.81,0,33.03,0,0,4.03,178.86,0.81,7.25,0,0,0,1.61,0.81,0,2.42,0.81,0,45.12,0,0,0,0,0
 48-58,0,0,0,0,1.15,6.31,79.76,0,0,0.57,11.48,1.15,0,0.57,1.15,1.15,0,0.57,0,0,46.48,0.57,1.72,5.74,98.12,0.57,1.15,1.72,0,0,4.02,0,0,1.72,0.57,0,22.95,0,0,4.02,0,2.3
 60-70,0,0,0,0,3.93,21.59,86.37,0,0.98,1.96,8.83,0.98,0.98,1.96,0,0.98,0.98,1.96,0,0,53.98,0,2.94,5.89,92.26,0,4.91,3.93,0,0,9.82,0,0,1.96,0,0,17.67,0,2.94,1.96,0,0.98
 72-82,0,0,0,0.98,13.74,86.39,60.86,0,0.98,5.89,13.74,0.98,0,2.94,2.94,3.93,0.98,5.89,0.98,0,76.57,0,8.83,8.83,98.17,0,1.96,3.93,0,0.98,4.91,0,0,4.91,0,0,9.82,0,3.93,6.87,4.91,0.98
 84-94,0,0,0,0,8.5,98.77,59.47,0,2.12,1.06,15.93,1.06,3.19,0,11.68,2.12,1.06,1.06,0,0,66.91,0,7.43,8.5,53.1,1.06,1.06,5.31,0,1.06,29.74,0,0,3.19,0,0,7.43,0,2.12,8.5,2.12,3.19
 96-106,0,0,3.28,0,9.84,101.63,28.41,1.09,3.28,1.09,19.67,4.37,0,1.09,8.74,4.37,1.09,4.37,2.19,1.09,54.64,1.09,3.28,5.46,46.99,0,5.46,4.37,0,4.37,22.95,0,0,4.37,0,0,3.28,2.19,0,4.37,5.46,1.09
108-118,0,0,1.53,0,8.43,75.83,31.4,0,1.53,3.06,16.85,9.96,0,0,11.49,3.06,0.77,3.06,3.83,0,41.36,0.77,3.83,3.83,55.15,0,0.77,6.13,0,0.77,5.36,0,0,4.6,1.53,0,2.3,0,0.77,5.36,3.83,3.06
120,0,0,0,0,11.76,72.51,29.4,0,0,3.92,13.72,13.72,0,0,11.76,1.96,1.96,1.96,0,0,33.32,0,1.96,1.96,52.91,1.96,3.92,9.8,0,0,11.76,0,0,5.88,0,0,1.96,0,3.92,1.96,3.92,1.96
