stage,axial,blastomeres,endocrine_pancreas,endoderm,epidermis,erythrocytes,exocrine_pancreas,eye,fast_muscle,fin_epithelia,fin_mesenchyme,glial,gut,hatching_gland,heart,immune,ionocyte,iridophores,lateral_line,liver,melanocytes,mesenchyme,mucous,mural_cell,muscle,neural,notochord,olfactory,otic,paraxial_mesoderm,pericytes,periderm,pgc,pronephros,slow_muscle,somites,spinal_cord,taste,vascular_smooth_muscle,vasculature,visceral_smooth_muscle,xanthophores
  5-6,0,6.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.13,0,0,0,0,0,0,0,0,0,0,0,0
  7-9,0,0,0,15.77,0,0,0,2.63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.77,5.26,0,0,15.77,0,0,0,0,0,0,0,0,0,0,0,0
 10-12,0,0,0,6.29,0,0,0,0,0,0,0,0,0,3.15,0,0,0,0,0,0,0,0,0,0,0,66.09,0,0,0,12.59,0,6.29,3.15,0,0,0,0,0,0,0,0,0
 14-21,0,0,0,0,23,0,0,6,0,0,0,1,0,0,0,0,18,0,0,1,0,3,2,0,1,65,3,7,7,0,0,78,1,23,2,2,7,0,0,0,0,0
 24-34,0,0,0.82,1.64,27.91,0,0,9.85,0,2.46,0,5.75,0.82,0,4.93,0,57.46,0,15.6,0.82,0,12.31,15.6,0,2.46,143.65,27.91,27.91,15.6,0,0.82,167.45,0,37.76,0,1.64,29.55,0,0,16.42,0,0
 36-46,0,0,0,0.81,33.03,0.81,0,15.31,0,4.83,0.81,24.98,0.81,0,10.47,0,41.89,0,13.7,0,0.81,22.56,34.64,0,5.64,137.77,31.42,22.56,12.89,0,0,507.57,0,25.78,0,0,25.78,0,0.81,30.62,0,3.22
 48-58,0,0,0,0,14.35,0.57,0,18.94,0.57,9.18,0.57,30.99,2.87,0,5.74,0,13.77,0,7.46,0.57,0.57,43.04,25.82,2.87,2.87,88.94,7.46,10.33,9.18,0,0,434.37,0,16.64,0,0,45.33,0,1.15,21.8,0,1.15
 60-70,0,0,1.96,0,31.41,0,0,39.26,0.98,19.63,2.94,90.3,8.83,0,0,1.96,14.72,0,18.65,0.98,0,200.23,21.59,2.94,9.82,98.15,4.91,15.7,12.76,0,0,345.5,0,11.78,0,0,42.21,4.91,2.94,15.7,7.85,0.98
 72-82,0,0,15.71,0,52.03,0.98,0,89.33,2.94,9.82,1.96,248.36,37.3,0,2.94,2.94,35.34,0,22.58,2.94,0.98,560.53,42.21,8.83,12.76,97.18,5.89,21.6,29.45,0,0.98,310.21,0,23.56,0,0,42.21,14.72,24.54,65.77,25.52,1.96
 84-94,1.06,0,8.5,1.06,111.51,3.19,0,82.84,4.25,61.6,1.06,165.68,53.1,0,10.62,1.06,52.04,0,36.11,3.19,3.19,396.14,58.41,9.56,7.43,73.28,5.31,32.92,24.43,0,1.06,1234.09,1.06,43.54,0,0,40.36,65.85,12.74,76.47,31.86,0
 96-106,0,0,8.74,0,183.6,7.65,1.09,107.1,4.37,62.29,4.37,199.99,99.45,0,9.84,6.56,76.5,3.28,59.01,4.37,1.09,565,69.94,12.02,19.67,150.81,17.49,49.18,45.9,0,12.02,1393.38,3.28,30.6,0,0,31.69,119.12,36.06,118.03,60.11,1.09
108-118,0.77,0,9.19,0.77,220.6,3.06,0,91.92,0.77,157.02,5.36,199.92,101.87,0,8.43,6.13,95.75,0,53.62,6.89,8.43,504.77,78.89,15.32,19.92,114.89,17.62,31.4,51.32,0,13.79,2238.91,0,33.7,0,0,26.81,123.32,22.98,85.79,34.47,0.77
120,0,0,5.88,0,107.79,0,0,64.67,0,41.16,0,158.74,78.39,0,5.88,1.96,27.44,1.96,31.36,7.84,3.92,362.56,35.28,3.92,13.72,105.83,11.76,23.52,29.4,0,7.84,736.88,0,23.52,0,0,15.68,41.16,23.52,68.59,39.2,1.96
