stage,axial,blastomeres,endoderm,epidermis,erythrocytes,exocrine_pancreas,eye,fast_muscle,fin_epithelia,fin_mesenchyme,glial,gut,hatching_gland,heart,immune,ionocyte,iridophores,lateral_line,liver,melanocytes,mesenchyme,mucous,mural_cell,muscle,neural,notochord,olfactory,otic,paraxial_mesoderm,pericytes,periderm,pgc,presomitic_mesoderm,pronephros,slow_muscle,somites,spinal_cord,taste,vascular_smooth_muscle,vasculature,visceral_smooth_muscle,xanthophores
  3-4,0,26.36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  5-6,0,61.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  7-9,2.63,2.63,5.26,0,0,0,5.26,0,0,0,0,0,10.51,0,0,0,0,0,0,0,0,0,0,0,70.98,0,0,0,18.4,0,0,0,0,0,0,0,0,0,0,0,0,0
 10-12,0,0,9.44,0,0,0,3.15,0,0,0,0,0,3.15,0,0,0,0,0,0,0,0,0,0,0,75.53,3.15,0,0,34.62,0,3.15,3.15,0,6.29,0,0,0,0,0,0,0,0
 14-21,0,0,7,59,7,0,15,0,0,0,4,1,0,1,0,0,0,0,0,0,26,0,0,30,54,13,0,1,3,0,46,0,11,1,0,12,23,0,0,2,0,0
 24-34,0,0,4.1,116.56,0.82,0,59.1,0,12.31,0.82,0.82,0.82,0,3.28,0,0.82,0,0.82,1.64,0,52.53,6.57,0.82,20.52,49.25,27.09,1.64,0,0,0,368.56,0,0,6.57,1.64,0.82,6.57,0,0,18.06,0,0.82
 36-46,0,0,0,140.19,0,0,38.67,0.81,29,0.81,0,0,0,1.61,0,1.61,0,0,1.61,0,43.51,8.86,1.61,16.11,73.32,28.2,1.61,4.83,0,0,389.94,0,0,1.61,0,0,8.06,0,0,7.25,0,0
 48-58,0,0,0,177.31,0,0,48.2,0,51.64,1.15,1.15,0.57,1.15,0,0,1.72,0,3.44,0,0,37.87,13.2,0,16.07,48.77,20.08,1.15,3.44,0,0,308.71,0,0,1.15,0,0,3.44,0,0,8.61,0,0
 60-70,0,0,0,276.79,0,0,69.69,0,62.82,1.96,1.96,0.98,0.98,2.94,0.98,3.93,0,3.93,0.98,0,52.02,18.65,0.98,7.85,39.26,17.67,1.96,2.94,0,0,373.96,0,0,0.98,0,0,4.91,0,1.96,15.7,0,0
 72-82,0,0,0,267.01,0,0,141.36,0,65.77,2.94,11.78,0.98,1.96,3.93,0.98,2.94,0.98,13.74,0.98,0,113.87,31.41,0,6.87,52.03,25.52,1.96,3.93,0,0,348.49,0,0,0,0,0,5.89,0.98,0,16.69,0,0
 84-94,0,0,0,598.99,2.12,0,143.38,0,148.69,5.31,11.68,0,2.12,3.19,1.06,18.05,0,14.87,0,0,81.78,28.68,0,4.25,46.73,37.17,14.87,2.12,0,0,1040.8,0,0,1.06,0,0,0,0,0,9.56,1.06,0
 96-106,0,0,0,546.42,2.19,0,236.05,0,102.73,4.37,12.02,5.46,1.09,0,4.37,8.74,0,36.06,2.19,0,98.36,33.88,0,8.74,67.76,12.02,14.21,10.93,0,1.09,742.04,0,0,1.09,0,0,4.37,0,0,17.49,0,0
108-118,0,0,0,642.64,1.53,0,240.51,0.77,153.19,3.06,22.21,1.53,0,4.6,3.06,22.98,0.77,29.11,0.77,0.77,120.26,26.04,0,7.66,56.68,19.92,16.85,10.72,0,1.53,734.56,0,0,1.53,0,0,2.3,3.06,0,19.92,1.53,0
120,0,0,0,470.35,0,1.96,209.7,0,115.63,0,27.44,1.96,0,0,11.76,7.84,0,19.6,0,0,129.35,15.68,0,7.84,86.23,45.08,5.88,11.76,0,0,621.25,0,0,0,0,0,0,3.92,0,15.68,0,0
