stage,axial,blastomeres,endocrine.pancreas,endoderm,epidermis,erythrocytes,exocrine.pancreas,eye,fast.muscle,fin.epithelia,fin.mesenchyme,glial,gut,hatching.gland,heart,immune,ionocyte,iridophores,lateral.line,liver,melanocytes,mesenchyme,mucous,mural.cell,muscle,neural,notochord,olfactory,otic,paraxial.mesoderm,pericytes,periderm,pgc,presomitic.mesoderm,pronephros,slow.muscle,somites,spinal.cord,taste,vascular.smooth.muscle,vasculature,visceral.smooth.muscle,xanthophores
  3-4,500.76,6483.54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,210.85,0,0,0,0,0,0,0,0,0,0,0
  5-6,459.72,6338.04,0,0,0,0,0,0,0,0,0,0,0,12.26,0,0,0,0,0,0,0,0,0,0,0,147.11,6.13,0,0,61.3,0,79.69,0,0,0,0,0,0,0,0,0,0,0
  7-9,110.41,81.49,0,162.98,0,0,0,304.93,0,0,0,0,0,113.03,0,0,0,0,0,0,0,0,0,0,0,2576.14,134.06,0,0,1077.77,0,7.89,18.4,0,2.63,0,0,0,0,0,0,0,0
 10-12,0,94.41,0,122.73,0,18.88,0,163.64,0,0,0,0,0,47.2,0,0,0,0,0,0,0,0,0,0,0,2445.2,122.73,0,0,922.06,0,0,22.03,3.15,110.14,0,9.44,9.44,0,0,0,0,0
 14-21,0,0,2,23,452,53,0,136,0,3,0,46,13,4,3,0,3,0,2,0,9,142,1,0,96,1568,82,7,16,53,0,52,13,247,26,73,687,685,0,0,8,0,11
 24-34,0,0.82,7.39,8.21,210.14,4.93,0,229.02,0.82,27.09,2.46,45.97,7.39,0.82,6.57,0.82,0.82,1.64,12.31,4.1,34.48,236.41,3.28,0.82,109.99,2138.33,22.98,29.55,22.16,0,0,111.64,1.64,2.46,16.42,16.42,137.9,595.12,0,0,36.12,0,20.52
 36-46,0,0,1.61,2.42,69.29,0.81,0,333.55,1.61,17.72,19.34,90.23,2.42,0.81,8.86,2.42,0.81,0.81,13.7,3.22,22.56,249.76,0,4.03,78.96,1978.72,15.31,16.11,15.31,0.81,0.81,68.48,2.42,1.61,5.64,2.42,4.83,605.06,0,0,16.11,0,15.31
 48-58,0,0,1.72,0.57,64.84,0,0,533.06,4.02,23.53,12.62,152.63,4.59,3.44,11.48,5.16,0.57,2.87,7.46,5.16,14.92,327.64,3.44,10.33,74.02,1582.55,9.18,9.75,16.07,0,2.3,56.23,0,0.57,1.15,3.44,0,402.81,0,0.57,18.94,0,16.64
 60-70,0,0,4.91,0.98,60.85,0.98,0,699.83,4.91,34.35,10.8,160.97,4.91,1.96,6.87,8.83,0,9.82,5.89,0,12.76,376.9,3.93,10.8,43.19,1317.2,5.89,6.87,14.72,0,0.98,45.15,0,0,1.96,0.98,0,211.03,4.91,5.89,16.69,0,10.8
 72-82,0,0,11.78,0.98,78.53,1.96,0.98,752.93,2.94,20.61,9.82,240.51,29.45,0,6.87,6.87,4.91,13.74,5.89,4.91,14.72,431.93,9.82,17.67,64.79,1093.57,4.91,12.76,11.78,0,5.89,42.21,0,0,5.89,0.98,0,99.15,11.78,8.83,38.28,14.72,14.72
 84-94,1.06,0,5.31,1.06,117.89,2.12,0,473.67,7.43,42.48,11.68,145.5,58.41,1.06,6.37,11.68,9.56,18.05,6.37,6.37,19.12,262.32,8.5,19.12,60.54,500.22,9.56,13.81,18.05,0,0,133.82,0,0,9.56,0,0,53.1,32.92,9.56,25.49,16.99,10.62
 96-106,0,0,15.3,1.09,134.42,2.19,3.28,371.57,7.65,41.53,12.02,130.05,56.83,1.09,9.84,9.84,13.11,13.11,12.02,8.74,17.49,237.15,12.02,7.65,39.34,457.9,3.28,24.04,15.3,0,7.65,88.52,0,0,7.65,1.09,0,28.41,51.36,8.74,22.95,14.21,10.93
108-118,0,0,6.89,2.3,137.87,2.3,3.83,244.34,4.6,62.04,7.66,109.53,78.89,0,3.83,11.49,10.72,31.4,7.66,6.89,25.28,193.02,6.13,9.19,39.06,486.39,8.43,12.26,8.43,0,3.83,55.15,0.77,0,8.43,1.53,0,16.85,78.89,5.36,19.92,5.36,13.79
120,0,0,1.96,0,166.58,3.92,1.96,207.74,1.96,35.28,3.92,113.67,45.08,0,3.92,23.52,9.8,5.88,11.76,11.76,5.88,162.66,5.88,5.88,31.36,411.55,5.88,7.84,17.64,0,1.96,33.32,0,0,11.76,1.96,0,21.56,27.44,11.76,13.72,7.84,7.84
