stage,blastomeres,endocrine.pancreas,endoderm,epidermis,erythrocytes,exocrine.pancreas,eye,fast.muscle,fin.epithelia,fin.mesenchyme,glial,gut,hatching.gland,heart,immune,ionocyte,iridophores,lateral.line,liver,melanocytes,mesenchyme,mucous,mural.cell,muscle,neural,notochord,olfactory,otic,paraxial.mesoderm,pericytes,periderm,presomitic.mesoderm,pronephros,slow.muscle,somites,spinal.cord,taste,vascular.smooth.muscle,vasculature,visceral.smooth.muscle,xanthophores
  3-4,26.36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  5-6,36.78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  7-9,0,0,0,0,0,0,2.63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44.69,0,0,0,10.51,0,0,0,0,0,0,0,0,0,0,0,0
 10-12,0,0,6.29,0,0,0,9.44,0,0,0,0,0,3.15,0,0,0,0,0,0,0,0,0,0,0,75.53,9.44,0,0,15.73,0,0,0,0,0,0,0,0,0,0,0,0
 14-21,0,1,2,13,5,0,5,0,0,0,0,1,1,1,0,0,0,0,0,0,5,0,0,4,93,2,1,0,1,0,3,7,2,0,8,26,0,0,0,0,0
 24-34,0,0,0,11.49,0.82,0,14.78,0,0.82,0,2.46,0.82,0,0.82,0,0.82,0,0,0,0,10.67,0,0.82,9.85,176.48,0.82,1.64,3.28,0,0,1.64,0,0.82,0.82,2.46,47.61,0,0,4.93,0,1.64
 36-46,0,0,0,4.03,0,0,12.89,0.81,0.81,2.42,7.25,0,0,0.81,0,0.81,0.81,0,0,0,15.31,0,0,1.61,179.66,0,1.61,0,0,0,4.83,0,0.81,0,0,53.17,0,0,3.22,0,0.81
 48-58,0,0.57,0,2.87,0.57,0,32.13,0,0,1.15,12.62,0,0,0,0,0,0,0.57,0.57,1.72,13.2,0,0.57,2.87,135.99,0.57,0.57,1.72,0,0,2.87,0,0.57,0.57,0,37.3,0,0,4.59,0,0.57
 60-70,0,0,0,4.91,0,0,64.78,0,0.98,1.96,20.61,1.96,0,0.98,0.98,0,0,0.98,0,0.98,29.45,0,0.98,0.98,221.82,0,0.98,0.98,0,0,6.87,0,0,0.98,0,31.41,0,0,4.91,0,4.91
 72-82,0,0,0,2.94,0.98,0,62.83,0,0,1.96,39.27,0.98,0,0,2.94,0,0,1.96,0,0,30.43,0,1.96,0.98,177.68,1.96,1.96,1.96,0,1.96,3.93,0,0.98,0,0,13.74,0,0,7.85,2.94,5.89
 84-94,0,0,1.06,7.43,6.37,1.06,47.79,1.06,1.06,2.12,11.68,4.25,0,2.12,2.12,2.12,1.06,0,0,3.19,27.61,1.06,4.25,4.25,116.82,3.19,0,8.5,0,0,10.62,0,2.12,1.06,0,11.68,0,1.06,6.37,2.12,1.06
 96-106,0,0,1.09,5.46,4.37,2.19,34.97,0,1.09,3.28,16.39,5.46,0,1.09,6.56,2.19,2.19,3.28,1.09,1.09,21.86,0,1.09,2.19,85.24,0,3.28,7.65,0,0,9.84,0,0,1.09,0,6.56,0,1.09,7.65,0,3.28
108-118,0,0,0,13.79,1.53,3.06,41.36,0,3.06,1.53,26.81,4.6,0,0.77,6.89,1.53,2.3,1.53,0.77,0,27.57,0,1.53,5.36,98.81,3.83,2.3,7.66,0,0.77,9.19,0,0,0.77,0,4.6,0,0,3.06,0.77,1.53
120,0,1.96,0,19.6,3.92,1.96,39.2,0,3.92,0,23.52,5.88,0,0,5.88,0,0,0,0,0,17.64,0,0,3.92,123.47,0,1.96,9.8,0,1.96,5.88,0,1.96,0,0,7.84,1.96,0,1.96,0,3.92
