stage,axial,blastomeres,endocrine.pancreas,endoderm,epidermis,erythrocytes,eye,fast.muscle,fin.epithelia,fin.mesenchyme,glial,gut,hatching.gland,heart,immune,ionocyte,iridophores,lateral.line,liver,melanocytes,mesenchyme,mucous,mural.cell,muscle,neural,notochord,olfactory,otic,paraxial.mesoderm,pericytes,periderm,pgc,presomitic.mesoderm,pronephros,slow.muscle,somites,spinal.cord,taste,vascular.smooth.muscle,vasculature,visceral.smooth.muscle,xanthophores
  3-4,52.71,553.47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.18,0,0,0,0,0,0,0,0,0,0,0
  5-6,30.65,416.82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.26,0,0,0,0,0,6.13,0,0,0,0,0,0,0,0,0,0,0
  7-9,0,5.26,0,2.63,0,0,7.89,0,0,0,0,0,10.51,0,0,0,0,0,0,0,0,0,0,0,149.84,0,0,0,78.86,0,0,2.63,0,0,0,0,0,0,0,0,0,0
 10-12,3.15,3.15,0,3.15,0,0,6.29,0,0,0,0,0,3.15,0,0,0,0,0,0,0,0,0,0,0,191.97,3.15,0,0,59.79,0,0,3.15,0,0,0,0,0,0,0,0,0,0
 14-21,0,0,0,0,28,46,14,0,0,0,1,1,0,2,0,2,0,0,0,33,46,0,0,53,294,2,1,2,4,0,1,0,11,2,1,21,114,0,0,5,0,7
 24-34,0,0,0,0,13.95,11.49,33.66,0,0.82,7.39,3.28,0.82,0,4.93,1.64,2.46,2.46,0,0,60.74,149.4,0,0.82,127.23,755.19,0,1.64,0.82,0,0,9.85,0,0.82,0.82,0.82,36.94,207.68,0,0,36.12,0,8.21
 36-46,0,0,0,0,5.64,2.42,186.92,1.61,1.61,14.5,8.86,0,0,5.64,3.22,0.81,0.81,0,0,32.23,107.96,0,0.81,62.04,1393.81,2.42,2.42,0.81,0,0.81,9.67,0,0,0,0,0,373.02,0,0.81,26.59,0.81,7.25
 48-58,0,0,0,0,9.75,1.72,465.93,0.57,0,15.49,26.4,0,0,8.03,6.31,1.15,1.15,0.57,0,25.25,88.94,1.72,0.57,29.84,1007.03,0.57,0.57,1.15,0,0.57,3.44,0,0,0,0,0,258.21,0,0.57,14.92,0,1.72
 60-70,0,0,0.98,0,13.74,0.98,819.57,0,0,14.72,42.21,0,0,3.93,19.63,0,0.98,0,0,5.89,77.54,0,1.96,9.82,1031.58,0,0.98,2.94,0,1.96,7.85,0,0,0,0,0,170.78,0.98,1.96,12.76,0,5.89
 72-82,0,0,0,0,16.69,6.87,509.48,0.98,0,17.67,64.79,0.98,0,5.89,30.43,0,1.96,2.94,0.98,11.78,80.5,0.98,1.96,11.78,735.26,0,0,1.96,0,3.93,4.91,0,0,1.96,0,0,75.59,3.93,1.96,25.52,0.98,4.91
 84-94,0,0,1.06,0,16.99,3.19,380.21,1.06,2.12,15.93,44.61,6.37,0,7.43,43.54,2.12,1.06,1.06,0,18.05,70.09,2.12,3.19,13.81,363.22,2.12,1.06,1.06,0,0,21.24,0,0,0,1.06,0,42.48,6.37,2.12,7.43,2.12,4.25
 96-106,0,0,3.28,0,14.21,0,266.65,0,1.09,10.93,48.09,4.37,0,7.65,53.55,1.09,5.46,1.09,1.09,12.02,57.92,2.19,6.56,6.56,242.61,0,0,2.19,0,1.09,15.3,1.09,0,1.09,1.09,0,25.14,6.56,3.28,15.3,0,1.09
108-118,0,0,0.77,0.77,9.96,5.36,227.49,0,3.83,3.83,36,3.83,0,2.3,51.32,0.77,3.06,0,0.77,22.98,42.89,0.77,0,9.19,329.36,0,1.53,3.83,0,3.06,15.32,0,0,1.53,0.77,0,6.13,13.02,0,18.38,0.77,0.77
120,0,0,1.96,0,11.76,3.92,190.1,0,0,1.96,33.32,3.92,0,3.92,56.83,3.92,0,0,0,9.8,35.28,0,1.96,9.8,278.29,0,1.96,0,0,1.96,19.6,0,0,3.92,0,0,11.76,1.96,1.96,5.88,0,0
