stage,axial,blastomeres,endocrine.pancreas,endoderm,epidermis,erythrocytes,eye,fast.muscle,fin.epithelia,fin.mesenchyme,glial,gut,hatching.gland,heart,immune,ionocyte,iridophores,lateral.line,liver,melanocytes,mesenchyme,mucous,mural.cell,muscle,neural,notochord,olfactory,otic,paraxial.mesoderm,pericytes,periderm,pgc,presomitic.mesoderm,pronephros,slow.muscle,somites,spinal.cord,taste,vascular.smooth.muscle,vasculature,visceral.smooth.muscle,xanthophores
  3-4,500.76,8842.39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,210.85,0,0,0,0,0,0,0,0,0,0,0
  5-6,527.15,7901.1,0,12.26,0,0,0,0,0,0,0,0,12.26,0,0,0,0,0,0,0,0,0,0,0,159.37,12.26,0,0,79.69,0,55.17,0,0,0,0,0,0,0,0,0,0,0
  7-9,36.8,84.12,0,134.06,0,0,307.56,0,0,0,0,0,39.43,0,0,0,0,0,0,0,0,0,0,0,2938.9,70.98,0,0,1056.74,0,2.63,2.63,0,0,0,0,0,0,0,0,0,0
 10-12,0,72.38,0,78.67,0,9.44,245.46,0,0,0,0,0,25.18,0,0,0,0,0,0,0,0,0,0,0,1671.04,31.47,0,0,594.78,0,3.15,6.29,3.15,50.35,0,6.29,0,0,0,0,0,0
 14-21,0,1,1,13,96,22,77,0,0,0,17,7,0,1,0,2,0,0,0,0,60,0,0,51,664,9,1,5,28,0,11,1,96,5,0,93,234,0,0,4,0,0
 24-34,0,0,0,5.75,14.78,0.82,118.2,0,1.64,0.82,14.78,4.93,0,2.46,0,0,1.64,1.64,2.46,0.82,94.4,0,0.82,27.91,806.9,9.85,7.39,6.57,0,0,19.7,0,0,2.46,0,5.75,167.45,0,0,10.67,0,0.82
 36-46,0,0,0,0,12.09,0,133.74,0,1.61,3.22,35.45,0,0,2.42,1.61,0,1.61,0,0.81,0,82.98,0,1.61,19.34,541.41,4.03,4.03,1.61,0,0,10.47,0,0.81,0,0.81,0,136.96,0,0,10.47,0,0.81
 48-58,0,0,0.57,0.57,9.75,0.57,134.84,0,1.15,2.3,50.49,2.3,0,1.72,0.57,0.57,0.57,0,0.57,1.15,74.02,0.57,5.16,16.07,375.84,1.72,5.74,1.72,0,1.15,4.59,0,0,2.3,0,0,85.5,0,0.57,2.87,0,1.15
 60-70,0.98,0,1.96,0,10.8,0,186.49,0.98,0,3.93,54.97,0,0,2.94,2.94,0.98,0.98,2.94,0,0.98,78.52,0,4.91,13.74,399.48,1.96,1.96,3.93,0,0.98,7.85,0,0,0.98,0,0,40.24,0,0.98,1.96,0,3.93
 72-82,0,0,0.98,0,11.78,2.94,121.73,0,1.96,2.94,49.08,1.96,0,0.98,2.94,0.98,1.96,2.94,0.98,0,98.17,0.98,1.96,21.6,259.16,0,1.96,2.94,0,0.98,3.93,0,0,0.98,0,0,27.49,0,0.98,7.85,2.94,1.96
 84-94,0,0,0,0,25.49,3.19,97.71,2.12,2.12,0,33.99,9.56,1.06,1.06,7.43,1.06,4.25,2.12,1.06,1.06,75.4,1.06,5.31,9.56,144.44,1.06,4.25,3.19,0,0,25.49,0,0,0,1.06,0,18.05,0,2.12,5.31,1.06,2.12
 96-106,0,0,1.09,0,24.04,6.56,71.04,0,3.28,2.19,30.6,4.37,0,1.09,5.46,1.09,5.46,3.28,2.19,0,66.66,1.09,4.37,14.21,108.19,1.09,7.65,6.56,0,1.09,7.65,0,0,2.19,1.09,0,12.02,0,1.09,10.93,6.56,5.46
108-118,0,0,0,0,26.04,3.83,38.3,0,1.53,4.6,31.4,4.6,0,3.06,6.13,2.3,3.06,0.77,2.3,0,53.62,0.77,2.3,17.62,115.66,0.77,5.36,4.6,0,1.53,12.26,0,0,2.3,0.77,0,6.13,0.77,1.53,6.89,3.83,3.83
120,0,0,0,0,25.48,7.84,39.2,1.96,1.96,3.92,33.32,3.92,0,1.96,3.92,0,1.96,1.96,0,1.96,48.99,0,1.96,17.64,125.43,0,0,1.96,0,1.96,9.8,0,0,3.92,0,0,5.88,0,0,9.8,0,1.96
