stage,axial,blastomeres,endocrine.pancreas,endoderm,epidermis,erythrocytes,exocrine.pancreas,eye,fast.muscle,fin.epithelia,fin.mesenchyme,glial,gut,hatching.gland,heart,immune,ionocyte,iridophores,lateral.line,liver,mesenchyme,mucous,mural.cell,muscle,neural,notochord,olfactory,otic,paraxial.mesoderm,pericytes,periderm,pgc,presomitic.mesoderm,pronephros,slow.muscle,somites,spinal.cord,taste,vascular.smooth.muscle,vasculature,visceral.smooth.muscle,xanthophores
  3-4,13.18,408.52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26.36,0,0,0,0,0,0,0,0,0,0,0
  5-6,24.52,128.72,0,0,0,0,0,0,0,0,0,0,0,6.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  7-9,2.63,0,0,2.63,0,0,0,0,0,0,0,0,0,10.51,0,0,0,0,0,0,0,0,0,0,18.4,0,0,0,5.26,0,5.26,2.63,0,0,0,0,0,0,0,0,0,0
 10-12,0,0,0,12.59,0,0,0,6.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37.76,0,0,0,12.59,0,0,0,0,0,0,0,0,0,0,0,0,0
 14-21,0,0,1,0,64,0,0,4,0,0,0,1,4,0,0,0,4,0,1,0,11,0,0,3,40,1,0,4,0,0,8,1,1,1,0,6,20,0,0,1,0,0
 24-34,0,0,0,2.46,26.27,0,0,4.93,0,3.28,0,3.28,1.64,0,0,0,3.28,0,1.64,0,1.64,2.46,0,5.75,29.55,0,0.82,3.28,0,0,27.09,0,0,4.1,0,0.82,8.21,0,0,0,0,0
 36-46,0,0,0,0,15.31,0,0,7.25,0,4.03,0,8.06,0,0.81,0,0.81,0.81,0,1.61,0,11.28,3.22,0,4.03,26.59,0,0,4.03,0,0,37.06,0,0,2.42,0,0,10.47,0,0,0.81,0,0
 48-58,0,0,0,0,9.18,0,0,4.59,0.57,3.44,1.15,2.3,1.15,0,0,0.57,0.57,0,1.15,0,9.18,2.3,0,1.15,14.92,0.57,0.57,0.57,0,0,18.36,0,0,0.57,0.57,0,4.02,0,0,0.57,0,0.57
 60-70,0,0,0,0,12.76,0,0,3.93,0,5.89,0.98,7.85,0.98,0,0,1.96,0.98,0,0,0.98,7.85,0,0.98,2.94,6.87,0,0,0.98,0,0,34.35,0,0,0.98,0,0,3.93,0,0.98,0.98,0,0
 72-82,0,0,0.98,0,17.67,0.98,0,6.87,0,2.94,1.96,9.82,4.91,1.96,0,6.87,3.93,0,2.94,0.98,30.43,4.91,0.98,1.96,11.78,0.98,1.96,5.89,0,0,27.49,0.98,0,0.98,0,0,4.91,0,0,0,0,0
 84-94,0,0,2.12,0,49.92,2.12,0,7.43,0,6.37,0,9.56,16.99,0,2.12,9.56,5.31,0,1.06,3.19,12.74,5.31,1.06,0,6.37,1.06,1.06,1.06,0,0,67.97,0,0,1.06,0,0,4.25,2.12,0,2.12,0,1.06
 96-106,0,0,1.09,0,34.97,2.19,0,6.56,2.19,8.74,1.09,9.84,10.93,0,0,7.65,3.28,0,3.28,1.09,28.41,2.19,1.09,1.09,14.21,1.09,1.09,1.09,0,0,49.18,0,0,2.19,0,0,3.28,0,1.09,2.19,0,1.09
108-118,0,0,0,0,38.3,1.53,0.77,3.06,0.77,6.13,3.06,12.26,13.02,0,0,8.43,7.66,0.77,2.3,3.83,23.74,2.3,0,2.3,9.96,0,1.53,2.3,0,0.77,40.6,0,0,1.53,0,0,0.77,0.77,0,3.83,0.77,0
120,0,0,0,0,47.03,1.96,1.96,5.88,0,13.72,1.96,3.92,23.52,0,0,9.8,3.92,0,0,3.92,9.8,3.92,0,1.96,11.76,1.96,1.96,1.96,0,0,68.59,0,0,1.96,1.96,0,0,3.92,0,1.96,0,0
