stage,axial,blastomeres,endocrine.pancreas,endoderm,epidermis,erythrocytes,exocrine.pancreas,eye,fast.muscle,fin.epithelia,fin.mesenchyme,glial,gut,hatching.gland,heart,immune,ionocyte,iridophores,lateral.line,liver,melanocytes,mesenchyme,mucous,mural.cell,muscle,neural,notochord,olfactory,otic,paraxial.mesoderm,pericytes,periderm,pgc,presomitic.mesoderm,pronephros,somites,spinal.cord,taste,vascular.smooth.muscle,vasculature,visceral.smooth.muscle,xanthophores
  3-4,13.18,303.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39.53,0,0,0,0,0,0,0,0,0,0
  5-6,6.13,128.72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  7-9,0,2.63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.14,5.26,0,0,10.51,0,5.26,0,0,0,0,0,0,0,0,0,0
 10-12,0,0,0,3.15,0,0,0,0,0,0,0,0,0,31.47,0,0,0,0,0,0,0,0,0,0,0,84.97,0,0,0,28.32,0,15.73,0,0,3.15,0,0,0,0,0,0,0
 14-21,0,0,0,1,11,2,0,4,0,0,0,5,0,15,0,1,2,0,0,0,0,3,0,0,2,67,4,0,2,2,0,12,0,1,2,1,39,0,0,1,0,0
 24-34,0,0,0,0.82,2.46,0,0,3.28,0,0,0,3.28,0,2.46,0.82,6.57,2.46,0,0.82,0,0.82,11.49,0.82,0,3.28,127.23,1.64,0.82,0.82,0,0.82,45.15,0,0,2.46,0.82,58.28,0,0,1.64,0,2.46
 36-46,0,0,0,0,2.42,0,0,4.03,0,0.81,0,6.45,0,0,0.81,12.09,1.61,0,0,0.81,0.81,12.09,0.81,0,4.83,132.94,1.61,0.81,0,0,0,41.09,0,0,0.81,0,43.51,0,0,3.22,0,4.83
 48-58,0,0,0,0,5.16,0.57,0,9.75,0,0,1.15,13.2,1.72,0,1.15,14.35,1.72,0,1.15,0.57,1.15,16.07,2.3,1.72,2.87,61.4,0.57,1.15,1.72,0,0,37.3,0,0,1.72,0,21.23,0,0,6.31,0,2.87
 60-70,0,0,0,0,5.89,0,0,3.93,0,0.98,1.96,20.61,2.94,0,1.96,22.58,0,0.98,2.94,0,0,18.65,1.96,0.98,4.91,72.63,0,6.87,0.98,0,0,43.19,0,0,2.94,0,6.87,1.96,0,4.91,0,5.89
 72-82,0,0,2.94,0,11.78,5.89,0,12.76,0,1.96,0,33.38,5.89,0,0.98,51.05,2.94,0.98,1.96,0,0.98,59.88,1.96,4.91,4.91,78.53,0,3.93,1.96,0,0,50.06,0,0,3.93,0,7.85,2.94,3.93,7.85,0,0
 84-94,0,0,4.25,0,21.24,3.19,1.06,14.87,0,3.19,1.06,29.74,21.24,0,0,61.6,7.43,5.31,4.25,2.12,1.06,32.92,3.19,4.25,2.12,64.78,2.12,1.06,4.25,0,1.06,181.61,0,0,5.31,0,6.37,2.12,3.19,18.05,4.25,1.06
 96-106,0,0,3.28,0,41.53,6.56,1.09,18.58,1.09,3.28,0,44.81,26.23,0,4.37,80.87,13.11,5.46,6.56,2.19,1.09,41.53,8.74,4.37,5.46,62.29,1.09,7.65,4.37,0,3.28,125.68,1.09,0,5.46,0,3.28,8.74,0,17.49,3.28,5.46
108-118,0,0,4.6,0.77,42.89,6.89,5.36,13.79,0,4.6,0,34.47,29.87,0,4.6,64.34,11.49,10.72,1.53,7.66,4.6,46.72,7.66,6.13,1.53,68.17,3.06,9.19,5.36,0,0,109.53,0,0,3.83,0,3.83,9.19,0.77,12.26,0.77,6.89
120,0,0,1.96,0,25.48,5.88,5.88,13.72,0,5.88,0,19.6,29.4,0,1.96,84.27,5.88,5.88,3.92,1.96,0,33.32,3.92,1.96,0,68.59,1.96,5.88,7.84,0,1.96,103.87,0,0,5.88,0,3.92,3.92,1.96,9.8,3.92,0
