stage,axial,endocrine.pancreas,endoderm,epidermis,erythrocytes,exocrine.pancreas,eye,fast.muscle,fin.epithelia,fin.mesenchyme,glial,gut,hatching.gland,heart,immune,ionocyte,iridophores,lateral.line,liver,melanocytes,mesenchyme,mucous,mural.cell,muscle,neural,notochord,olfactory,otic,paraxial.mesoderm,pericytes,periderm,pgc,presomitic.mesoderm,pronephros,slow.muscle,somites,spinal.cord,taste,vascular.smooth.muscle,vasculature,visceral.smooth.muscle,xanthophores
 14-21,0,1,48,122,13,0,33,0,2,0,4,9,1,3,0,3,0,0,1,0,36,0,0,29,321,12,3,6,4,0,6,3,31,2,3,66,164,0,0,0,0,0
 24-34,0,1.64,6.57,55,1.64,0,79.62,0,2.46,1.64,8.21,0.82,0,0.82,0,2.46,0.82,2.46,1.64,2.46,62.39,1.64,0.82,41.86,824.14,9.03,8.21,9.85,0,0,22.98,0,0.82,2.46,2.46,6.57,202.75,0,0,17.24,0,0.82
 36-46,0,0,0.81,20.14,1.61,0,129.71,4.83,8.06,3.22,30.62,0.81,0,2.42,0.81,0,0.81,1.61,1.61,0,100.71,0,2.42,21.75,907.99,8.86,9.67,3.22,0,0,22.56,0.81,0,1.61,0,0.81,217.53,0,0.81,10.47,0,4.83
 48-58,0,0,0.57,10.9,0,0,211.73,2.3,2.3,3.44,64.84,1.15,0,2.3,0.57,0.57,3.44,3.44,0.57,2.87,134.27,0.57,2.87,24.67,609.95,2.3,5.16,2.87,0,0,14.92,1.15,0,0,2.3,0,113.04,0,1.15,4.59,0,3.44
 60-70,0,0,0,19.63,1.96,0,483.89,2.94,8.83,7.85,109.93,1.96,0.98,2.94,0.98,4.91,9.82,4.91,0.98,1.96,181.58,0,6.87,22.58,770.49,2.94,3.93,6.87,0,1.96,22.58,0,0,0.98,1.96,0,83.43,0,4.91,3.93,2.94,2.94
 72-82,0,3.93,0,17.67,5.89,0,482,3.93,3.93,6.87,90.31,14.72,0,1.96,3.93,0.98,3.93,7.85,0.98,1.96,240.51,5.89,4.91,20.61,601.76,0,9.82,9.82,0,2.94,25.52,0,0,0,0,0,38.28,1.96,5.89,15.71,8.83,1.96
 84-94,0,1.06,0,40.36,2.12,1.06,301.62,6.37,6.37,8.5,65.85,14.87,0,0,9.56,6.37,8.5,0,2.12,4.25,124.26,2.12,4.25,12.74,339.85,0,7.43,10.62,0,2.12,66.91,0,0,3.19,0,0,30.8,4.25,9.56,13.81,8.5,3.19
 96-106,0,2.19,0,48.09,5.46,3.28,226.22,0,7.65,5.46,52.46,24.04,0,0,7.65,5.46,8.74,12.02,1.09,0,135.51,1.09,12.02,13.11,260.1,3.28,6.56,7.65,0,0,56.83,0,0,5.46,1.09,0,13.11,5.46,8.74,14.21,9.84,2.19
108-118,0,1.53,0.77,42.89,2.3,1.53,219.83,2.3,11.49,0,49.02,13.02,0,1.53,9.96,8.43,13.79,3.06,1.53,3.06,105.7,3.06,3.83,13.02,324,0.77,9.19,7.66,0,3.06,39.06,0,0,2.3,5.36,0,14.55,9.19,3.83,7.66,11.49,4.6
120,1.96,1.96,0,54.87,9.8,0,180.3,0,7.84,5.88,41.16,11.76,0,3.92,13.72,9.8,0,5.88,3.92,3.92,96.03,0,1.96,11.76,341,0,3.92,17.64,0,1.96,31.36,0,0,5.88,1.96,0,7.84,5.88,1.96,11.76,9.8,1.96
