stage,axial,blastomeres,endoderm,epidermis,erythrocytes,exocrine.pancreas,eye,fast.muscle,fin.epithelia,fin.mesenchyme,glial,gut,hatching.gland,heart,immune,ionocyte,iridophores,lateral.line,liver,melanocytes,mesenchyme,mucous,mural.cell,muscle,neural,notochord,olfactory,otic,paraxial.mesoderm,pericytes,periderm,pgc,presomitic.mesoderm,pronephros,slow.muscle,somites,spinal.cord,taste,vascular.smooth.muscle,vasculature,visceral.smooth.muscle,xanthophores
  3-4,474.41,10133.83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,210.85,0,0,0,0,0,0,0,0,0,0,0
  5-6,913.32,13233.88,36.78,0,0,0,0,0,0,0,0,0,36.78,0,0,0,0,0,0,0,0,0,0,0,496.5,30.65,0,0,239.06,0,104.2,0,0,0,0,0,0,0,0,0,0,0
  7-9,102.52,160.35,352.25,0,7.89,0,178.75,0,0,0,0,0,89.38,0,0,0,0,0,0,0,0,0,0,0,3785.35,107.78,0,0,2662.89,0,2.63,18.4,0,2.63,0,0,0,0,0,0,0,0
 10-12,0,107,251.76,0,40.91,0,166.79,0,0,0,0,0,28.32,0,0,0,0,0,3.15,0,0,0,0,0,1598.66,56.65,0,0,900.03,0,3.15,12.59,6.29,236.02,0,9.44,3.15,0,0,0,0,0
 14-21,0,0,6,103,42,0,32,0,1,0,14,8,0,1,0,1,1,0,0,8,55,0,0,45,331,3,2,7,28,0,0,1,86,3,0,90,118,0,0,3,0,4
 24-34,0,0,2.46,22.16,12.31,0,35.3,0,0.82,5.75,6.57,0,0,2.46,0,1.64,2.46,6.57,0.82,13.95,59.92,0,0,36.94,223.27,2.46,0,6.57,0,0,4.93,0,0,0.82,0,9.85,78.8,0,0,11.49,0,13.13
 36-46,0,0,0.81,9.67,2.42,0,22.56,0,0.81,4.03,4.03,0,0,0.81,2.42,0.81,4.03,0.81,0.81,4.03,61.23,0,2.42,12.89,106.35,1.61,0,4.03,0,0,8.06,0,0,1.61,0.81,0,38.67,0,0.81,8.86,0,4.83
 48-58,0,0,0,6.31,2.87,0,15.49,0,1.15,2.87,5.74,0.57,0.57,0.57,0.57,1.15,4.59,0.57,0.57,4.59,53.36,1.15,0,10.9,33.28,0.57,0,4.02,0,0.57,8.03,0,0,0,0,0,12.62,0,0,5.16,0,1.72
 60-70,0,0,0,6.87,3.93,0,18.65,0,3.93,2.94,8.83,0.98,0.98,0.98,0.98,1.96,10.8,1.96,0.98,0.98,60.85,0.98,2.94,5.89,18.65,0.98,0,1.96,0,0,5.89,0,0,0.98,0,0,1.96,0,0,6.87,0,0.98
 72-82,0,0,0,6.87,33.38,0,10.8,1.96,1.96,3.93,10.8,1.96,0,3.93,6.87,2.94,4.91,4.91,0,0.98,71.66,0.98,3.93,7.85,18.65,1.96,0,5.89,0,0,3.93,0,0,0.98,0,0,1.96,0,4.91,6.87,3.93,0
 84-94,0,0,0,15.93,13.81,0,14.87,0,2.12,5.31,7.43,4.25,0,2.12,10.62,5.31,2.12,3.19,2.12,1.06,55.23,1.06,6.37,5.31,13.81,2.12,0,6.37,0,0,22.3,1.06,0,1.06,0,0,2.12,0,2.12,9.56,2.12,0
 96-106,0,0,0,19.67,21.86,2.19,8.74,0,0,2.19,5.46,0,0,0,12.02,1.09,5.46,1.09,2.19,2.19,55.74,0,0,5.46,18.58,1.09,0,2.19,0,0,26.23,0,0,0,0,0,1.09,1.09,0,12.02,0,3.28
108-118,0,0,0,22.21,20.68,0,8.43,0,6.13,3.83,6.89,5.36,0,2.3,10.72,1.53,8.43,1.53,1.53,4.6,46.72,0.77,1.53,5.36,20.68,0,0.77,5.36,0,0.77,16.85,0,0,0.77,0,0,1.53,2.3,1.53,5.36,0,3.06
120,0,0,0,21.56,13.72,1.96,3.92,0,5.88,1.96,1.96,3.92,0,1.96,9.8,0,0,3.92,0,0,35.28,0,0,11.76,19.6,1.96,0,0,0,1.96,21.56,0,0,0,0,0,0,0,1.96,3.92,1.96,0
