stage,axial,blastomeres,endocrine.pancreas,endoderm,epidermis,erythrocytes,exocrine.pancreas,eye,fast.muscle,fin.epithelia,fin.mesenchyme,glial,gut,hatching.gland,heart,immune,ionocyte,iridophores,lateral.line,liver,melanocytes,mesenchyme,mucous,mural.cell,muscle,neural,notochord,olfactory,otic,paraxial.mesoderm,pericytes,periderm,pgc,presomitic.mesoderm,pronephros,somites,spinal.cord,taste,vascular.smooth.muscle,vasculature,visceral.smooth.muscle,xanthophores
  3-4,0,1041.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.18,0,0,0,0,0,0,0,0,0,0
  5-6,36.78,631.35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  7-9,2.63,0,0,7.89,0,0,0,5.26,0,0,0,0,0,7.89,0,0,0,0,0,0,0,0,0,0,0,97.26,2.63,0,0,28.92,0,0,2.63,0,0,0,0,0,0,0,0,0
 10-12,0,0,0,3.15,0,0,0,3.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56.65,3.15,0,0,6.29,0,3.15,0,0,0,0,0,0,0,0,0,0
 14-21,0,0,0,0,9,2,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,2,9,0,0,1,0,0,1,0,1,1,1,1,0,0,0,0,0
 24-34,0,0,0,0.82,6.57,1.64,0,3.28,0,0.82,0.82,1.64,0,0,0,2.46,1.64,0,0.82,0,1.64,9.03,0,0,8.21,18.88,0,0,0,0,0,13.95,0,0,0,0,4.1,0,0,4.1,0,0.82
 36-46,0,0,0,0,1.61,15.31,0,3.22,0.81,0,0,3.22,0,0,0,0.81,0,0,0,0.81,0.81,15.31,0,0,2.42,17.72,0.81,0.81,0,0,0,22.56,0,0.81,0,0,7.25,0,0,4.83,0,11.28
 48-58,0,0,0,0,2.87,2.3,0,10.9,0.57,1.15,1.15,5.16,0.57,0,0.57,1.72,0.57,0,1.15,1.15,2.3,16.07,0.57,1.15,6.31,23.53,0.57,0.57,0.57,0,0,35,0,0,0,0,6.89,0,0,2.87,0,18.36
 60-70,0,0,0.98,0,3.93,2.94,0,19.63,0,0,1.96,13.74,0.98,0,1.96,2.94,1.96,0,1.96,0,1.96,25.52,0,1.96,4.91,12.76,0.98,2.94,0.98,0,0,20.61,0,0,1.96,0,2.94,0,1.96,1.96,0.98,17.67
 72-82,0,0,0,0,3.93,1.96,0,21.6,0,0.98,1.96,15.71,8.83,0,0.98,6.87,2.94,0,0.98,1.96,1.96,31.41,0.98,0.98,5.89,24.54,0,2.94,1.96,0,0,10.8,0,0,0,0,2.94,0,0.98,3.93,0,5.89
 84-94,0,0,1.06,0,7.43,4.25,1.06,9.56,1.06,1.06,2.12,18.05,12.74,0,1.06,8.5,4.25,2.12,2.12,1.06,2.12,22.3,0,1.06,2.12,10.62,3.19,2.12,3.19,0,0,42.48,0,0,2.12,0,1.06,0,1.06,6.37,2.12,5.31
 96-106,0,0,1.09,0,8.74,1.09,1.09,15.3,0,1.09,3.28,9.84,76.5,0,3.28,13.11,9.84,3.28,5.46,5.46,2.19,27.32,0,1.09,3.28,18.58,0,9.84,5.46,0,1.09,20.76,0,0,2.19,0,3.28,0,0,8.74,1.09,0
108-118,0,0,0.77,0,17.62,3.83,0.77,9.96,0,2.3,3.06,9.19,88.85,0,0,13.79,4.6,0,4.6,5.36,2.3,19.15,0,0,2.3,29.87,0,5.36,3.06,0,0.77,13.79,0,0,0.77,0,0,5.36,0.77,4.6,2.3,2.3
120,0,0,0,0,7.84,3.92,0,7.84,0,1.96,1.96,5.88,39.2,0,0,15.68,1.96,1.96,5.88,7.84,0,19.6,1.96,1.96,3.92,31.36,0,1.96,5.88,0,1.96,17.64,0,0,1.96,0,0,0,0,3.92,0,0
