stage,axial,blastomeres,endoderm,epidermis,erythrocytes,exocrine_pancreas,eye,fast_muscle,fin_epithelia,fin_mesenchyme,glial,gut,hatching_gland,heart,immune,ionocyte,iridophores,lateral_line,liver,melanocytes,mesenchyme,mucous,mural_cell,muscle,neural,notochord,olfactory,otic,paraxial_mesoderm,pericytes,periderm,pgc,presomitic_mesoderm,pronephros,slow_muscle,somites,spinal_cord,taste,vascular_smooth_muscle,vasculature,visceral_smooth_muscle,xanthophores
  3-4,52.71,487.58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39.53,0,0,0,0,0,0,0,0,0,0,0
  5-6,0,128.72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.13,0,12.26,0,0,0,0,0,0,0,0,0,0,0
  7-9,0,2.63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26.29,0,0,0,7.89,0,0,5.26,0,0,0,0,0,0,0,0,0,0
 10-12,0,3.15,3.15,0,0,0,6.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,119.58,3.15,0,0,18.88,0,0,0,0,6.29,0,3.15,0,0,0,0,0,0
 14-21,0,0,13,52,12,0,14,0,2,0,11,4,0,1,1,2,1,0,0,1,19,0,0,9,309,1,0,4,1,0,21,1,9,6,0,13,75,0,0,3,0,1
 24-34,0,0,2.46,18.88,2.46,0,62.39,0,4.93,0.82,29.55,4.1,0,4.93,4.1,7.39,0,8.21,2.46,0,59.92,9.85,0,9.03,494.16,0.82,14.78,9.03,0,0,58.28,0,0,16.42,0,1.64,116.56,0,0,17.24,0,0
 36-46,0,0,1.61,7.25,1.61,0,61.23,0,2.42,3.22,72.51,4.83,0,0,0.81,1.61,0,10.47,0.81,0,74.12,8.06,0.81,15.31,390.75,1.61,6.45,13.7,0,0,45.12,0.81,0,18.53,0.81,0,107.96,0,0,12.89,0,0.81
 48-58,0,0.57,0,4.59,0.57,0,146.89,0,4.02,4.02,142.88,2.87,5.74,2.3,1.72,2.3,0.57,13.77,3.44,0.57,140.58,10.33,0.57,15.49,201.98,0.57,6.89,21.23,0,0.57,33.28,0,0,9.18,0,0.57,86.07,0,2.3,13.2,0.57,0
 60-70,0,0,0,10.8,0,0,117.78,0.98,2.94,1.96,221.82,8.83,4.91,1.96,3.93,0,0,13.74,0.98,0,196.3,6.87,3.93,15.7,156.06,0.98,3.93,21.59,0,1.96,45.15,0,0,12.76,0,0,30.43,3.93,9.82,7.85,11.78,1.96
 72-82,0,0,0,22.58,1.96,0,147.25,0.98,6.87,7.85,345.54,43.19,4.91,5.89,8.83,4.91,2.94,31.41,3.93,0,314.13,30.43,9.82,26.5,207.13,0.98,7.85,37.3,0,6.87,59.88,0,0,14.72,0,0,16.69,18.65,27.49,26.5,30.43,1.96
 84-94,0,0,0,39.3,1.06,0,128.51,0,16.99,6.37,218.78,89.21,6.37,1.06,18.05,8.5,1.06,26.55,3.19,0,230.46,20.18,8.5,16.99,135.94,0,11.68,43.54,0,3.19,180.55,1.06,0,45.67,0,0,7.43,59.47,16.99,24.43,37.17,0
 96-106,0,0,0,66.66,3.28,1.09,108.19,0,15.3,1.09,277.58,87.43,1.09,1.09,17.49,14.21,1.09,33.88,0,0,243.7,20.76,5.46,14.21,138.79,0,29.51,57.92,0,9.84,120.21,0,0,33.88,0,0,7.65,93.98,40.44,22.95,40.44,2.19
108-118,0,0,1.53,54.38,5.36,2.3,81.96,0,26.81,5.36,216.77,101.87,0,1.53,16.85,9.19,0.77,23.74,4.6,0,219.07,9.19,9.19,9.96,171.58,0,17.62,62.04,0,4.6,119.49,0,0,28.34,0,0,6.13,90.38,21.45,23.74,26.81,1.53
120,0,0,0,52.91,3.92,0,54.87,0,19.6,5.88,158.74,64.67,0,1.96,17.64,11.76,1.96,9.8,3.92,0,139.14,13.72,13.72,1.96,137.18,0,11.76,37.24,0,0,82.31,0,0,15.68,0,0,7.84,35.28,31.36,19.6,27.44,0
