stage,axial,blastomeres,endocrine.pancreas,endoderm,epidermis,erythrocytes,eye,fast.muscle,fin.epithelia,fin.mesenchyme,glial,gut,hatching.gland,heart,immune,ionocyte,iridophores,lateral.line,liver,melanocytes,mesenchyme,mucous,mural.cell,muscle,neural,notochord,olfactory,otic,paraxial.mesoderm,pericytes,periderm,pgc,presomitic.mesoderm,pronephros,slow.muscle,somites,spinal.cord,taste,vascular.smooth.muscle,vasculature,visceral.smooth.muscle,xanthophores
  3-4,92.25,2411.56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79.07,0,0,0,0,0,0,0,0,0,0,0
  5-6,122.59,1452.72,0,6.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.39,0,0,0,12.26,0,55.17,0,0,0,0,0,0,0,0,0,0,0
  7-9,7.89,5.26,0,10.51,0,0,15.77,0,0,0,0,0,5.26,0,0,0,0,0,0,0,0,0,0,0,155.09,13.14,0,0,68.35,0,2.63,7.89,0,0,0,0,0,0,0,0,0,0
 10-12,3.15,15.73,0,22.03,0,0,34.62,0,0,0,0,0,9.44,0,0,0,0,0,0,0,0,0,0,0,440.58,12.59,0,0,119.58,0,15.73,6.29,0,25.18,0,3.15,3.15,0,0,0,0,0
 14-21,0,0,0,5,137,14,17,0,1,0,6,7,0,2,1,7,0,1,0,1,46,0,0,39,170,6,0,0,6,0,75,1,40,6,10,77,50,0,0,7,0,1
 24-34,0,0,0,4.93,170.74,2.46,59.1,4.93,13.95,3.28,17.24,2.46,0,6.57,1.64,10.67,0.82,4.93,2.46,1.64,120.67,1.64,0.82,78.8,325.06,4.1,0.82,11.49,0,0,192.9,0.82,0,10.67,12.31,33.66,83.73,0,0,44.33,0,4.1
 36-46,0,0,0,0.81,75.73,1.61,82.18,4.03,16.92,8.86,24.17,1.61,0,4.03,1.61,3.22,1.61,6.45,2.42,1.61,180.47,2.42,0,66.06,211.09,6.45,1.61,6.45,0,0,193.36,0,0.81,4.83,9.67,1.61,51.56,0,0,28.2,0,2.42
 48-58,0,0.57,0,0,45.33,0,140.58,8.03,25.82,11.48,32.13,1.72,0.57,5.16,3.44,0.57,1.15,6.31,1.72,2.3,227.23,2.87,4.02,49.35,108.45,3.44,0.57,6.31,0,0,108.45,0,0,0.57,6.31,0,29.26,0,0,22.95,0,8.03
 60-70,0,0,0,0,46.13,0,152.14,4.91,17.67,16.69,61.84,4.91,0.98,3.93,4.91,3.93,2.94,5.89,1.96,0.98,248.33,0.98,9.82,26.5,85.39,0,1.96,11.78,0.98,0,106.99,0,0,3.93,5.89,0,10.8,0.98,4.91,15.7,0.98,7.85
 72-82,0,0,1.96,0,58.9,1.96,146.27,0.98,29.45,14.72,77.55,6.87,1.96,5.89,9.82,5.89,0,7.85,3.93,1.96,324.93,6.87,13.74,48.1,84.42,4.91,2.94,6.87,0,1.96,121.73,0,0,1.96,2.94,0,5.89,3.93,8.83,41.23,5.89,6.87
 84-94,0,0,4.25,2.12,106.2,4.25,133.82,3.19,58.41,13.81,56.29,14.87,1.06,0,24.43,12.74,2.12,8.5,1.06,6.37,227.28,7.43,12.74,32.92,53.1,3.19,1.06,8.5,0,1.06,309.05,0,0,6.37,3.19,0,5.31,7.43,2.12,28.68,1.06,7.43
 96-106,0,0,0,1.09,91.8,3.28,102.73,5.46,36.06,13.11,74.31,5.46,0,6.56,17.49,10.93,3.28,8.74,0,6.56,189.06,5.46,7.65,15.3,55.74,3.28,3.28,12.02,0,4.37,199.99,1.09,0,3.28,3.28,0,3.28,10.93,5.46,34.97,6.56,7.65
108-118,0,0,0.77,0.77,105.7,3.06,95.75,3.83,58.21,13.79,47.49,17.62,0,2.3,14.55,10.72,8.43,7.66,2.3,4.6,164.68,3.83,6.89,26.04,79.66,3.06,3.06,9.19,0,3.06,170.81,0,0,1.53,1.53,0,3.83,6.89,2.3,28.34,5.36,12.26
120,0,0,0,1.96,97.99,7.84,58.79,9.8,37.24,5.88,72.51,13.72,0,3.92,33.32,9.8,3.92,5.88,0,0,119.55,3.92,3.92,17.64,72.51,11.76,7.84,1.96,0,0,97.99,1.96,0,3.92,1.96,0,5.88,1.96,0,37.24,0,3.92
