stage,axial,blastomeres,endocrine.pancreas,endoderm,epidermis,erythrocytes,exocrine.pancreas,eye,fast.muscle,fin.epithelia,fin.mesenchyme,glial,gut,hatching.gland,heart,immune,ionocyte,iridophores,lateral.line,liver,melanocytes,mesenchyme,mucous,mural.cell,muscle,neural,notochord,olfactory,otic,paraxial.mesoderm,pericytes,periderm,presomitic.mesoderm,pronephros,slow.muscle,somites,spinal.cord,taste,vascular.smooth.muscle,vasculature,visceral.smooth.muscle,xanthophores
  7-9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.26,0,0,0,0,0,0,0,0,0,0,0,0
 14-21,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,13,1,0,0,0,0,0,1,0,1,61,1,0,0,0,0,0
 24-34,0,0,0.82,0.82,25.45,4.93,0,67.31,118.2,6.57,0,4.93,0.82,0,4.1,1.64,3.28,2.46,0,2.46,2.46,52.53,1.64,0,32.83,554.9,2.46,1.64,8.21,0,0,47.61,0,3.28,5.75,86.19,88.65,0,0,15.6,0,3.28
 36-46,0,0,0,0,10.47,1.61,0,151.47,280.37,4.03,4.03,30.62,0,0,3.22,2.42,2.42,2.42,3.22,2.42,4.83,103.13,0,2.42,41.89,791.17,2.42,12.09,3.22,0,0,41.89,0.81,3.22,4.83,2.42,190.94,0,0,10.47,0,6.45
 48-58,0,0.57,0,0.57,39.59,17.79,0,756.85,292.07,13.2,13.2,174.44,3.44,1.72,6.89,12.05,2.87,4.02,4.02,12.05,16.64,350.59,2.87,11.48,71.73,1957.25,10.33,14.35,6.89,0,1.72,56.23,0,4.02,4.02,0,437.81,0,0.57,28.69,0.57,40.74
 60-70,0,0,0.98,0,51.04,21.59,0,773.44,201.21,13.74,13.74,130.54,2.94,1.96,4.91,12.76,2.94,4.91,0.98,3.93,3.93,282.68,6.87,12.76,42.21,1340.76,14.72,6.87,10.8,0.98,2.94,65.76,0,6.87,1.96,0,193.36,0.98,5.89,18.65,2.94,43.19
 72-82,0,0,1.96,0,34.36,68.72,0.98,643.97,129.58,9.82,24.54,146.27,9.82,0.98,10.8,15.71,6.87,6.87,2.94,14.72,3.93,367.14,3.93,13.74,44.17,1094.55,3.93,9.82,18.65,0.98,1.96,61.84,0,3.93,0,0,107.98,5.89,12.76,40.25,10.8,46.14
 84-94,0,0,6.37,0,109.39,106.2,1.06,501.28,185.86,14.87,18.05,109.39,22.3,1.06,4.25,36.11,9.56,14.87,11.68,16.99,10.62,324.98,8.5,13.81,46.73,751.92,6.37,14.87,15.93,0,5.31,246.39,0,6.37,1.06,0,57.35,9.56,5.31,45.67,10.62,33.99
 96-106,1.09,0,9.84,0,149.72,178.13,9.84,836.03,375.94,27.32,32.79,232.78,42.62,0,12.02,53.55,18.58,19.67,13.11,39.34,4.37,468.83,17.49,16.39,66.66,1108.15,10.93,30.6,33.88,0,8.74,257.91,0,5.46,2.19,0,63.39,12.02,12.02,68.85,20.76,55.74
108-118,0,0,3.06,0.77,135.58,49.02,15.32,419.75,279.58,34.47,16.09,142.47,20.68,0,7.66,43.66,16.85,16.85,13.02,29.11,9.19,382.98,6.89,13.02,77.36,893.88,10.72,12.26,19.15,0,5.36,143.24,0,3.06,2.3,0,27.57,9.96,6.13,36.77,10.72,29.87
120,1.96,0,1.96,0,80.35,52.91,3.92,272.41,150.9,15.68,0,62.71,17.64,0,5.88,25.48,13.72,17.64,3.92,15.68,3.92,176.38,1.96,1.96,54.87,538.94,15.68,7.84,9.8,0,1.96,68.59,0,3.92,1.96,0,15.68,5.88,9.8,31.36,5.88,15.68
