stage,axial,blastomeres,endocrine.pancreas,endoderm,epidermis,erythrocytes,exocrine.pancreas,eye,fast.muscle,fin.epithelia,fin.mesenchyme,glial,gut,hatching.gland,heart,immune,ionocyte,iridophores,lateral.line,liver,melanocytes,mesenchyme,mucous,mural.cell,muscle,neural,notochord,olfactory,otic,paraxial.mesoderm,pericytes,periderm,presomitic.mesoderm,pronephros,slow.muscle,somites,spinal.cord,taste,vascular.smooth.muscle,vasculature,visceral.smooth.muscle,xanthophores
  3-4,13.18,382.16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26.36,0,0,0,0,0,0,0,0,0,0
  5-6,73.56,453.59,0,0,0,0,0,0,0,0,0,0,0,6.13,0,0,0,0,0,0,0,0,0,0,0,6.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  7-9,89.38,10.51,0,7.89,0,0,0,31.54,0,0,0,0,0,21.03,0,0,0,0,0,0,0,0,0,0,0,283.9,115.66,0,0,212.93,0,2.63,0,0,0,0,0,0,0,0,0,0
 10-12,3.15,6.29,0,25.18,0,0,0,72.38,0,0,0,0,0,3.15,0,0,0,0,0,0,0,0,0,0,0,975.56,110.14,0,0,418.55,0,0,0,0,0,25.18,6.29,0,0,0,0,0
 14-21,0,0,0,11,49,39,0,107,0,0,0,127,5,0,1,0,0,0,0,0,0,140,0,0,302,2092,19,2,0,2,0,2,53,8,118,680,1142,0,0,1,0,0
 24-34,0,0,0,2.46,81.26,5.75,0,191.26,1.64,0,0.82,175.66,0,0,3.28,0,0,0,2.46,0.82,0,196.18,0.82,0,197.01,2785.99,3.28,0.82,0,0,0,7.39,0,6.57,99.32,66.49,1483.29,0,0,9.03,0,0.82
 36-46,0,0,0,0,62.84,0,0,94.26,0,0.81,1.61,230.42,0,0,6.45,0.81,0.81,0,0.81,0,1.61,307.77,0,0.81,80.57,1878.82,1.61,4.03,2.42,0,0,4.83,0.81,1.61,69.29,0.81,1341.44,0,0,4.03,0,0
 48-58,0,0,0,0,75.74,0.57,0,97.55,1.15,2.3,1.15,286.33,0,0,4.59,1.15,1.15,0.57,1.15,0,1.72,375.84,0.57,11.48,52.79,753.41,0.57,0.57,2.3,0,0,2.87,0,0,65.41,0,847.51,0,1.72,2.87,0,0
 60-70,0,0,0,0,102.08,0,0,49.08,1.96,1.96,0,232.62,1.96,0,0.98,0,0.98,0,0.98,0,0,489.78,0.98,25.52,62.82,367.09,0.98,0,3.93,0.98,1.96,0.98,0,0,39.26,0,284.64,0,10.8,1.96,18.65,0.98
 72-82,0,0,2.94,0,119.76,3.93,0,81.48,0,0.98,1.96,212.04,1.96,0,2.94,0,0.98,1.96,0,0,0,600.78,1.96,21.6,83.44,321.99,0.98,2.94,4.91,0,5.89,1.96,0,0,23.56,0,121.73,7.85,14.72,3.93,49.08,0.98
 84-94,1.06,0,1.06,0,203.91,0,0,101.96,2.12,10.62,0,158.24,0,0,4.25,2.12,0,3.19,0,1.06,0,396.14,1.06,27.61,62.66,207.1,0,2.12,4.25,0,3.19,0,0,1.06,39.3,0,92.4,20.18,15.93,2.12,41.42,0
 96-106,0,0,1.09,0,265.56,1.09,0,67.76,3.28,7.65,1.09,130.05,6.56,0,3.28,1.09,8.74,0,1.09,1.09,0,424.02,1.09,12.02,57.92,199.99,1.09,2.19,4.37,0,7.65,1.09,0,0,50.27,0,51.36,41.53,15.3,2.19,63.39,2.19
108-118,0,0,0,0,218.3,3.06,0.77,46.72,1.53,7.66,1.53,124.85,12.26,0,1.53,0,9.96,1.53,0,0.77,0,386.81,0.77,9.96,48.26,210.64,0.77,2.3,1.53,0,7.66,3.06,0,3.83,45.19,0,32.17,39.83,9.96,1.53,32.94,0
120,0,0,1.96,0,101.91,5.88,0,33.32,0,7.84,0,97.99,9.8,0,0,3.92,5.88,0,3.92,1.96,0,293.97,0,9.8,45.08,209.7,1.96,1.96,1.96,0,5.88,1.96,0,0,15.68,0,35.28,17.64,5.88,0,43.12,0
