stage,endocrine_pancreas,endoderm,epidermis,erythrocytes,exocrine_pancreas,eye,fast_muscle,fin_epithelia,fin_mesenchyme,glial,gut,hatching_gland,heart,immune,ionocyte,iridophores,lateral_line,liver,melanocytes,mesenchyme,mucous,mural_cell,muscle,neural,notochord,olfactory,otic,paraxial_mesoderm,pericytes,periderm,pgc,presomitic_mesoderm,pronephros,slow_muscle,somites,spinal_cord,taste,vascular_smooth_muscle,vasculature,visceral_smooth_muscle,xanthophores
 14-21,0,2,79,13,0,45,0,0,0,11,4,3,0,0,0,0,1,0,0,44,0,0,33,457,14,0,3,8,0,8,0,64,6,2,66,171,0,0,1,0,0
 24-34,0.82,6.57,45.97,2.46,0,105.07,0,1.64,3.28,22.16,2.46,0.82,0.82,2.46,1.64,1.64,2.46,3.28,4.1,91.94,0.82,0,51.71,862.72,6.57,12.31,16.42,0,0,31.19,0,1.64,1.64,1.64,29.55,226.56,0,0,15.6,0,2.46
 36-46,0.81,0.81,19.34,1.61,0,226.39,0,0.81,9.67,47.53,1.61,0,3.22,2.42,0.81,0,3.22,1.61,2.42,114.41,1.61,2.42,30.62,883.01,6.45,9.67,10.47,0,0.81,28.2,0.81,1.61,0.81,0,0,260.23,0,0,12.89,0,1.61
 48-58,0,0,9.75,0.57,0,259.93,0.57,2.3,5.74,67.71,1.72,0.57,2.3,1.15,0.57,1.15,4.02,0.57,2.87,145.75,0.57,4.59,31.56,506.67,0,3.44,8.03,0,0,9.75,0,0,0,1.15,0,154.93,0,1.72,7.46,0,5.16
 60-70,0.98,0,12.76,0.98,0,400.46,0.98,5.89,7.85,86.37,6.87,0,2.94,8.83,1.96,1.96,3.93,0,3.93,190.42,0.98,8.83,25.52,542.78,0.98,5.89,5.89,0,0,8.83,0,0,1.96,0.98,0,82.45,0,4.91,13.74,0,4.91
 72-82,2.94,0,36.32,9.82,0.98,259.16,0.98,2.94,10.8,72.64,6.87,0,2.94,14.72,1.96,1.96,3.93,0.98,1.96,207.13,2.94,5.89,22.58,396.59,0.98,8.83,10.8,0,0,8.83,0.98,0,3.93,0,0,31.41,1.96,5.89,25.52,0.98,2.94
 84-94,6.37,0,38.23,3.19,1.06,142.31,1.06,2.12,2.12,41.42,12.74,1.06,2.12,15.93,5.31,5.31,3.19,3.19,0,108.33,2.12,8.5,20.18,168.86,3.19,3.19,7.43,0,0,29.74,0,0,4.25,0,0,15.93,2.12,1.06,19.12,3.19,3.19
 96-106,2.19,0,28.41,3.28,0,123.49,1.09,7.65,2.19,40.44,5.46,0,2.19,24.04,6.56,1.09,6.56,8.74,0,93.98,3.28,4.37,7.65,145.35,2.19,12.02,6.56,0,1.09,31.69,2.19,0,2.19,0,0,6.56,2.19,1.09,17.49,5.46,0
108-118,2.3,1.53,36,4.6,2.3,78.13,0,3.06,3.06,43.66,14.55,0,1.53,17.62,4.6,5.36,5.36,5.36,0.77,77.36,1.53,3.06,13.02,185.36,2.3,9.19,8.43,0,0,29.11,0,0,5.36,0,0,8.43,6.13,2.3,11.49,5.36,2.3
120,0,0,47.03,11.76,0,76.43,0,3.92,0,33.32,3.92,0,1.96,25.48,5.88,3.92,9.8,0,0,54.87,0,5.88,15.68,188.14,5.88,5.88,11.76,0,3.92,7.84,0,0,0,0,0,9.8,5.88,0,21.56,3.92,0
