stage,axial,blastomeres,endocrine_pancreas,endoderm,epidermis,erythrocytes,exocrine_pancreas,eye,fast_muscle,fin_epithelia,fin_mesenchyme,glial,gut,hatching_gland,heart,immune,ionocyte,iridophores,lateral_line,liver,melanocytes,mesenchyme,mucous,mural_cell,muscle,neural,notochord,olfactory,otic,paraxial_mesoderm,pericytes,periderm,pgc,presomitic_mesoderm,pronephros,slow_muscle,somites,spinal_cord,vascular_smooth_muscle,vasculature,visceral_smooth_muscle,xanthophores
  3-4,1172.84,21308.72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,843.39,0,0,0,0,0,0,0,0,0,0
  5-6,1262.7,16930.05,0,24.52,0,0,0,0,0,0,0,0,0,67.43,0,0,0,0,0,0,0,0,0,0,0,337.13,49.04,0,0,134.85,0,668.13,0,0,0,0,0,0,0,0,0,0
  7-9,254.99,307.56,0,457.4,0,2.63,0,1256.52,0,0,0,0,0,331.22,0,0,0,0,0,0,0,0,0,0,0,10112.66,349.62,0,0,3167.6,0,68.35,49.95,0,0,0,0,0,0,0,0,0
 10-12,3.15,283.23,0,421.69,0,53.5,0,956.68,0,0,0,0,0,201.41,0,0,0,0,0,3.15,0,0,0,0,3.15,7238.03,210.85,0,0,2794.51,0,25.18,28.32,15.73,377.64,0,31.47,12.59,0,0,0,0
 14-21,1,2,0,66,1622,240,0,540,0,7,0,92,55,24,12,7,37,0,3,3,8,427,9,0,379,3912,78,8,120,158,0,172,4,946,70,74,2320,1346,0,22,0,3
 24-34,0,0,0.82,26.27,234.76,13.13,0,311.1,9.03,11.49,2.46,39.4,6.57,1.64,4.1,4.93,7.39,0,11.49,7.39,0,278.27,1.64,0.82,112.46,1688.5,9.85,9.85,45.97,0,0,102.61,0,4.93,19.7,15.6,284.02,414.53,0,25.45,0,0.82
 36-46,0,0,3.22,2.42,86.21,2.42,0,236.06,13.7,5.64,12.09,75.73,4.03,0.81,8.06,4.83,1.61,2.42,8.86,6.45,0.81,309.38,0,6.45,80.57,1074.76,8.06,1.61,29,0,0,62.84,1.61,0,10.47,8.06,4.83,277.15,0.81,13.7,0,0.81
 48-58,0,0,1.15,0.57,26.97,0.57,0,83.2,14.92,4.59,8.03,52.79,3.44,0.57,2.87,1.72,1.72,1.15,2.3,6.89,0.57,188.78,0.57,8.03,53.36,222.06,0,1.72,15.49,0,0.57,35.58,0,0,4.02,3.44,0.57,100.42,0.57,6.31,0.57,0.57
 60-70,0,0,0,0,13.74,0,0,68.71,7.85,0.98,0.98,38.28,1.96,0,0.98,1.96,0.98,0,0.98,10.8,0,93.24,0,3.93,18.65,51.04,0,0.98,4.91,0,0,21.59,0,0,1.96,7.85,0,30.43,2.94,3.93,0.98,0
 72-82,0,0,0,0,14.72,0.98,0,46.14,3.93,3.93,4.91,21.6,1.96,0,0,2.94,1.96,0,0.98,6.87,0,58.9,0.98,2.94,19.63,29.45,0.98,0,13.74,0,0,17.67,0,0,0,1.96,0,6.87,0,3.93,3.93,0
 84-94,0,0,0,0,14.87,0,1.06,45.67,4.25,4.25,4.25,15.93,2.12,0,0,4.25,1.06,0,0,32.92,0,54.16,1.06,1.06,12.74,15.93,3.19,0,15.93,0,0,56.29,0,0,2.12,3.19,0,6.37,1.06,4.25,2.12,0
 96-106,0,0,1.09,0,15.3,4.37,1.09,25.14,1.09,4.37,1.09,12.02,7.65,0,0,6.56,1.09,1.09,0,46.99,0,40.44,0,2.19,8.74,22.95,0,1.09,30.6,0,0,25.14,0,0,1.09,2.19,0,2.19,0,0,5.46,0
108-118,0,0,0.77,0,3.83,2.3,3.06,11.49,1.53,0.77,4.6,6.89,1.53,0,0.77,6.13,0.77,0,2.3,118.72,0,36.77,0,0,13.02,22.21,0,0.77,16.85,0,0,20.68,0,0,0,3.83,0,1.53,0,0.77,1.53,0
120,0,0,0,0,0,0,3.92,15.68,0,1.96,0,7.84,3.92,0,0,1.96,0,0,0,23.52,0,17.64,1.96,1.96,15.68,3.92,0,0,9.8,0,1.96,17.64,0,0,0,0,0,1.96,0,0,3.92,0
