stage,axial,blastomeres,endocrine.pancreas,endoderm,epidermis,erythrocytes,exocrine.pancreas,eye,fast.muscle,fin.epithelia,fin.mesenchyme,glial,gut,hatching.gland,heart,immune,ionocyte,iridophores,lateral.line,liver,melanocytes,mesenchyme,mucous,mural.cell,muscle,neural,notochord,olfactory,otic,paraxial.mesoderm,pericytes,periderm,presomitic.mesoderm,pronephros,slow.muscle,somites,spinal.cord,taste,vascular.smooth.muscle,vasculature,visceral.smooth.muscle,xanthophores
  3-4,52.71,856.57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.18,0,0,0,0,0,0,0,0,0,0
  5-6,18.39,343.26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.13,6.13,0,0,6.13,0,12.26,0,0,0,0,0,0,0,0,0,0
  7-9,2.63,5.26,0,0,0,0,0,10.51,0,0,0,0,0,2.63,0,0,0,0,0,0,0,0,0,0,0,76.23,5.26,0,0,31.54,0,2.63,0,0,0,0,0,0,0,0,0,0
 10-12,0,0,0,9.44,0,0,0,15.73,0,0,0,0,0,6.29,0,0,0,0,0,0,0,0,0,0,0,176.23,0,0,0,40.91,0,3.15,0,3.15,0,0,0,0,0,0,0,0
 14-21,0,0,1,3,21,12,0,13,0,0,0,5,0,1,1,1,2,0,0,0,0,14,0,0,8,113,4,1,1,1,0,5,9,1,3,24,50,0,0,6,0,0
 24-34,0,0,0.82,0,29.55,0.82,0,26.27,0,2.46,2.46,13.13,0,0,4.93,3.28,0.82,0,1.64,0,0.82,27.09,0,0.82,10.67,351.33,1.64,3.28,5.75,0,0,20.52,0,0.82,0,9.85,86.19,0,0,33.66,0,0
 36-46,0,0,0,0,3.22,0,0,58.81,0.81,1.61,3.22,19.34,0,0,1.61,2.42,0.81,1.61,3.22,0,1.61,38.67,1.61,1.61,9.67,348.05,3.22,4.03,2.42,0,0,20.95,0.81,0.81,0,0,78.15,0,0,16.92,0,1.61
 48-58,0,0,0,0,4.02,0,0,76.89,0,2.3,3.44,41.89,0,0,2.87,1.72,0,0,1.15,0,1.72,48.2,0.57,1.15,11.48,177.31,1.15,1.15,1.72,0,0,9.75,0,1.15,0,0,48.2,0,0.57,10.9,0,0.57
 60-70,0,0,0,0,14.72,0.98,0,191.4,0.98,1.96,9.82,65.76,0,0,0,4.91,0.98,0,0,0.98,0,74.6,0,0.98,2.94,254.21,0,0,3.93,0,1.96,12.76,0,0,1.96,0,38.28,0,1.96,12.76,0.98,4.91
 72-82,0,0,0.98,0,16.69,5.89,0,137.43,0.98,1.96,6.87,61.84,0.98,0.98,4.91,7.85,0.98,0,3.93,0,0,88.35,1.96,0.98,8.83,203.2,0,7.85,5.89,0,0.98,7.85,0,0.98,0,0,21.6,0.98,0.98,20.61,3.93,2.94
 84-94,0,0,1.06,0,15.93,2.12,1.06,126.38,0,4.25,4.25,22.3,1.06,2.12,5.31,10.62,3.19,0,1.06,2.12,0,48.85,1.06,4.25,3.19,95.58,0,1.06,3.19,0,0,32.92,0,1.06,0,0,10.62,4.25,1.06,24.43,4.25,0
 96-106,0,0,0,0,20.76,1.09,1.09,72.13,0,1.09,3.28,37.16,4.37,0,1.09,4.37,3.28,0,4.37,3.28,0,53.55,0,0,2.19,80.87,0,1.09,8.74,0,0,24.04,0,2.19,0,0,2.19,2.19,0,18.58,5.46,1.09
108-118,0.77,0,0.77,0.77,18.38,0.77,6.13,59.75,0.77,5.36,3.83,17.62,4.6,0,1.53,6.89,2.3,3.06,3.06,2.3,0.77,36.77,0.77,0.77,3.83,101.11,0.77,4.6,8.43,0,0,19.15,0,0,0,0,1.53,1.53,2.3,20.68,3.83,1.53
120,0,0,1.96,0,35.28,0,0,48.99,0,9.8,5.88,29.4,7.84,0,0,9.8,5.88,1.96,1.96,0,0,35.28,0,1.96,3.92,78.39,0,3.92,1.96,0,0,19.6,0,1.96,0,0,7.84,0,0,9.8,3.92,0
