stage,axial,blastomeres,endocrine_pancreas,endoderm,epidermis,erythrocytes,exocrine_pancreas,eye,fast_muscle,fin_epithelia,fin_mesenchyme,glial,gut,hatching_gland,heart,immune,ionocyte,iridophores,lateral_line,liver,melanocytes,mesenchyme,mucous,mural_cell,muscle,neural,notochord,olfactory,otic,paraxial_mesoderm,pericytes,periderm,presomitic_mesoderm,pronephros,slow_muscle,somites,spinal_cord,taste,vascular_smooth_muscle,vasculature,visceral_smooth_muscle,xanthophores
  3-4,26.36,566.65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52.71,0,0,0,0,0,0,0,0,0,0
  5-6,6.13,294.22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.13,0,0,0,0,0,0,0,0,0,0,0,0
  7-9,15.77,2.63,0,10.51,0,0,0,13.14,0,0,0,0,0,2.63,0,0,0,0,0,0,0,0,0,0,0,131.44,15.77,0,0,39.43,0,0,0,0,0,0,0,0,0,0,0,0
 10-12,0,0,0,15.73,0,0,0,12.59,0,0,0,0,0,3.15,0,0,0,0,0,0,0,0,0,0,0,176.23,12.59,0,0,47.2,0,0,0,9.44,0,3.15,0,0,0,0,0,0
 14-21,0,0,0,3,20,4,0,5,0,0,0,3,1,1,0,2,0,0,0,1,0,13,0,0,4,103,4,2,2,0,0,1,14,19,0,11,29,0,0,3,0,0
 24-34,0,0,0,4.1,13.13,3.28,0,27.09,0,0.82,0,7.39,1.64,0,0.82,6.57,4.1,0,0.82,4.1,13.95,28.73,1.64,0,14.78,235.59,1.64,3.28,4.1,0,0,9.85,0,57.46,0,6.57,52.53,0,0,12.31,0,4.1
 36-46,0,0,0.81,0,8.06,0.81,0,99.1,0,0.81,1.61,16.11,0.81,0,0.81,14.5,0.81,0,0.81,0.81,12.89,45.92,1.61,3.22,12.09,282.79,3.22,5.64,4.03,0,0,9.67,0.81,40.28,0,0,70.9,0,0,7.25,0,4.03
 48-58,0.57,0,0.57,0,3.44,2.3,0,90.09,0,0.57,0,20.66,1.72,0.57,0.57,8.61,0,0.57,0.57,2.87,4.59,43.61,1.72,0.57,5.74,100.42,1.72,1.72,2.3,0,0.57,4.59,0,18.36,0.57,0,34.43,0,0,2.87,0,4.02
 60-70,0,0,1.96,0,5.89,1.96,0,119.75,0,1.96,1.96,50.06,4.91,0.98,0,18.65,0.98,1.96,0.98,6.87,1.96,96.19,0.98,1.96,5.89,137.41,0,4.91,3.93,0,0.98,11.78,0,29.45,0.98,0,28.46,0,1.96,4.91,0.98,5.89
 72-82,0,0,5.89,0,12.76,1.96,0,83.44,0,0,5.89,57.92,16.69,1.96,0,18.65,0.98,0.98,0.98,5.89,0.98,88.35,0.98,1.96,4.91,89.33,0.98,4.91,3.93,0,0,7.85,0,49.08,0,0,10.8,0.98,4.91,7.85,3.93,4.91
 84-94,0,0,1.06,0,15.93,4.25,0,73.28,1.06,0,2.12,40.36,27.61,1.06,2.12,42.48,2.12,6.37,1.06,21.24,4.25,90.27,2.12,1.06,10.62,79.65,2.12,5.31,8.5,0,2.12,28.68,0,118.95,0,0,10.62,0,3.19,10.62,1.06,6.37
 96-106,0,0,7.65,1.09,13.11,12.02,4.37,90.71,1.09,3.28,3.28,41.53,49.18,0,2.19,43.71,2.19,3.28,2.19,28.41,3.28,91.8,0,1.09,3.28,73.22,2.19,5.46,5.46,0,1.09,24.04,0,119.12,1.09,0,4.37,2.19,2.19,6.56,4.37,10.93
108-118,0,0,5.36,1.53,12.26,6.89,0,70.47,0,1.53,6.13,39.83,44.43,0,0.77,26.81,5.36,3.06,2.3,39.06,3.06,70.47,1.53,3.83,9.19,114.89,0,5.36,9.19,0,0,21.45,0,108,1.53,0,3.06,2.3,3.06,13.02,3.83,12.26
120,0,0,0,0,9.8,1.96,0,48.99,0,0,1.96,21.56,39.2,0,0,23.52,0,3.92,0,13.72,0,43.12,0,0,3.92,76.43,7.84,1.96,7.84,0,0,15.68,0,64.67,0,0,0,0,0,3.92,1.96,0
