stage,axial,blastomeres,endocrine.pancreas,endoderm,epidermis,erythrocytes,exocrine.pancreas,eye,fast.muscle,fin.epithelia,fin.mesenchyme,glial,gut,hatching.gland,heart,immune,ionocyte,iridophores,lateral.line,liver,melanocytes,mesenchyme,mucous,mural.cell,muscle,neural,notochord,olfactory,otic,paraxial.mesoderm,pericytes,periderm,pgc,presomitic.mesoderm,pronephros,slow.muscle,somites,spinal.cord,taste,vascular.smooth.muscle,vasculature,visceral.smooth.muscle,xanthophores
  3-4,118.6,1317.79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,92.25,0,0,0,0,0,0,0,0,0,0,0
  5-6,55.17,606.83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.26,0,0,0,6.13,0,0,0,0,0,0,0,0,0,0,0,0,0
  7-9,2.63,31.54,0,49.95,0,0,0,197.15,0,0,0,0,0,18.4,0,0,0,0,0,0,0,0,0,0,0,788.61,13.14,0,0,389.05,0,0,2.63,0,0,0,0,0,0,0,0,0,0
 10-12,0,81.82,0,147.91,0,0,0,434.28,0,0,0,0,0,3.15,0,0,0,0,0,0,0,0,0,0,3.15,2545.9,15.73,0,0,966.12,0,0,3.15,6.29,62.94,0,9.44,0,0,0,0,0,0
 14-21,0,1,10,18,1313,38,0,73,0,11,0,48,50,2,1,0,34,0,0,0,2,135,4,0,295,906,7,15,7,24,0,3,0,271,5,4,1107,675,0,0,11,0,0
 24-34,0,0,8.21,17.24,808.54,4.1,0,428.49,0,86.19,9.03,119.02,9.85,0,4.1,1.64,68.95,1.64,5.75,2.46,4.1,416.17,27.91,2.46,384.98,2481.45,4.1,99.32,16.42,0,0.82,9.85,0,2.46,7.39,0.82,108.35,1038.38,0,0,91.12,0,2.46
 36-46,0,0,4.03,0,338.38,3.22,0,1077.99,1.61,66.87,9.67,114.41,7.25,0.81,4.03,2.42,33.03,0,7.25,2.42,0.81,478.57,12.09,2.42,153.88,2067.35,4.03,60.43,17.72,0,0,8.86,0,0,3.22,0,0.81,633.26,0,0.81,55.59,0,1.61
 48-58,0.57,0.57,2.3,1.15,258.79,3.44,0,1921.1,1.72,78.04,20.66,189.36,6.89,13.77,2.87,1.72,17.79,4.02,9.75,9.18,0,480.27,13.2,9.75,119.35,2206.28,1.72,37.87,10.33,0.57,1.15,10.9,0.57,0,1.15,0.57,0,415.43,0,0.57,46.48,0.57,2.87
 60-70,0.98,0,5.89,0,362.18,1.96,0,2702.13,2.94,94.23,27.48,214.95,32.39,8.83,2.94,2.94,36.32,3.93,15.7,15.7,1.96,696.88,20.61,14.72,94.23,2723.72,6.87,27.48,18.65,0,1.96,20.61,0,0,2.94,0.98,0,310.16,4.91,7.85,36.32,1.96,1.96
 72-82,0,0,20.61,0,378.92,16.69,4.91,2685.83,0.98,84.42,31.41,271.92,59.88,4.91,7.85,2.94,53.01,2.94,21.6,10.8,0.98,986.57,25.52,31.41,126.63,2829.15,3.93,56.94,37.3,0,8.83,20.61,0.98,0,0.98,0,0,193.39,19.63,16.69,55.95,17.67,3.93
 84-94,1.06,0,15.93,0,504.47,10.62,16.99,1597.3,1.06,139.13,28.68,196.48,112.58,8.5,7.43,5.31,66.91,6.37,15.93,20.18,0,681.83,39.3,30.8,82.84,1424.19,1.06,36.11,36.11,0,3.19,19.12,0,0,2.12,0,0,105.14,30.8,16.99,58.41,10.62,5.31
 96-106,0,0,19.67,2.19,565,13.11,6.56,1138.75,1.09,122.4,18.58,185.78,100.54,0,9.84,4.37,50.27,3.28,33.88,21.86,1.09,571.56,34.97,18.58,63.39,1281.91,1.09,54.64,48.09,0,15.3,27.32,2.19,0,3.28,0,0,43.71,41.53,12.02,45.9,13.11,0
108-118,0,0,12.26,1.53,524.68,7.66,19.92,1102.99,1.53,183.83,17.62,170.04,108,0,3.06,3.83,63.57,3.83,19.92,29.11,2.3,541.54,36.77,19.92,65.87,1468.35,0.77,42.89,36.77,0,7.66,16.09,0,0,5.36,0,0,38.3,62.04,3.06,36.77,14.55,2.3
120,1.96,0,11.76,1.96,762.36,7.84,5.88,1577.63,1.96,223.42,45.08,313.57,145.02,0,9.8,23.52,74.47,3.92,27.44,35.28,0,764.32,39.2,29.4,143.06,2806.41,7.84,50.95,52.91,1.96,11.76,41.16,0,0,3.92,1.96,0,74.47,48.99,13.72,58.79,27.44,1.96
