stage,blastomeres,endocrine_pancreas,endoderm,epidermis,erythrocytes,exocrine_pancreas,eye,fast_muscle,fin_epithelia,fin_mesenchyme,glial,gut,hatching_gland,heart,immune,ionocyte,iridophores,lateral_line,liver,melanocytes,mesenchyme,mucous,mural_cell,muscle,neural,notochord,olfactory,otic,paraxial_mesoderm,pericytes,periderm,pgc,presomitic_mesoderm,pronephros,slow_muscle,somites,spinal_cord,taste,vascular_smooth_muscle,vasculature,visceral_smooth_muscle,xanthophores
  5-6,6.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  7-9,2.63,0,5.26,0,0,0,0,0,0,0,0,0,2.63,0,0,0,0,0,0,0,0,0,0,0,18.4,0,0,0,5.26,0,0,0,0,0,0,0,0,0,0,0,0,0
 10-12,3.15,0,18.88,0,3.15,0,9.44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75.53,0,0,0,15.73,0,0,0,0,0,0,0,0,0,0,0,0,0
 14-21,0,4,77,470,14,0,90,0,0,0,2,6,2,22,0,6,2,0,1,41,271,0,0,117,314,0,0,24,2,0,0,1,32,4,0,13,36,0,0,2,0,53
 24-34,0,3.28,22.98,23.8,2.46,0,176.48,0,0.82,0,22.16,1.64,0,18.88,0.82,0,6.57,0,7.39,114.92,132.16,0,1.64,42.68,637.81,0,1.64,63.21,0,4.1,1.64,0,0.82,1.64,0.82,1.64,50.07,0,0,8.21,0,153.5
 36-46,0,2.42,0,9.67,0,0,229.62,0,0.81,0,87.82,0.81,0,11.28,0,3.22,12.09,0.81,1.61,95.87,111.99,0,12.09,11.28,859.65,0,6.45,45.12,0,1.61,3.22,0,0,1.61,0,0,96.68,0,0,6.45,0,101.51
 48-58,0,3.44,0.57,7.46,1.15,0,608.81,0,0,1.15,128.53,0,0,6.89,0.57,4.02,21.8,1.72,0,75.74,131.98,1.72,16.07,15.49,1000.72,0.57,1.72,35,0,8.61,1.15,0,0,0.57,0,0,113.61,0,0.57,6.89,0.57,105.58
 60-70,0,0.98,0,11.78,0,0,1367.26,0,0.98,0,155.08,0,0,2.94,1.96,9.82,33.37,0.98,0.98,38.28,218.88,0,15.7,26.5,1549.82,0,3.93,30.43,0,9.82,2.94,0,0,1.96,0.98,0,123.67,0.98,7.85,4.91,0,95.21
 72-82,0,2.94,0,37.3,0,0.98,1294.81,0.98,2.94,0,184.55,5.89,0,2.94,0.98,33.38,38.28,0.98,0.98,41.23,305.3,0,34.36,31.41,1527.47,0.98,2.94,64.79,0,15.71,0.98,0,0,0,2.94,0,95.22,0,17.67,11.78,9.82,67.73
 84-94,0,4.25,0,39.3,2.12,0,867.68,0,0,1.06,135.94,6.37,0,5.31,2.12,39.3,48.85,3.19,0,78.59,197.54,2.12,31.86,21.24,754.05,0,3.19,63.72,0,4.25,8.5,0,0,0,2.12,0,58.41,0,16.99,8.5,13.81,67.97
 96-106,0,1.09,0,46.99,4.37,0,573.74,0,6.56,4.37,131.14,3.28,0,3.28,6.56,75.41,56.83,1.09,3.28,56.83,166.11,3.28,37.16,16.39,687.4,1.09,6.56,65.57,0,15.3,9.84,0,0,0,0,0,25.14,2.19,7.65,6.56,4.37,65.57
108-118,0,4.6,0.77,25.28,5.36,0.77,436.6,0.77,0.77,3.06,112.6,4.6,0,1.53,1.53,42.13,68.94,3.06,1.53,79.66,121.02,0,32.17,17.62,824.18,0.77,1.53,74.3,0,13.02,3.83,0,0,0,0,0,16.85,0.77,3.83,2.3,3.83,85.79
120,0,1.96,0,27.44,0,5.88,335.12,0,3.92,0,115.63,9.8,0,1.96,1.96,25.48,29.4,0,1.96,37.24,105.83,3.92,29.4,17.64,999.49,0,0,43.12,0,11.76,5.88,1.96,0,0,0,0,13.72,0,3.92,0,3.92,33.32
