stage,blastomeres,endocrine.pancreas,endoderm,epidermis,erythrocytes,exocrine.pancreas,eye,fast.muscle,fin.epithelia,fin.mesenchyme,glial,gut,hatching.gland,heart,immune,ionocyte,iridophores,lateral.line,liver,melanocytes,mesenchyme,mucous,mural.cell,muscle,neural,notochord,olfactory,otic,paraxial.mesoderm,pericytes,periderm,presomitic.mesoderm,pronephros,slow.muscle,somites,spinal.cord,taste,vascular.smooth.muscle,vasculature,visceral.smooth.muscle,xanthophores
  3-4,26.36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  5-6,12.26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  7-9,0,0,0,0,0,0,2.63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23.66,0,0,0,23.66,0,0,0,0,0,0,0,0,0,0,0,0
 10-12,3.15,0,25.18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59.79,3.15,0,0,69.23,0,0,0,0,0,0,0,0,0,0,0,0
 14-21,0,0,7,66,21,0,11,0,3,0,4,20,0,4,0,0,0,0,0,0,71,0,0,43,146,175,0,1,2,0,0,13,4,9,36,91,0,0,10,0,0
 24-34,0,0.82,4.1,49.25,2.46,0,36.12,0,7.39,2.46,4.93,5.75,0.82,5.75,0,0,0.82,0,0,1.64,110.82,0,1.64,36.12,365.28,14.78,4.1,1.64,0,0,3.28,0,7.39,0.82,6.57,83.73,0,0,46.79,0,0.82
 36-46,0,0,0,19.34,0,0,55.59,0,4.03,0,24.98,0.81,0,4.83,0,0,0,2.42,0,0.81,73.32,0.81,4.83,12.09,241.7,5.64,4.03,0,0,0,4.03,0,0.81,0,0,70.9,0,0.81,37.06,0,0.81
 48-58,0,0,0,8.03,0,0,76.89,1.15,2.3,1.72,27.54,0,0.57,4.59,0,0,0.57,1.72,0.57,1.15,86.07,0,5.16,10.9,143.45,3.44,4.59,1.15,0,0,0.57,0,0,0.57,0,43.61,0,2.3,32.71,0,0.57
 60-70,0,0.98,0,11.78,0,0,219.86,0,4.91,0.98,64.78,2.94,0,2.94,0.98,0.98,0,1.96,1.96,0,103.06,0.98,8.83,13.74,122.69,6.87,5.89,1.96,0,0.98,7.85,0,1.96,0,0,30.43,0,0.98,28.46,1.96,0.98
 72-82,0,0.98,0,12.76,0,0,147.25,0.98,4.91,2.94,62.83,2.94,0,2.94,0,0.98,0.98,7.85,0.98,0,168.85,0.98,19.63,14.72,78.53,7.85,13.74,1.96,0,0,3.93,0,0.98,0,0,11.78,0.98,2.94,78.53,4.91,0.98
 84-94,0,1.06,0,36.11,0,0,64.78,3.19,4.25,1.06,32.92,7.43,0,2.12,2.12,1.06,2.12,1.06,0,1.06,112.58,1.06,15.93,9.56,48.85,8.5,10.62,2.12,0,0,10.62,0,5.31,0,0,23.36,3.19,0,53.1,5.31,3.19
 96-106,0,0,1.09,31.69,1.09,1.09,54.64,1.09,6.56,2.19,42.62,7.65,0,2.19,1.09,2.19,2.19,4.37,1.09,0,102.73,3.28,20.76,7.65,45.9,4.37,10.93,7.65,0,2.19,5.46,0,2.19,0,0,16.39,2.19,4.37,72.13,3.28,2.19
108-118,0,2.3,0,41.36,0.77,3.06,52.85,2.3,5.36,3.83,52.85,6.89,0,0.77,3.06,2.3,3.83,7.66,3.06,5.36,89.62,0.77,9.19,13.79,58.98,11.49,6.13,6.13,0,3.83,8.43,0,4.6,0,0,8.43,6.89,4.6,66.64,2.3,3.83
120,0,0,0,45.08,1.96,0,47.03,1.96,11.76,1.96,47.03,7.84,0,0,1.96,3.92,3.92,3.92,1.96,3.92,96.03,0,13.72,19.6,52.91,3.92,5.88,3.92,0,3.92,3.92,0,5.88,0,0,5.88,3.92,1.96,80.35,1.96,0
