stage,axial,blastomeres,endocrine.pancreas,endoderm,epidermis,erythrocytes,exocrine.pancreas,eye,fast.muscle,fin.epithelia,fin.mesenchyme,glial,gut,hatching.gland,heart,immune,ionocyte,iridophores,lateral.line,liver,melanocytes,mesenchyme,mucous,mural.cell,muscle,neural,notochord,olfactory,otic,paraxial.mesoderm,periderm,pgc,presomitic.mesoderm,pronephros,slow.muscle,somites,spinal.cord,taste,vascular.smooth.muscle,vasculature,visceral.smooth.muscle,xanthophores
  3-4,65.89,1093.77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  5-6,24.52,1060.43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.26,6.13,0,0,12.26,36.78,0,0,0,0,0,0,0,0,0,0,0
  7-9,39.43,55.2,0,84.12,0,2.63,0,236.58,0,0,0,0,0,36.8,0,0,0,0,0,0,0,0,0,0,0,1395.85,42.06,0,0,541.51,5.26,2.63,0,0,0,0,0,0,0,0,0,0
 10-12,0,40.91,0,88.12,0,9.44,0,169.94,0,0,0,0,0,34.62,0,0,0,0,0,0,0,0,0,0,0,1217.88,3.15,0,0,443.72,0,9.44,0,56.65,0,3.15,6.29,0,0,0,0,0
 14-21,0,0,0,2,11,4,0,6,0,0,0,1,1,0,0,0,0,0,0,0,0,4,0,0,4,87,2,0,0,1,2,0,8,0,0,4,24,0,0,0,0,1
 24-34,0,0,0,0,4.1,0,0,25.45,0,0,0,4.1,0,0,1.64,0,0.82,0,0,0,0,10.67,0,0,4.1,208.5,0.82,1.64,0,0,1.64,0,0,0.82,0.82,0.82,57.46,0,0,4.93,0,0.82
 36-46,0,0,0,0,2.42,0.81,0,58.01,3.22,0,2.42,5.64,0,0,0,1.61,0.81,0,0.81,0.81,0,16.11,0,0,3.22,296.49,0.81,1.61,0,0,4.03,0,0,0,0.81,0,65.26,0,0,0.81,0,0
 48-58,0,0,0,0,2.3,0,0,72.87,5.16,0.57,0.57,10.9,0.57,0,0,0,0,0.57,0.57,0,0,20.08,0,2.3,2.3,245.01,0.57,1.72,1.15,0,2.3,0,0,0,2.3,0,38.44,0,0,2.3,0,0.57
 60-70,0,0,0,0,0.98,0,0,67.73,2.94,0.98,0.98,10.8,0,0,0,1.96,0,2.94,0,0.98,0,12.76,0,0,0.98,205.14,0,0,0,0,0,0,0,0.98,5.89,0,17.67,0,0,2.94,0,0
 72-82,0,0,0,0,1.96,0.98,0,58.9,6.87,0,0.98,4.91,0,0,0,1.96,0,4.91,0,0.98,0.98,12.76,0,0.98,5.89,134.49,0,0.98,0.98,0,0.98,0,0,0,2.94,0,5.89,0,1.96,3.93,0.98,0.98
 84-94,0,0,1.06,0,1.06,1.06,0,33.99,4.25,0,0,3.19,1.06,0,0,2.12,0,14.87,2.12,1.06,0,4.25,1.06,0,1.06,52.04,0,2.12,0,0,2.12,0,0,0,8.5,0,11.68,1.06,1.06,1.06,0,0
 96-106,0,0,1.09,0,2.19,0,0,15.3,5.46,0,1.09,2.19,2.19,0,0,3.28,0,10.93,0,0,0,10.93,0,1.09,5.46,34.97,0,1.09,0,0,1.09,0,0,0,5.46,0,0,0,0,0,0,1.09
108-118,0,0,0,0,0.77,2.3,0.77,8.43,3.06,0,0,2.3,0.77,0,0.77,0.77,0,14.55,0,0,0.77,2.3,0,0,4.6,32.94,0,0,0,0,1.53,0,0,0,6.89,0,0.77,0,0,0,0,0
120,0,0,0,0,1.96,3.92,0,15.68,5.88,0,0,7.84,0,0,0,3.92,0,7.84,0,0,0,3.92,0,1.96,3.92,60.75,0,1.96,0,0,0,0,0,0,5.88,0,1.96,0,0,3.92,0,0
