stage,axial,endocrine_pancreas,endoderm,epidermis,erythrocytes,exocrine_pancreas,eye,fast_muscle,fin_epithelia,fin_mesenchyme,glial,gut,hatching_gland,heart,immune,ionocyte,iridophores,lateral_line,liver,melanocytes,mesenchyme,mucous,mural_cell,muscle,neural,notochord,olfactory,otic,paraxial_mesoderm,pericytes,periderm,pgc,presomitic_mesoderm,pronephros,slow_muscle,somites,spinal_cord,taste,vascular_smooth_muscle,vasculature,visceral_smooth_muscle,xanthophores
  5-6,6.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  7-9,0,0,0,0,0,0,0,0,0,0,0,0,2.63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
 10-12,0,0,0,0,0,0,0,0,0,0,0,0,44.06,0,0,0,0,0,0,0,0,0,0,0,37.76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
 14-21,0,0,0,30,2,0,1,0,1,0,1,0,11,0,0,20,0,2,0,0,1,7,0,0,18,1,36,0,0,0,6,0,2,0,0,4,4,0,0,1,0,0
 24-34,0,0,1.64,88.65,1.64,0,36.12,0,9.85,0.82,4.1,0,3.28,1.64,0.82,103.43,0,30.37,0.82,1.64,24.63,23.8,0,12.31,352.15,2.46,189.62,17.24,0,0,101.79,0,0,2.46,1.64,1.64,44.33,0,0,17.24,0,0.82
 36-46,0,0,0,56.4,0,0,20.14,0,7.25,0.81,3.22,0,0,0.81,0,52.37,0.81,48.34,0,0,13.7,11.28,0,4.83,269.9,0.81,135.35,12.89,0,0,93.46,0,0,0,0,0.81,29.81,0,0,4.83,0,0
 48-58,0,0,0,44.76,0.57,0,43.04,0.57,8.61,0,9.18,0,1.72,0,0.57,25.82,0,43.04,0.57,0.57,25.25,9.18,0.57,1.72,179.6,0,80.33,18.36,0,0,33.28,0,0,0,1.15,0,21.23,0,0,1.72,0,2.87
 60-70,0,0,0,32.39,0.98,0,120.73,0.98,2.94,2.94,22.58,0.98,0.98,0.98,1.96,36.32,0,69.69,0.98,1.96,36.32,9.82,0,3.93,171.77,0.98,46.13,39.26,0,0,34.35,0,0,0,0,0,11.78,2.94,0,2.94,0,4.91
 72-82,0,0.98,0,85.4,30.43,1.96,587.03,2.94,8.83,14.72,104.06,12.76,0.98,5.89,8.83,64.79,4.91,106.02,12.76,2.94,218.91,13.74,7.85,32.39,613.54,4.91,60.86,70.68,0,2.94,85.4,0.98,0,6.87,3.93,0,42.21,36.32,0,47.12,11.78,15.71
 84-94,0,3.19,0,109.39,29.74,1.06,407.82,2.12,28.68,1.06,52.04,23.36,0,3.19,10.62,131.69,3.19,154,5.31,5.31,95.58,13.81,12.74,14.87,365.34,0,64.78,74.34,0,2.12,132.75,0,0,5.31,0,0,15.93,114.7,4.25,18.05,1.06,7.43
 96-106,0,7.65,1.09,240.43,86.33,9.84,752.97,12.02,37.16,21.86,158.46,55.74,0,4.37,49.18,160.65,13.11,220.76,38.25,0,302.72,31.69,20.76,42.62,677.56,14.21,99.45,99.45,0,6.56,297.25,0,0,3.28,6.56,0,37.16,208.73,9.84,60.11,14.21,19.67
108-118,0,4.6,0,183.83,47.49,16.09,537.71,13.02,39.83,16.09,116.43,32.17,0,6.89,22.98,178.47,9.19,155.49,22.98,5.36,279.58,22.98,10.72,35.23,760.6,9.19,71.23,91.92,0.77,6.89,180,0,0,0.77,1.53,0,22.98,232.09,7.66,28.34,11.49,9.19
120,0,5.88,0,199.9,43.12,11.76,431.15,3.92,23.52,7.84,99.95,11.76,0,1.96,25.48,96.03,3.92,111.71,25.48,1.96,164.62,5.88,5.88,23.52,664.37,11.76,52.91,97.99,0,3.92,109.75,0,0,3.92,3.92,0,9.8,72.51,3.92,23.52,1.96,7.84
