stage,axial,blastomeres,endocrine_pancreas,endoderm,epidermis,erythrocytes,eye,fast_muscle,fin_epithelia,fin_mesenchyme,glial,gut,hatching_gland,heart,immune,ionocyte,iridophores,lateral_line,liver,melanocytes,mesenchyme,mucous,mural_cell,muscle,neural,notochord,olfactory,otic,paraxial_mesoderm,pericytes,periderm,pgc,presomitic_mesoderm,pronephros,slow_muscle,somites,spinal_cord,taste,vascular_smooth_muscle,vasculature,visceral_smooth_muscle,xanthophores
  3-4,13.18,474.41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.18,0,0,0,0,0,0,0,0,0,0,0
  5-6,6.13,214.54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  7-9,2.63,13.14,0,13.14,0,0,47.32,0,0,0,0,0,7.89,0,0,0,0,0,0,0,0,0,0,0,339.1,21.03,0,0,110.41,0,0,5.26,0,0,0,0,0,0,0,0,0,0
 10-12,0,18.88,0,18.88,0,6.29,56.65,0,0,0,0,0,3.15,0,0,0,0,0,0,0,0,0,0,0,374.49,25.18,0,0,129.03,0,0,0,0,3.15,0,3.15,0,0,0,0,0,0
 14-21,0,0,0,6,33,14,39,0,0,0,21,6,1,0,0,0,0,0,0,0,49,0,0,40,778,21,0,4,16,0,0,2,19,0,1,45,287,0,0,0,0,0
 24-34,0,0,1.64,4.1,12.31,0.82,70.59,0,0,4.1,39.4,0.82,0.82,0.82,0,0.82,0.82,0.82,0.82,0.82,90.29,0,0,36.12,1479.18,1.64,1.64,8.21,0,0,0.82,0,0,0,0.82,9.85,409.61,0,0,13.13,0,0
 36-46,0.81,0,0,0,4.03,0,91.85,0,0,5.64,68.48,0,0,0,0,0,0.81,0,0,0,111.18,0,3.22,21.75,1760.39,1.61,1.61,8.86,0,0,1.61,0,0,0,0,0,443.12,0,0,1.61,0,0
 48-58,0.57,0,0,0,2.87,0,231.82,0.57,0,3.44,110.17,0,0,0.57,0,0.57,1.15,0.57,0.57,0.57,141.73,0,4.02,20.08,1171.14,0,2.3,3.44,0,0.57,2.3,0,0,0.57,0,0,262.8,0,0.57,3.44,0,1.15
 60-70,0,0,0,0,3.93,0.98,409.29,0,0,0.98,111.89,0,0,0.98,0,0,0,1.96,0,0,120.73,0,3.93,8.83,1265.18,0.98,0.98,0.98,0,0,0.98,0,0,0,0.98,0,165.88,0,1.96,0.98,0.98,1.96
 72-82,0,0,2.94,0,6.87,4.91,336.71,0.98,0,5.89,157.07,2.94,0,0,0,0.98,0.98,0.98,0,0,125.65,0,3.93,12.76,964.97,0,0,5.89,0,0,0.98,0,0,0,0.98,0,85.4,0,1.96,0.98,3.93,1.96
 84-94,0,0,2.12,0,11.68,1.06,258.08,1.06,2.12,4.25,108.33,1.06,0,1.06,1.06,1.06,0,0,0,1.06,89.21,0,5.31,7.43,449.24,0,1.06,5.31,0,0,2.12,0,0,0,1.06,0,47.79,1.06,6.37,2.12,5.31,0
 96-106,0,0,0,0,9.84,1.09,190.16,1.09,0,2.19,110.38,1.09,0,4.37,1.09,0,1.09,1.09,1.09,0,57.92,1.09,3.28,4.37,395.61,0,0,7.65,0,0,1.09,0,0,0,0,0,21.86,0,0,3.28,5.46,3.28
108-118,0,0,0.77,0,7.66,0.77,134.04,0.77,1.53,1.53,86.55,0.77,0,1.53,4.6,0.77,1.53,0,0.77,0.77,57.45,0,1.53,9.19,438.9,0,0.77,7.66,0,0,0.77,0,0,0,0.77,0,16.09,0.77,2.3,1.53,1.53,1.53
120,0,0,0,0,1.96,3.92,131.31,3.92,1.96,1.96,97.99,1.96,0,0,1.96,1.96,0,0,0,0,54.87,0,0,1.96,438.99,1.96,3.92,5.88,0,1.96,5.88,0,0,5.88,1.96,0,19.6,0,3.92,1.96,0,0
