stage,axial,blastomeres,endocrine_pancreas,endoderm,epidermis,erythrocytes,exocrine_pancreas,eye,fast_muscle,fin_epithelia,fin_mesenchyme,glial,gut,hatching_gland,heart,immune,ionocyte,iridophores,lateral_line,liver,melanocytes,mesenchyme,mucous,mural_cell,muscle,neural,notochord,olfactory,otic,paraxial_mesoderm,pericytes,periderm,pgc,presomitic_mesoderm,pronephros,slow_muscle,somites,spinal_cord,taste,vascular_smooth_muscle,vasculature,visceral_smooth_muscle,xanthophores
  3-4,39.53,751.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39.53,0,0,0,0,0,0,0,0,0,0,0
  5-6,18.39,655.87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.13,0,0,0,12.26,0,18.39,0,0,0,0,0,0,0,0,0,0,0
  7-9,2.63,5.26,0,47.32,0,0,0,28.92,0,0,0,0,0,2.63,0,0,0,0,0,0,0,0,0,0,0,215.55,15.77,0,0,92,0,0,0,0,0,0,0,0,0,0,0,0,0
 10-12,0,12.59,0,34.62,0,0,0,25.18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,160.5,28.32,0,0,116.44,0,0,3.15,0,9.44,0,3.15,0,0,0,0,0,0
 14-21,0,0,0,10,148,23,0,22,0,0,0,13,10,1,7,10,1,0,0,1,1,129,0,0,126,232,28,0,8,11,0,14,0,183,3,44,206,117,0,0,44,0,4
 24-34,0,0,1.64,6.57,50.89,6.57,0,12.31,0,0.82,2.46,7.39,4.93,0,15.6,59.1,13.95,1.64,4.1,3.28,4.1,212.6,4.93,0,137.08,231.48,14.78,9.03,4.1,0,0.82,45.97,0,1.64,3.28,4.1,39.4,79.62,0,0,199.47,0,13.95
 36-46,0,0,0,1.61,15.31,0.81,0,12.09,4.03,0.81,9.67,4.83,0,0,5.64,84.6,5.64,0,1.61,0.81,4.03,193.36,4.03,3.22,65.26,203.83,5.64,13.7,4.03,0,0,50.76,0,2.42,1.61,2.42,0,58.81,0,0.81,110.38,0,23.36
 48-58,0,0,0,0,10.33,1.72,0,14.92,1.72,1.15,13.77,10.9,0,0,5.16,93.53,4.59,2.3,0,0.57,6.31,136.57,2.3,3.44,40.17,89.51,4.02,4.59,2.3,0,1.72,16.07,0,0,0,1.72,0,16.07,0,1.72,68.28,0,12.62
 60-70,0,0,0,0,15.7,4.91,0,26.5,2.94,2.94,14.72,9.82,1.96,0.98,0.98,103.06,11.78,3.93,1.96,0,5.89,146.25,4.91,6.87,34.35,55.95,1.96,6.87,3.93,0,3.93,18.65,0,0,0.98,0,0,16.69,0.98,4.91,61.84,1.96,23.56
 72-82,0,0,0.98,0,20.61,4.91,0,23.56,5.89,0.98,41.23,44.17,3.93,0,2.94,139.4,15.71,7.85,10.8,1.96,3.93,322.97,3.93,14.72,51.05,98.17,1.96,6.87,12.76,0,12.76,12.76,0,0,0.98,0,0,13.74,18.65,14.72,146.27,17.67,25.52
 84-94,0,0,1.06,0,27.61,3.19,0,27.61,2.12,6.37,29.74,22.3,8.5,0,5.31,169.93,19.12,5.31,5.31,3.19,6.37,225.15,3.19,16.99,41.42,67.97,3.19,4.25,5.31,0,6.37,39.3,0,0,1.06,0,0,4.25,89.21,11.68,126.38,14.87,19.12
 96-106,0,0,0,0,79.78,12.02,2.19,29.51,4.37,4.37,16.39,30.6,7.65,0,4.37,182.51,31.69,13.11,4.37,4.37,4.37,233.87,3.28,19.67,40.44,96.17,3.28,14.21,10.93,0,13.11,18.58,0,0,1.09,0,0,2.19,156.28,10.93,179.23,24.04,18.58
108-118,0,0,0.77,0,78.89,10.72,0,26.81,5.36,6.89,22.98,36,12.26,0,1.53,141.7,31.4,22.98,4.6,4.6,9.19,356.94,5.36,13.02,65.11,127.92,9.96,5.36,19.15,0,16.09,24.51,0,0,2.3,0.77,0,6.89,159.32,11.49,148.6,9.19,29.11
120,1.96,0,0,0,84.27,15.68,0,35.28,3.92,7.84,17.64,19.6,17.64,0,9.8,225.38,17.64,7.84,1.96,3.92,1.96,301.81,0,5.88,88.19,97.99,15.68,3.92,15.68,0,13.72,25.48,1.96,0,1.96,1.96,0,1.96,66.63,11.76,164.62,15.68,9.8
