stage,axial,blastomeres,endoderm,epidermis,erythrocytes,exocrine.pancreas,eye,fast.muscle,fin.epithelia,fin.mesenchyme,glial,gut,hatching.gland,heart,immune,ionocyte,iridophores,lateral.line,liver,melanocytes,mesenchyme,mucous,mural.cell,muscle,neural,notochord,olfactory,otic,paraxial.mesoderm,pericytes,periderm,pgc,presomitic.mesoderm,pronephros,slow.muscle,somites,spinal.cord,taste,vascular.smooth.muscle,vasculature,visceral.smooth.muscle,xanthophores
  3-4,487.58,2187.54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,263.56,0,0,0,0,0,0,0,0,0,0,0
  5-6,747.82,2317,6.13,0,0,0,0,0,0,0,0,0,55.17,0,0,0,0,0,0,0,0,0,0,0,600.7,6.13,0,0,239.06,0,36.78,0,0,0,0,0,0,0,0,0,0,0
  7-9,86.75,81.49,47.32,0,7.89,0,10.51,0,0,0,0,0,220.81,0,0,0,0,0,0,0,0,0,0,0,215.55,28.92,0,0,2013.59,0,0,7.89,0,2.63,0,0,0,0,0,0,0,0
 10-12,0,44.06,53.5,0,53.5,0,3.15,0,0,0,0,0,9.44,0,0,0,0,0,3.15,0,0,0,0,0,103.85,22.03,0,0,1164.38,0,0,3.15,0,144.76,0,40.91,0,0,0,0,0,0
 14-21,0,0,2,14,265,0,2,0,0,0,0,1,0,0,0,0,0,0,0,1,74,0,0,139,43,1,0,0,37,0,4,0,324,0,69,352,11,0,0,86,0,0
 24-34,0,0,0.82,6.57,28.73,0,2.46,0,0,0.82,1.64,0,0.82,8.21,0,1.64,0,0,0,0,52.53,0,0,52.53,123.13,0,0,0.82,0,0,24.63,0,1.64,0,4.1,50.07,8.21,0,0,263.49,0,0
 36-46,0,0,0,0,12.09,0,95.87,0.81,0,0.81,8.06,0,0,3.22,0,0,0,3.22,0,0,28.2,0,0,39.48,185.3,0.81,1.61,1.61,0,0.81,14.5,0,0,0,2.42,0,16.11,0,0,153.88,0,0
 48-58,0,0,0,1.72,3.44,0,459.62,1.15,0,1.15,41.31,0,0,6.31,0,0,0,0.57,0,0.57,20.66,0,0.57,41.89,138.29,0.57,0,0,0,0,14.35,0,0,0,0,0,18.36,0,0,126.24,0,0
 60-70,0,0,0,0.98,7.85,0,525.11,10.8,0,0.98,49.08,0,0.98,0.98,0.98,0.98,0,0.98,0,0,12.76,0,0.98,31.41,51.04,0,0,0,0,0,21.59,0,0,0.98,0.98,0,4.91,0,0,103.06,0,0.98
 72-82,0,0,0,0.98,87.37,0,281.74,20.61,0,0.98,42.21,0.98,0,7.85,0.98,0,0,0.98,0,0,22.58,0.98,0.98,35.34,35.34,0,0.98,3.93,0,0,13.74,0,0,0,0,0,3.93,0,0,219.89,0,0
 84-94,0,0,0,3.19,55.23,0,251.7,18.05,0,1.06,15.93,0,0,1.06,1.06,0,0,1.06,0,0,10.62,1.06,0,30.8,27.61,1.06,0,2.12,0,0,36.11,0,0,1.06,0,0,4.25,0,1.06,201.79,1.06,0
 96-106,0,0,0,3.28,79.78,0,135.51,21.86,3.28,1.09,15.3,1.09,0,4.37,1.09,2.19,0,0,1.09,0,9.84,0,1.09,26.23,29.51,0,1.09,1.09,0,1.09,36.06,0,0,1.09,0,0,3.28,1.09,0,193.43,1.09,0
108-118,0,0,0,3.83,36,0.77,105.7,15.32,0,0,17.62,0,0,2.3,0,0.77,0.77,0,0.77,0,11.49,0,0,18.38,21.45,0,0,0.77,0,0,17.62,0,0,0.77,0,0,0,0,0,137.87,0.77,0.77
120,0,0,0,9.8,37.24,0,76.43,21.56,3.92,0,23.52,0,0,1.96,1.96,1.96,0,0,0,0,9.8,0,0,15.68,52.91,1.96,1.96,0,0,0,21.56,0,0,0,0,0,1.96,0,0,178.34,0,0
