stage,axial,blastomeres,endocrine.pancreas,endoderm,epidermis,erythrocytes,exocrine.pancreas,eye,fast.muscle,fin.epithelia,fin.mesenchyme,glial,gut,hatching.gland,heart,immune,ionocyte,iridophores,lateral.line,liver,melanocytes,mesenchyme,mucous,mural.cell,muscle,neural,notochord,olfactory,otic,paraxial.mesoderm,periderm,pgc,presomitic.mesoderm,pronephros,slow.muscle,somites,spinal.cord,taste,vascular.smooth.muscle,vasculature,visceral.smooth.muscle,xanthophores
  3-4,329.45,5587.44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,197.67,0,0,0,0,0,0,0,0,0,0,0
  5-6,36.78,993,0,0,0,0,0,0,0,0,0,0,0,12.26,0,0,0,0,0,0,0,0,0,0,0,67.43,0,0,0,0,18.39,0,0,0,0,0,0,0,0,0,0,0
  7-9,5.26,5.26,0,2.63,0,0,0,26.29,0,0,0,0,0,2.63,0,0,0,0,0,0,0,0,0,0,0,102.52,2.63,0,0,31.54,2.63,13.14,0,0,0,0,0,0,0,0,0,0
 10-12,0,12.59,0,3.15,0,0,0,37.76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,258.05,9.44,0,0,50.35,3.15,3.15,0,3.15,0,0,0,0,0,0,0,0
 14-21,0,0,0,2,8,0,0,17,0,0,0,32,0,0,1,0,0,0,0,0,0,13,0,0,4,160,24,2,2,0,5,0,6,4,0,12,150,0,0,0,0,0
 24-34,0,0,0.82,1.64,3.28,0,0,30.37,0,2.46,0,58.28,3.28,0,0,0,0,0,1.64,1.64,1.64,11.49,0,0,2.46,124.77,40.22,4.1,4.93,0,18.88,0,0,2.46,0,0.82,105.07,0,0,3.28,0,0.82
 36-46,0,0,0.81,0.81,6.45,0,0,22.56,0,2.42,0.81,55.59,0.81,0,0,0,0,0,1.61,1.61,0.81,4.03,0,0,3.22,112.79,38.67,11.28,6.45,0,21.75,0,0,1.61,0,0,108.77,0,0,0.81,0,0
 48-58,0,0,0,0,5.74,0,0,23.53,0.57,1.15,0,46.48,0.57,0,0,0,0,0,4.59,0,0,14.35,0,0,0,83.2,17.21,5.74,9.18,0,4.02,0,0,0,0,0,91.23,0,0,0,0,0
 60-70,0,0,1.96,0,12.76,0.98,0,42.21,0,5.89,0,125.63,1.96,0,0,0,0.98,0,11.78,0,0,20.61,0,0,0,136.43,28.46,11.78,8.83,0,9.82,0,0,0,0,0,80.48,0,0.98,0,0,0
 72-82,0,0,8.83,0,19.63,0,0,71.66,1.96,0.98,3.93,212.04,10.8,0,0.98,0.98,1.96,0.98,23.56,0,0,65.77,0,0,0.98,123.69,15.71,17.67,18.65,0,8.83,0,0,0.98,0,0,33.38,0.98,0,0,0,0
 84-94,1.06,0,6.37,0,59.47,1.06,0,60.54,0,2.12,1.06,150.81,13.81,0,0,1.06,2.12,0,19.12,0,1.06,43.54,2.12,0,1.06,60.54,28.68,14.87,23.36,0,47.79,0,0,1.06,0,0,38.23,0,0,1.06,1.06,0
 96-106,0,0,6.56,0,87.43,0,0,84.15,2.19,4.37,0,169.39,21.86,0,2.19,1.09,0,0,26.23,0,1.09,39.34,2.19,1.09,1.09,85.24,15.3,31.69,39.34,0,22.95,0,0,0,1.09,0,28.41,1.09,0,1.09,3.28,1.09
108-118,0,0,9.19,0,111.06,2.3,0.77,62.04,3.06,7.66,1.53,148.6,27.57,0,0.77,3.06,4.6,0,20.68,0,0,31.4,1.53,0,3.83,92.68,27.57,15.32,28.34,0,14.55,0,0,3.06,0.77,0,21.45,5.36,0,1.53,2.3,0
120,0,0,5.88,0,84.27,0,0,66.63,5.88,15.68,0,109.75,13.72,0,0,3.92,3.92,1.96,11.76,0,0,23.52,0,0,1.96,121.51,33.32,15.68,19.6,0,1.96,1.96,0,0,0,0,17.64,0,0,0,0,1.96
