stage,axial,endocrine_pancreas,endoderm,epidermis,erythrocytes,exocrine_pancreas,eye,fast_muscle,fin_epithelia,fin_mesenchyme,glial,gut,hatching_gland,heart,immune,ionocyte,iridophores,lateral_line,liver,melanocytes,mesenchyme,mucous,mural_cell,muscle,neural,notochord,olfactory,otic,paraxial_mesoderm,pericytes,periderm,pgc,presomitic_mesoderm,pronephros,slow_muscle,somites,spinal_cord,taste,vascular_smooth_muscle,vasculature,visceral_smooth_muscle,xanthophores
 14-21,0,0,6,112,22,0,27,0,2,0,9,9,4,1,0,5,0,1,2,1,43,0,0,26,428,20,0,6,12,0,21,1,43,11,3,42,134,0,0,6,0,3
 24-34,0,0,1.64,50.07,4.1,0,79.62,0,6.57,2.46,18.06,4.1,0,3.28,3.28,14.78,1.64,4.1,2.46,3.28,70.59,2.46,0,50.89,855.33,10.67,21.34,9.85,0,0,80.44,0,0,4.93,0.82,21.34,254.47,0,0,32.01,0,6.57
 36-46,0,0,0,8.86,0,0,116.02,0,1.61,4.03,27.39,0,0.81,3.22,2.42,3.22,2.42,2.42,1.61,2.42,70.09,4.03,1.61,25.78,634.06,7.25,10.47,7.25,0,0,57.2,0,0,4.03,0,0,170,0,0,8.06,0,7.25
 48-58,0,0,0,12.62,0.57,0,223.78,1.15,2.87,6.31,80.33,2.3,0.57,2.87,3.44,1.72,2.3,1.72,1.15,5.16,147.47,5.74,2.3,25.25,598.48,1.72,12.05,11.48,0,0,36.15,0,0,1.72,0,0,126.24,0,1.72,12.62,1.15,6.31
 60-70,0.98,1.96,0,8.83,0,0,239.49,0.98,4.91,6.87,69.69,4.91,0,0.98,1.96,1.96,1.96,2.94,0,0,145.27,0,2.94,8.83,409.29,2.94,8.83,6.87,0,0,48.09,0,0,2.94,0.98,0,55.95,0,0.98,8.83,0,0
 72-82,0,11.78,0,26.5,5.89,0,351.43,1.96,1.96,5.89,120.74,7.85,0,4.91,8.83,1.96,2.94,7.85,4.91,5.89,248.36,10.8,9.82,27.49,574.27,0.98,18.65,14.72,0,0.98,38.28,0,0,3.93,0,0,40.25,5.89,8.83,21.6,14.72,2.94
 84-94,0,6.37,1.06,42.48,3.19,2.12,231.52,4.25,9.56,7.43,67.97,13.81,1.06,1.06,9.56,6.37,3.19,10.62,10.62,3.19,152.93,4.25,7.43,16.99,257.01,3.19,11.68,15.93,0,3.19,113.64,1.06,0,3.19,0,0,22.3,4.25,3.19,19.12,10.62,7.43
 96-106,0,9.84,0,36.06,7.65,1.09,173.76,2.19,5.46,2.19,72.13,21.86,0,5.46,28.41,16.39,3.28,12.02,9.84,1.09,127.86,4.37,3.28,14.21,234.96,4.37,19.67,13.11,0,3.28,77.59,0,0,2.19,0,0,9.84,8.74,5.46,15.3,12.02,10.93
108-118,0,0.77,0,49.79,5.36,6.89,142.47,1.53,6.13,4.6,68.94,13.02,0,1.53,11.49,10.72,11.49,10.72,18.38,3.83,79.66,2.3,0.77,10.72,301.79,1.53,25.28,12.26,0,1.53,68.17,0,0,3.06,0.77,0,6.13,6.89,1.53,19.15,2.3,3.83
120,0,3.92,0,29.4,15.68,3.92,119.55,0,11.76,1.96,52.91,21.56,0,0,15.68,5.88,1.96,3.92,5.88,1.96,58.79,7.84,0,7.84,268.49,9.8,9.8,3.92,0,0,64.67,0,0,1.96,1.96,0,13.72,1.96,1.96,3.92,0,0
