stage,axial,blastomeres,endocrine_pancreas,endoderm,epidermis,erythrocytes,exocrine_pancreas,eye,fast_muscle,fin_epithelia,fin_mesenchyme,glial,gut,hatching_gland,heart,immune,ionocyte,iridophores,lateral_line,liver,mesenchyme,mucous,mural_cell,muscle,neural,notochord,olfactory,otic,paraxial_mesoderm,pericytes,periderm,pgc,presomitic_mesoderm,pronephros,slow_muscle,somites,spinal_cord,taste,vascular_smooth_muscle,vasculature,visceral_smooth_muscle,xanthophores
  3-4,224.02,3966.56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,171.31,0,0,0,0,0,0,0,0,0,0,0
  5-6,251.32,3855.54,0,0,0,0,0,0,0,0,0,0,0,18.39,0,0,0,0,0,0,0,0,0,0,116.46,18.39,0,0,42.91,0,42.91,0,0,0,0,0,0,0,0,0,0,0
  7-9,86.75,52.57,0,123.55,0,2.63,0,207.67,0,0,0,0,0,99.89,0,0,0,0,0,0,0,0,0,0,1950.51,49.95,0,0,741.3,0,15.77,13.14,0,0,0,0,0,0,0,0,0,0
 10-12,0,28.32,0,84.97,0,15.73,0,138.47,0,0,0,0,0,22.03,0,0,0,0,0,0,0,0,0,0,1170.67,9.44,0,0,462.6,0,6.29,15.73,3.15,56.65,0,3.15,9.44,0,0,0,0,0
 14-21,0,0,0,4,65,11,0,22,0,0,0,12,3,1,0,0,3,0,0,1,33,0,0,33,503,11,4,7,12,0,10,2,75,5,1,36,172,0,0,3,0,1
 24-34,0,0.82,0,2.46,19.7,6.57,0,191.26,0,1.64,0,20.52,0.82,0,0.82,3.28,2.46,4.1,2.46,0.82,115.74,0.82,1.64,44.33,1145.92,7.39,10.67,12.31,0,0,27.91,0,0,3.28,0,4.1,240.51,0,0,15.6,0,2.46
 36-46,0,0,0,0,11.28,3.22,0,372.22,0,0.81,0,24.98,0,0,0.81,3.22,0,0.81,0,0.81,74.93,0,0,18.53,657.43,1.61,1.61,2.42,0,0,12.89,0.81,0,0.81,0.81,0,156.3,0,0,12.89,0,3.22
 48-58,0,0,0,0,10.9,3.44,0,434.37,0,0.57,1.15,26.4,0.57,0,1.72,2.3,1.15,2.3,0.57,1.15,79.19,1.15,4.59,16.07,372.4,0.57,2.87,4.02,0,0.57,3.44,0,0,1.15,0,0,57.38,0,0,6.89,0,2.3
 60-70,0,0,0,0,20.61,2.94,0,381.81,1.96,1.96,0,22.58,0,0,0,3.93,0,1.96,3.93,1.96,75.58,0.98,9.82,11.78,271.88,1.96,1.96,1.96,0,0,1.96,0,0,2.94,0,0,8.83,0.98,0.98,5.89,0,0
 72-82,0,0,0.98,0,17.67,0,0,140.38,0.98,0,0.98,29.45,0.98,0,0.98,0,0.98,0.98,1.96,1.96,83.44,0,4.91,10.8,164.92,0,1.96,0,0,0.98,4.91,0,0,0,0,0,3.93,0,0,7.85,0,0
 84-94,0,0,0,0,11.68,4.25,1.06,96.65,0,0,3.19,25.49,7.43,0,2.12,2.12,0,2.12,2.12,1.06,64.78,0,5.31,11.68,114.7,1.06,4.25,2.12,0,1.06,2.12,0,0,0,0,0,1.06,1.06,0,7.43,0,0
 96-106,0,0,0,0,10.93,0,0,61.2,0,0,0,19.67,5.46,0,1.09,2.19,0,0,1.09,0,31.69,0,3.28,7.65,84.15,1.09,1.09,2.19,0,0,4.37,1.09,0,1.09,0,0,3.28,2.19,0,7.65,0,0
108-118,0,0,0,0,4.6,3.83,0,76.6,0,0,0,18.38,1.53,0,0.77,3.83,1.53,0,0.77,3.83,26.04,0,2.3,9.96,131.75,0.77,0,2.3,0,0,2.3,0.77,0,2.3,0,0,0.77,0.77,0,10.72,0,0
120,0,0,0,1.96,7.84,11.76,0,117.59,0,0,0,47.03,0,0,1.96,11.76,0,0,0,1.96,47.03,0,3.92,15.68,217.54,0,5.88,1.96,0,0,3.92,0,0,0,0,0,1.96,0,0,13.72,1.96,0
