stage,axial,endocrine_pancreas,endoderm,epidermis,erythrocytes,exocrine_pancreas,eye,fast_muscle,fin_epithelia,fin_mesenchyme,glial,gut,hatching_gland,heart,immune,ionocyte,iridophores,lateral_line,liver,melanocytes,mesenchyme,mucous,mural_cell,muscle,neural,notochord,olfactory,otic,paraxial_mesoderm,pericytes,periderm,pgc,presomitic_mesoderm,pronephros,slow_muscle,somites,spinal_cord,taste,vascular_smooth_muscle,vasculature,visceral_smooth_muscle,xanthophores
 14-21,0,3,20,232,42,0,82,0,0,0,23,9,2,3,0,3,0,0,0,0,85,0,0,66,877,18,4,13,22,0,29,2,99,5,4,155,337,0,0,8,0,3
 24-34,0,2.46,4.1,77.16,2.46,0,117.38,1.64,9.85,1.64,25.45,3.28,0,7.39,1.64,9.85,0.82,4.93,0.82,8.21,160.07,2.46,0.82,77.98,1439.78,14.78,25.45,18.06,0,1.64,101.79,0,0,15.6,9.85,18.88,398.12,0,0,29.55,0,6.57
 36-46,0,3.22,0.81,41.09,4.83,0,315.82,8.06,8.06,11.28,90.23,3.22,0,8.86,4.83,4.03,1.61,2.42,0,5.64,183.69,0.81,2.42,53.98,2595.06,12.09,31.42,8.86,0,0,96.68,0.81,0,7.25,4.83,0.81,599.42,0,0,38.67,0,9.67
 48-58,0,0.57,1.15,33.28,0,0,595.61,3.44,11.48,12.05,188.78,3.44,1.72,6.89,8.03,1.15,5.74,5.16,1.72,10.33,271.41,2.87,4.02,55.09,2474.82,10.33,25.82,16.64,0.57,1.72,82.05,0,0,4.59,6.31,0,518.15,0,1.15,29.84,0.57,13.77
 60-70,0,1.96,0.98,36.32,3.93,0,1060.04,6.87,8.83,19.63,240.47,0.98,0.98,7.85,12.76,1.96,9.82,4.91,2.94,0.98,303.29,5.89,7.85,39.26,2818.93,7.85,16.69,16.69,0,4.91,51.04,0,0,11.78,9.82,0,398.5,1.96,9.82,23.56,4.91,8.83
 72-82,0,14.72,0,84.42,26.5,0,1302.67,1.96,7.85,30.43,390.7,9.82,0.98,6.87,22.58,12.76,9.82,13.74,7.85,8.83,554.64,13.74,25.52,67.73,2669.14,9.82,36.32,43.19,0,7.85,98.17,0.98,0,10.8,4.91,0,206.15,8.83,13.74,69.7,18.65,21.6
 84-94,0,6.37,1.06,103.02,16.99,1.06,865.56,4.25,18.05,11.68,233.65,22.3,2.12,5.31,44.61,19.12,23.36,7.43,7.43,14.87,320.74,7.43,13.81,39.3,1294.62,14.87,29.74,43.54,0,3.19,193.29,0,0,15.93,8.5,0,125.32,21.24,9.56,44.61,15.93,11.68
 96-106,1.09,8.74,1.09,110.38,26.23,6.56,703.79,2.19,19.67,14.21,249.17,27.32,0,5.46,43.71,14.21,22.95,21.86,4.37,8.74,367.2,9.84,18.58,37.16,1140.93,17.49,51.36,81.96,0,9.84,187.97,2.19,0,13.11,2.19,0,65.57,22.95,10.93,64.48,18.58,19.67
108-118,0.77,9.96,0,108,22.21,11.49,549.96,7.66,26.04,12.26,245.11,39.06,0,3.83,32.17,16.09,32.17,17.62,12.26,9.96,252.77,5.36,13.02,42.89,1330.48,17.62,26.81,49.02,0,6.13,148.6,0.77,0,9.19,8.43,0,51.32,31.4,6.89,47.49,9.19,16.85
120,1.96,5.88,1.96,135.23,29.4,5.88,501.71,9.8,21.56,15.68,254.77,25.48,0,7.84,41.16,27.44,9.8,17.64,3.92,3.92,282.21,5.88,19.6,33.32,1595.27,13.72,43.12,62.71,1.96,11.76,174.42,0,0,7.84,0,0,52.91,21.56,7.84,68.59,13.72,13.72
