stage,axial,endocrine.pancreas,endoderm,epidermis,erythrocytes,exocrine.pancreas,eye,fast.muscle,fin.epithelia,fin.mesenchyme,glial,gut,hatching.gland,heart,immune,ionocyte,iridophores,lateral.line,liver,melanocytes,mesenchyme,mucous,mural.cell,muscle,neural,notochord,olfactory,otic,paraxial.mesoderm,pericytes,periderm,pgc,presomitic.mesoderm,pronephros,slow.muscle,somites,spinal.cord,taste,vascular.smooth.muscle,vasculature,visceral.smooth.muscle,xanthophores
 14-21,1,2,17,186,7,0,269,0,3,0,191,2,3,1,1,2,0,7,1,3,38,0,0,16,6489,87,51,122,127,0,7,0,42,4,1,78,3099,0,0,4,0,0
 24-34,0.82,3.28,4.93,109.99,8.21,0,1208.3,0,6.57,4.93,270.88,0.82,1.64,3.28,3.28,6.57,0,56.64,9.85,3.28,105.07,2.46,0,56.64,9735.35,17.24,100.97,133.8,0,0,73.88,0,0.82,6.57,7.39,46.79,2859.86,0,0,37.76,0,9.03
 36-46,0,0.81,0,57.2,1.61,0,2367.06,4.03,3.22,8.06,508.38,1.61,0,4.03,5.64,1.61,4.83,41.89,6.45,5.64,152.27,2.42,2.42,77.34,8620.66,9.67,55.59,77.34,0,0.81,39.48,0,0,3.22,4.03,3.22,2487.1,0,0,30.62,0,8.86
 48-58,0.57,0,0,39.59,1.15,0,2010.61,4.02,8.61,6.89,858.99,0,1.15,2.3,6.31,2.87,1.15,32.71,2.87,5.16,206.57,2.87,6.31,96.4,4814.8,1.72,26.4,43.61,0,1.72,21.8,0.57,0,0,2.87,0,1511.4,0,0.57,16.07,0,17.79
 60-70,0,0,0,18.65,4.91,0,1129.73,3.93,2.94,6.87,828.4,2.94,0,0.98,4.91,1.96,1.96,42.21,3.93,0.98,164.9,2.94,5.89,61.84,2311.48,1.96,8.83,40.24,0,2.94,15.7,0,0,2.94,0,0,461.32,0,2.94,7.85,0.98,6.87
 72-82,0,0,0,39.27,6.87,0,494.76,1.96,2.94,5.89,681.27,1.96,0,1.96,3.93,0,2.94,27.49,1.96,0.98,87.37,0,5.89,31.41,1386.11,0.98,16.69,36.32,0,2.94,7.85,0,0,0.98,0,0,135.47,0.98,6.87,4.91,2.94,2.94
 84-94,0,1.06,1.06,42.48,4.25,0,540.58,2.12,5.31,2.12,505.53,5.31,0,0,4.25,3.19,4.25,76.47,3.19,0,80.71,1.06,7.43,31.86,1148.06,3.19,19.12,49.92,0,2.12,7.43,0,0,1.06,1.06,0,125.32,0,5.31,6.37,2.12,1.06
 96-106,0,3.28,0,96.17,9.84,3.28,515.82,6.56,13.11,4.37,570.47,9.84,0,2.19,8.74,4.37,2.19,73.22,3.28,0,71.04,0,10.93,28.41,1049.13,5.46,22.95,45.9,0,3.28,20.76,1.09,0,3.28,1.09,0,52.46,2.19,5.46,18.58,7.65,0
108-118,0,0,0,26.81,9.19,3.06,304.09,0.77,0.77,3.06,566.81,6.89,0,1.53,5.36,4.6,3.06,53.62,3.83,0.77,61.28,0.77,6.13,19.92,1368.01,1.53,25.28,49.79,0,1.53,10.72,0,0,0.77,0.77,0,32.17,2.3,3.06,11.49,3.83,2.3
120,1.96,0,1.96,45.08,3.92,3.92,401.76,3.92,1.96,3.92,619.29,7.84,0,0,5.88,0,0,11.76,3.92,1.96,48.99,0,1.96,25.48,1179.79,0,17.64,27.44,0,0,7.84,0,0,1.96,1.96,0,25.48,0,5.88,3.92,0,3.92
