stage,axial,blastomeres,endocrine.pancreas,endoderm,epidermis,erythrocytes,exocrine.pancreas,eye,fast.muscle,fin.epithelia,fin.mesenchyme,glial,gut,hatching.gland,heart,immune,ionocyte,iridophores,lateral.line,liver,melanocytes,mesenchyme,mucous,mural.cell,muscle,neural,notochord,olfactory,otic,paraxial.mesoderm,pericytes,periderm,pgc,presomitic.mesoderm,pronephros,somites,spinal.cord,taste,vascular.smooth.muscle,vasculature,visceral.smooth.muscle,xanthophores
  3-4,13.18,540.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26.36,0,0,0,0,0,0,0,0,0,0
  5-6,18.39,422.94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.52,0,0,0,0,0,6.13,0,0,0,0,0,0,0,0,0,0
  7-9,7.89,13.14,0,21.03,0,0,0,60.46,0,0,0,0,0,57.83,0,0,0,0,0,0,0,0,0,0,0,304.93,5.26,0,0,189.27,0,0,2.63,0,2.63,0,0,0,0,0,0,0
 10-12,0,15.73,0,25.18,0,22.03,0,31.47,0,0,0,0,0,116.44,0,0,0,0,0,0,0,0,0,0,3.15,220.29,15.73,0,0,242.32,0,0,3.15,6.29,18.88,0,0,0,0,0,0,0
 14-21,1,0,5,48,436,39,0,46,0,0,0,4,6,1,1,5,67,0,0,0,0,40,12,0,31,319,21,8,4,25,0,32,0,59,2,45,141,0,0,1,0,0
 24-34,0,0,7.39,11.49,127.23,0.82,0,44.33,0,4.1,1.64,2.46,1.64,0.82,1.64,9.85,57.46,0.82,4.93,3.28,1.64,52.53,30.37,0,22.16,604.97,6.57,22.16,6.57,0,0,37.76,0,1.64,1.64,14.78,123.95,0,0,16.42,0,0.82
 36-46,0,0,4.03,1.61,187.72,1.61,0,193.36,0,6.45,3.22,16.92,8.86,0.81,2.42,19.34,31.42,0,10.47,6.45,0.81,54.79,20.14,0.81,19.34,1669.35,7.25,23.36,14.5,0,0,31.42,0,0.81,9.67,0,267.48,0,0,14.5,0,0
 48-58,0,0,0.57,0.57,150.34,1.15,0,542.82,0.57,7.46,7.46,61.4,8.03,21.23,2.3,30.99,21.23,1.15,8.03,1.72,0.57,72.87,16.07,1.72,21.8,2867.3,4.59,15.49,12.62,0.57,0,45.9,0,0,2.3,0,327.07,0,0,18.36,0,2.87
 60-70,0,0,6.87,0,216.92,0.98,0,781.29,1.96,13.74,3.93,40.24,21.59,11.78,3.93,46.13,27.48,0,26.5,2.94,1.96,130.54,25.52,1.96,13.74,3311.66,1.96,19.63,19.63,0,0.98,109.93,0,0,11.78,0,286.6,12.76,0.98,34.35,1.96,1.96
 72-82,0,0,16.69,0,167.86,7.85,0.98,615.5,0.98,5.89,4.91,70.68,30.43,5.89,2.94,81.48,47.12,0.98,18.65,2.94,0.98,140.38,21.6,5.89,13.74,2378.57,0.98,15.71,9.82,0,0,133.51,0.98,0,1.96,0,170.81,40.25,4.91,42.21,3.93,5.89
 84-94,0,0,16.99,1.06,208.16,2.12,3.19,417.38,0,18.05,9.56,55.23,42.48,15.93,3.19,92.4,72.22,3.19,11.68,2.12,0,90.27,15.93,8.5,10.62,1137.44,0,27.61,6.37,0,1.06,318.61,0,0,3.19,0,109.39,88.15,5.31,25.49,7.43,1.06
 96-106,0,0,12.02,1.09,219.66,6.56,2.19,308.18,1.09,18.58,2.19,46.99,55.74,2.19,0,122.4,56.83,1.09,12.02,13.11,0,86.33,19.67,6.56,5.46,921.27,1.09,30.6,8.74,0,2.19,308.18,0,0,2.19,0,39.34,78.68,4.37,45.9,5.46,1.09
108-118,0,0,6.13,0,192.26,7.66,6.13,201.45,0,29.87,5.36,36.77,51.32,0.77,1.53,98.81,68.17,2.3,9.19,2.3,0.77,68.94,28.34,2.3,5.36,1204.09,0,17.62,6.13,0,0,307.92,0,0,6.13,0,30.64,105.7,1.53,34.47,0,0
120,1.96,0,0,0,135.23,11.76,1.96,233.21,0,13.72,1.96,50.95,27.44,0,0,135.23,33.32,1.96,11.76,3.92,1.96,60.75,3.92,1.96,5.88,1048.49,1.96,11.76,7.84,0,0,176.38,0,0,3.92,0,37.24,39.2,1.96,27.44,1.96,1.96
