stage,axial,blastomeres,endocrine_pancreas,endoderm,epidermis,erythrocytes,exocrine_pancreas,eye,fast_muscle,fin_epithelia,fin_mesenchyme,glial,gut,hatching_gland,heart,immune,ionocyte,iridophores,lateral_line,liver,melanocytes,mesenchyme,mucous,mural_cell,muscle,neural,notochord,olfactory,otic,paraxial_mesoderm,pericytes,periderm,pgc,presomitic_mesoderm,pronephros,slow_muscle,somites,spinal_cord,taste,vascular_smooth_muscle,vasculature,visceral_smooth_muscle,xanthophores
  3-4,487.58,7801.34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,355.8,0,0,0,0,0,0,0,0,0,0,0
  5-6,367.78,4572.71,0,6.13,0,0,0,0,0,0,0,0,0,36.78,0,0,0,0,0,0,0,0,0,0,0,159.37,12.26,0,0,24.52,0,110.33,0,0,0,0,0,0,0,0,0,0,0
  7-9,57.83,73.6,0,70.98,0,0,0,244.47,0,0,0,0,0,65.72,0,0,0,0,0,0,0,0,0,0,0,1474.71,57.83,0,0,475.8,0,10.51,5.26,0,0,0,0,0,0,0,0,0,0
 10-12,0,94.41,0,191.97,0,34.62,0,220.29,0,0,0,0,0,75.53,0,0,0,0,0,3.15,0,0,0,0,0,3304.32,129.03,0,0,594.78,0,12.59,3.15,9.44,107,0,0,0,0,0,0,0,0
 14-21,2,2,16,126,2868,613,0,790,0,24,0,93,72,90,22,42,114,5,10,17,47,599,23,0,416,5185,325,36,180,149,0,695,12,489,121,56,688,1697,0,0,103,0,41
 24-34,0.82,0,18.06,68.95,1320.76,118.2,0,815.11,0.82,109.17,13.95,102.61,39.4,13.95,29.55,111.64,177.3,19.7,74.7,36.12,108.35,796.23,68.13,1.64,368.56,3437.75,136.26,109.17,135.44,0.82,3.28,1055.62,0,7.39,109.17,9.03,143.65,1018.68,0,0,316.85,0,108.35
 36-46,0,0,11.28,11.28,610.7,19.34,0,614.73,2.42,97.49,33.84,145.83,28.2,7.25,24.17,136.96,76.54,20.14,52.37,23.36,79.76,707.38,53.98,13.7,208.67,2302.6,111.18,82.18,89.43,0,0.81,1260.87,4.03,2.42,78.96,6.45,0,652.59,0,2.42,217.53,0,95.07
 48-58,1.15,0,9.75,3.44,506.1,20.08,0,586.43,6.31,157.22,40.74,180.75,28.69,34.43,31.56,137.71,39.59,33.85,48.77,26.97,53.36,779.8,41.89,26.97,165.26,1299.67,63.12,40.17,76.32,0,7.46,1153.92,0.57,0,46.48,2.87,0.57,319.04,0,2.3,177.31,1.15,99.27
 60-70,1.96,0,10.8,0.98,571.25,29.45,0,722.4,5.89,141.34,51.04,241.45,63.8,11.78,34.35,170.78,58.89,55.95,52.02,29.45,35.33,973.67,40.24,37.3,109.93,1144.45,53,50.06,72.63,0,9.82,999.19,0,0.98,56.93,1.96,0,137.41,8.83,27.48,161.95,7.85,79.5
 72-82,0,0,47.12,4.91,882.51,114.85,7.85,853.06,4.91,194.37,85.4,394.63,175.72,13.74,39.27,321,128.6,73.62,93.26,38.28,44.17,1445.99,65.77,61.84,187.5,1356.66,40.25,94.24,134.49,0.98,15.71,1238.86,0.98,0,80.5,0.98,0,111.91,44.17,48.1,295.48,51.05,83.44
 84-94,1.06,0,40.36,7.43,1744.93,93.46,25.49,757.23,1.06,411.01,67.97,278.25,349.41,18.05,25.49,379.15,225.15,93.46,131.69,89.21,72.22,993,81.78,58.41,133.82,863.44,56.29,138.06,165.68,0,8.5,3794.66,1.06,0,159.31,1.06,0,79.65,181.61,48.85,288.87,42.48,84.96
 96-106,0,0,46.99,14.21,2522.29,167.21,19.67,766.09,13.11,478.67,73.22,361.73,552.98,2.19,62.29,497.25,284.14,93.98,177.04,103.82,63.39,1222.9,146.44,66.66,131.14,1007.6,85.24,206.55,243.7,0,22.95,3846.82,2.19,0,163.93,2.19,0,54.64,253.54,41.53,390.15,62.29,99.45
108-118,2.3,0,32.94,22.98,2546.83,181.53,22.21,596.69,6.13,662.56,71.23,311.75,596.69,0,28.34,422.05,289.53,124.09,141.7,143.24,74.3,1057.03,117.19,47.49,178.47,1242.39,93.45,148.6,204.51,0,21.45,3900.28,0,0,166.98,3.83,0,47.49,254.3,42.13,314.04,43.66,104.17
120,5.88,0,21.56,3.92,1563.91,215.58,11.76,393.92,7.84,405.68,48.99,197.94,317.49,1.96,23.52,525.22,123.47,74.47,74.47,74.47,27.44,787.83,64.67,43.12,131.31,893.66,113.67,90.15,135.23,0,15.68,1803,1.96,0,80.35,1.96,0,33.32,84.27,31.36,262.61,43.12,50.95
