stage,axial,endocrine.pancreas,endoderm,epidermis,erythrocytes,exocrine.pancreas,eye,fast.muscle,fin.epithelia,fin.mesenchyme,glial,gut,hatching.gland,heart,immune,ionocyte,iridophores,lateral.line,liver,melanocytes,mesenchyme,mucous,mural.cell,muscle,neural,notochord,olfactory,otic,paraxial.mesoderm,pericytes,periderm,pgc,presomitic.mesoderm,pronephros,slow.muscle,somites,spinal.cord,taste,vascular.smooth.muscle,vasculature,visceral.smooth.muscle,xanthophores
 14-21,0,0,0,7,1,0,2,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,5,38,2,0,0,1,0,2,0,4,0,1,244,18,0,0,2,0,0
 24-34,0,1.64,4.1,132.16,14.78,0,270.88,187.16,14.78,7.39,36.94,6.57,1.64,9.85,12.31,15.6,2.46,11.49,9.85,9.03,233.94,9.85,2.46,151.04,2402.65,31.19,23.8,22.16,0,0,213.42,0,1.64,14.78,11.49,228.2,358.71,0,0,73.88,0,14.78
 36-46,0,2.42,1.61,72.51,14.5,0,488.24,398,14.5,9.67,104.74,3.22,0.81,6.45,19.34,10.47,1.61,5.64,16.92,20.14,302.13,3.22,7.25,110.38,2646.62,29,17.72,15.31,0,1.61,174.02,0,0.81,11.28,11.28,9.67,576.86,0,2.42,53.17,0,24.98
 48-58,1.15,0.57,1.15,114.19,72.87,0,1976.76,374.69,34.43,37.87,405.11,10.9,3.44,20.66,33.85,14.92,13.77,16.64,18.94,42.46,895.14,10.9,28.69,200.26,4909.47,39.59,30.41,32.71,0,1.72,212.88,0,0.57,6.31,18.94,0,1101.13,0,1.72,79.19,1.72,118.2
 60-70,0,2.94,0,156.06,88.34,0,1906.12,265.99,50.06,37.3,318.99,19.63,3.93,13.74,39.26,11.78,19.63,14.72,11.78,17.67,739.09,10.8,31.41,127.6,3322.45,26.5,29.45,33.37,1.96,1.96,243.42,0,0.98,12.76,16.69,0,475.06,2.94,9.82,45.15,3.93,92.26
 72-82,0,12.76,0.98,137.43,212.04,2.94,1970.2,179.64,31.41,72.64,431.93,31.41,1.96,15.71,54.97,17.67,30.43,23.56,40.25,20.61,1106.33,15.71,46.14,148.23,3229.67,11.78,42.21,41.23,0.98,13.74,210.08,0.98,0,8.83,7.85,0,303.33,14.72,23.56,130.56,29.45,110.93
 84-94,0,20.18,1.06,309.05,271.88,7.43,1390.21,288.87,55.23,46.73,335.6,59.47,5.31,11.68,107.27,41.42,55.23,16.99,33.99,29.74,949.46,25.49,40.36,139.13,2138.94,33.99,48.85,63.72,0,9.56,726.43,0,0,19.12,10.62,0,194.35,22.3,22.3,124.26,36.11,80.71
 96-106,1.09,27.32,1.09,535.49,488.5,31.69,1980.24,503.8,88.52,64.48,614.18,134.42,1.09,33.88,156.28,74.31,55.74,56.83,123.49,20.76,1329.99,61.2,60.11,208.73,2929.92,26.23,80.87,89.61,1.09,34.97,866.63,3.28,0,25.14,17.49,0,142.07,45.9,43.71,219.66,56.83,137.7
108-118,0,8.43,0.77,380.68,162.38,62.81,1182.65,387.58,84.26,48.26,368.43,78.13,0,14.55,116.43,49.79,52.85,27.57,98.81,28.34,979.67,29.11,40.6,183.83,2399,23.74,40.6,65.11,0.77,18.38,531.58,0,0,23.74,11.49,0,79.66,19.15,22.98,117.19,35.23,83.49
120,0,1.96,0,274.37,160.7,11.76,744.72,229.29,41.16,25.48,260.65,52.91,0,13.72,78.39,25.48,25.48,13.72,56.83,15.68,595.77,11.76,21.56,139.14,1687.38,17.64,37.24,45.08,0,17.64,272.41,0,0,17.64,13.72,0,45.08,7.84,23.52,68.59,27.44,39.2
