stage,axial,endocrine.pancreas,endoderm,epidermis,erythrocytes,exocrine.pancreas,eye,fast.muscle,fin.epithelia,fin.mesenchyme,glial,gut,hatching.gland,heart,immune,ionocyte,iridophores,lateral.line,liver,melanocytes,mesenchyme,mucous,mural.cell,muscle,neural,notochord,olfactory,otic,paraxial.mesoderm,pericytes,periderm,pgc,presomitic.mesoderm,pronephros,slow.muscle,somites,spinal.cord,taste,vascular.smooth.muscle,vasculature,visceral.smooth.muscle,xanthophores
 14-21,0,4,30,514,126,0,172,0,6,0,62,18,10,4,3,10,2,0,0,6,176,3,0,204,1599,104,11,35,87,0,19,13,302,18,12,372,636,0,0,17,0,9
 24-34,0,6.57,13.13,171.56,13.13,0,438.34,0,15.6,11.49,66.49,2.46,0.82,9.03,18.88,18.06,5.75,13.13,1.64,15.6,360.36,6.57,2.46,215.89,1852.67,25.45,21.34,40.22,0,0,101.79,1.64,0.82,9.85,0.82,66.49,460.5,0,0,73.06,0,23.8
 36-46,0,0.81,1.61,47.53,2.42,0,585.72,2.42,7.25,27.39,85.4,4.03,0,6.45,10.47,3.22,4.03,5.64,2.42,3.22,313.41,4.03,3.22,111.18,1035.29,7.25,17.72,20.14,0,0.81,66.87,2.42,0,2.42,0.81,0,224.78,0,0,40.28,0,13.7
 48-58,0.57,0.57,0.57,48.2,0.57,0,1095.39,0,5.16,30.41,187.63,2.87,0,4.59,9.75,5.74,14.35,13.77,5.74,4.02,452.16,8.03,14.92,92.38,834.31,4.59,12.05,21.8,0,1.15,56.81,0.57,0,2.3,0,0.57,171.57,0,2.87,30.99,1.15,11.48
 60-70,0,1.96,0,53,3.93,0,1276.96,1.96,5.89,14.72,245.38,15.7,0,2.94,19.63,3.93,14.72,7.85,4.91,0.98,420.09,2.94,9.82,43.19,541.8,3.93,16.69,19.63,0,1.96,28.46,0,0,1.96,0.98,0,75.58,4.91,1.96,25.52,3.93,4.91
 72-82,0,11.78,0,64.79,9.82,0.98,1130.87,1.96,6.87,30.43,301.37,34.36,0,5.89,24.54,16.69,11.78,17.67,8.83,1.96,458.44,4.91,17.67,61.84,571.33,1.96,15.71,30.43,0,2.94,33.38,0,0,6.87,0,0,41.23,18.65,7.85,41.23,5.89,4.91
 84-94,0,10.62,1.06,104.08,8.5,3.19,988.76,1.06,6.37,20.18,179.48,48.85,0,5.31,37.17,18.05,24.43,10.62,7.43,6.37,336.67,6.37,20.18,48.85,362.15,4.25,22.3,31.86,0,4.25,103.02,0,0,8.5,1.06,0,31.86,22.3,7.43,43.54,7.43,3.19
 96-106,0,6.56,0,95.08,12.02,3.28,554.07,2.19,9.84,19.67,167.21,44.81,1.09,13.11,54.64,13.11,14.21,25.14,7.65,1.09,256.82,8.74,2.19,38.25,290.7,5.46,36.06,31.69,0,2.19,81.96,1.09,0,3.28,1.09,0,16.39,29.51,7.65,43.71,8.74,7.65
108-118,0,6.13,1.53,76.6,13.79,6.89,401.36,0.77,7.66,15.32,124.85,35.23,0,6.89,29.11,13.79,22.98,11.49,12.26,2.3,206.81,5.36,3.06,42.13,379.15,5.36,20.68,28.34,0,3.83,58.21,0,0,4.6,0,0,9.96,22.98,1.53,33.7,3.06,9.19
120,0,0,0,82.31,5.88,3.92,323.36,1.96,7.84,13.72,121.51,43.12,0,3.92,50.95,15.68,13.72,5.88,1.96,1.96,172.46,3.92,5.88,27.44,288.09,1.96,15.68,23.52,0,5.88,72.51,1.96,0,5.88,0,0,9.8,15.68,0,21.56,0,1.96
