stage,endocrine_pancreas,endoderm,epidermis,erythrocytes,exocrine_pancreas,eye,fast_muscle,fin_epithelia,fin_mesenchyme,glial,gut,hatching_gland,heart,immune,ionocyte,iridophores,lateral_line,liver,melanocytes,mesenchyme,mucous,mural_cell,muscle,neural,notochord,olfactory,otic,paraxial_mesoderm,pericytes,periderm,pgc,presomitic_mesoderm,pronephros,slow_muscle,somites,spinal_cord,taste,vascular_smooth_muscle,vasculature,visceral_smooth_muscle,xanthophores
 14-21,0,2,23,1,0,3,0,0,0,15,1,1,0,0,0,0,0,0,1,7,0,0,12,236,0,0,0,1,0,0,0,4,1,1,17,44,0,0,1,0,1
 24-34,0,2.46,8.21,0,0,11.49,0,0,0.82,29.55,0,0,0,0,0,0,0.82,0,0.82,28.73,0,0,15.6,1072.86,0.82,0,4.1,0,0.82,2.46,0,0,0.82,0,2.46,322.6,0,0,11.49,0,0
 36-46,0,0,3.22,0,0,17.72,0.81,0,2.42,131.32,0,0,1.61,0,0,0.81,2.42,0,0.81,59.62,0,4.03,10.47,936.99,0.81,0,0.81,0,0,1.61,0,0,0,0,0.81,437.48,0,0,10.47,0,0
 48-58,0,0,2.3,0.57,0,29.84,1.15,0.57,3.44,165.26,0,0,0.57,0,1.15,0,3.44,0,1.15,88.94,0,4.02,6.89,412.57,1.15,1.72,1.15,0,0,1.72,0,0,0,1.15,0,380.43,0,1.72,4.59,0.57,1.72
 60-70,0,0,5.89,0.98,0,43.19,1.96,3.93,1.96,131.52,0.98,0,1.96,1.96,0,0,6.87,0.98,0,129.56,0,3.93,9.82,455.43,0,0,3.93,0,1.96,1.96,0,0,0,0,0,250.29,0.98,8.83,7.85,3.93,1.96
 72-82,0,0.98,12.76,13.74,0,72.64,0,1.96,4.91,113.87,0.98,0.98,0.98,0.98,0,0,3.93,0,0,140.38,0,7.85,8.83,363.21,0,1.96,1.96,0,2.94,1.96,0,0,0,0,0,101.11,0.98,11.78,17.67,22.58,1.96
 84-94,1.06,0,14.87,7.43,0,50.98,1.06,7.43,2.12,59.47,5.31,0,0,1.06,0,0,3.19,2.12,3.19,88.15,0,13.81,8.5,170.99,1.06,6.37,4.25,0,3.19,3.19,0,0,0,0,0,57.35,0,9.56,15.93,13.81,2.12
 96-106,2.19,0,19.67,7.65,1.09,48.09,0,12.02,0,59.01,4.37,0,1.09,0,0,1.09,4.37,0,3.28,102.73,0,7.65,5.46,175.95,0,4.37,2.19,0,6.56,8.74,1.09,0,1.09,0,0,12.02,3.28,18.58,10.93,19.67,0
108-118,0.77,0,19.92,3.06,0,37.53,0.77,11.49,2.3,43.66,3.83,0,0.77,0.77,0.77,0,0.77,0,8.43,56.68,0.77,3.83,3.83,143.24,0.77,2.3,9.19,0,2.3,5.36,0,0,0,0,0,10.72,2.3,12.26,7.66,12.26,0.77
120,0,0,33.32,1.96,0,41.16,3.92,11.76,0,47.03,0,0,0,0,0,0,3.92,0,5.88,37.24,1.96,1.96,1.96,192.06,0,0,9.8,0,7.84,11.76,0,0,0,0,0,3.92,3.92,13.72,7.84,13.72,0
