stage,axial,blastomeres,endocrine.pancreas,endoderm,epidermis,erythrocytes,exocrine.pancreas,eye,fast.muscle,fin.epithelia,fin.mesenchyme,glial,gut,hatching.gland,heart,immune,ionocyte,iridophores,lateral.line,liver,melanocytes,mesenchyme,mucous,mural.cell,muscle,neural,notochord,olfactory,otic,paraxial.mesoderm,pericytes,periderm,pgc,presomitic.mesoderm,pronephros,slow.muscle,somites,spinal.cord,taste,vascular.smooth.muscle,vasculature,visceral.smooth.muscle,xanthophores
  3-4,26.36,500.76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26.36,0,0,0,0,0,0,0,0,0,0,0
  5-6,24.52,570.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.39,0,0,0,0,0,18.39,0,0,0,0,0,0,0,0,0,0,0
  7-9,15.77,2.63,0,13.14,0,0,0,21.03,0,0,0,0,0,15.77,0,0,0,0,0,0,0,0,0,0,0,157.72,15.77,0,0,223.44,0,0,0,0,0,0,0,0,0,0,0,0,0
 10-12,3.15,22.03,0,40.91,0,22.03,0,37.76,0,0,0,0,0,6.29,0,0,0,0,0,0,0,0,0,0,0,443.72,31.47,0,0,635.69,0,6.29,0,6.29,22.03,0,62.94,0,0,0,0,0,0
 14-21,1,0,2,6,77,62,0,12,0,1,0,3,8,4,27,0,3,0,0,0,1,159,0,0,294,336,16,2,3,13,0,8,7,240,8,428,3562,107,0,0,14,0,0
 24-34,0.82,0,4.93,6.57,137.9,18.06,0,267.6,228.2,11.49,6.57,41.86,5.75,0.82,26.27,8.21,22.16,4.1,9.85,13.95,9.85,277.45,5.75,4.1,259.39,2553.68,32.83,34.48,27.91,0.82,0.82,181.41,1.64,2.46,21.34,265.14,806.08,433.41,0,0,91.94,0,18.88
 36-46,0,0,0.81,3.22,58.81,6.45,0,362.55,512.41,6.45,4.83,67.68,2.42,0,24.98,9.67,3.22,4.03,3.22,7.25,11.28,252.17,1.61,0.81,200.61,1857.87,18.53,16.92,12.89,2.42,0.81,124.88,2.42,2.42,11.28,239.28,39.48,405.25,0,1.61,41.09,0,21.75
 48-58,0,0,0.57,1.72,83.78,29.84,0,1221.06,487.73,24.67,25.25,278.3,6.89,2.3,16.07,17.79,4.59,9.18,7.46,10.9,21.23,565.2,6.89,16.07,323.05,3197.81,26.4,26.4,25.25,0.57,2.3,139.43,0,0.57,4.59,189.36,0,706.35,0,3.44,60.25,1.15,64.27
 60-70,0.98,0,0.98,0,104.04,32.39,0,1006.06,375.92,26.5,24.54,172.75,7.85,0.98,11.78,21.59,5.89,14.72,5.89,10.8,7.85,373.96,6.87,20.61,208.08,1874.71,8.83,6.87,18.65,0.98,0.98,135.45,0,0.98,7.85,123.67,0,250.29,3.93,6.87,33.37,3.93,53
 72-82,0,0,8.83,0,86.39,108.96,2.94,1088.66,287.63,20.61,44.17,250.32,14.72,0.98,10.8,30.43,7.85,15.71,13.74,14.72,5.89,614.52,10.8,27.49,218.91,1802.33,11.78,25.52,30.43,1.96,7.85,110.93,0.98,0,9.82,71.66,0,162.96,5.89,10.8,65.77,13.74,59.88
 84-94,0,0,10.62,0,207.1,181.61,9.56,997.25,433.31,38.23,32.92,229.4,26.55,2.12,22.3,66.91,26.55,31.86,8.5,23.36,21.24,666.96,18.05,33.99,207.1,1438,15.93,29.74,29.74,1.06,9.56,494.91,0,0,12.74,126.38,0,138.06,19.12,23.36,90.27,26.55,39.3
 96-106,1.09,0,14.21,0,298.35,340.97,14.21,1304.86,697.24,53.55,56.83,426.21,64.48,0,34.97,112.56,40.44,38.25,43.71,83.06,13.11,952.96,33.88,38.25,231.68,1929.97,22.95,50.27,59.01,2.19,22.95,521.29,2.19,0,12.02,134.42,0,101.63,18.58,22.95,144.26,45.9,85.24
108-118,0,0,5.36,0.77,209.11,91.15,29.87,670.22,550.73,50.55,29.87,222.13,32.94,0,19.15,68.17,18.38,35.23,21.45,53.62,13.79,582.9,10.72,20.68,237.45,1442.31,15.32,20.68,27.57,0.77,15.32,253.53,0,0,9.19,115.66,0,41.36,14.55,18.38,58.98,17.62,51.32
120,0,0,5.88,0,105.83,72.51,9.8,435.07,354.72,17.64,15.68,184.22,21.56,0,9.8,47.03,1.96,5.88,9.8,17.64,1.96,380.2,3.92,7.84,246.93,952.46,9.8,11.76,23.52,0,13.72,125.43,1.96,1.96,3.92,45.08,0,31.36,9.8,23.52,52.91,9.8,17.64
