stage,axial,blastomeres,endocrine.pancreas,endoderm,epidermis,erythrocytes,exocrine.pancreas,eye,fin.epithelia,fin.mesenchyme,glial,gut,hatching.gland,heart,immune,ionocyte,iridophores,lateral.line,liver,melanocytes,mesenchyme,mucous,mural.cell,muscle,neural,notochord,olfactory,otic,paraxial.mesoderm,pericytes,periderm,pgc,presomitic.mesoderm,pronephros,slow.muscle,somites,spinal.cord,taste,vascular.smooth.muscle,vasculature,visceral.smooth.muscle,xanthophores
  3-4,0,342.63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26.36,0,0,0,0,0,0,0,0,0,0,0
  5-6,24.52,245.19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  7-9,5.26,10.51,0,2.63,0,0,0,13.14,0,0,0,0,2.63,0,0,0,0,0,0,0,0,0,0,0,86.75,10.51,0,0,34.17,0,0,0,0,0,0,0,0,0,0,0,0,0
 10-12,0,15.73,0,31.47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,176.23,9.44,0,0,44.06,0,0,0,0,9.44,0,0,0,0,0,0,0,0
 14-21,0,0,0,11,47,9,0,12,0,0,10,4,1,0,0,0,0,0,0,0,23,0,0,12,169,4,3,2,3,0,1,1,11,5,0,11,97,0,0,2,0,1
 24-34,0,0,1.64,4.1,14.78,0.82,0,24.63,0.82,0.82,22.98,2.46,0.82,0,0,0,0,1.64,0.82,4.93,34.48,0,0,9.85,194.54,3.28,19.7,7.39,0,0,0,0,1.64,11.49,2.46,4.93,59.92,0,0,4.93,0,0.82
 36-46,0,0,0,0.81,0.81,0,0,37.87,0,0,22.56,0,0,0,0,0,0,0.81,1.61,5.64,30.62,0,0,6.45,97.49,0,8.86,3.22,0,0,0,0,0,1.61,0,0,38.67,0,0,0.81,0,1.61
 48-58,0,0,0.57,0,1.15,0,0,63.12,1.15,1.72,25.82,0,0,0,0.57,0,0,2.87,0,5.74,59.68,0,1.72,6.31,52.79,0.57,5.74,1.15,0,0,0,0,0,0,0,0,26.97,0,0,1.15,0,0.57
 60-70,0,0,0,0,3.93,0,0,64.78,1.96,0,20.61,0.98,0,0,0,0,0,0,0,2.94,51.04,0.98,1.96,4.91,40.24,0,6.87,4.91,0,0,0,0,0.98,1.96,0,0,8.83,0,1.96,0,0,0
 72-82,0,0,1.96,0,0,1.96,0,75.59,0,0,39.27,3.93,0,0,0,0,0.98,2.94,0,3.93,77.55,0,0.98,3.93,33.38,0,14.72,13.74,0,0,0,0,0,0.98,0,0,6.87,0.98,1.96,2.94,2.94,2.94
 84-94,0,0,5.31,0,6.37,0,0,78.59,4.25,1.06,26.55,3.19,0,1.06,4.25,2.12,15.93,2.12,0,3.19,64.78,0,3.19,6.37,24.43,0,13.81,11.68,0,0,0,0,0,2.12,0,0,7.43,3.19,1.06,3.19,2.12,3.19
 96-106,0,0,1.09,0,7.65,0,1.09,66.66,1.09,2.19,24.04,2.19,0,2.19,3.28,1.09,3.28,3.28,0,6.56,45.9,0,5.46,4.37,21.86,0,18.58,19.67,0,2.19,3.28,0,0,0,0,0,8.74,0,1.09,1.09,0,0
108-118,0,0,0.77,0,5.36,0,0,29.11,5.36,0.77,16.09,2.3,0,0,0,0.77,6.13,3.06,0,7.66,42.89,0.77,0.77,3.83,23.74,2.3,12.26,17.62,0,0,1.53,0,0,3.06,0,0,3.06,0.77,0.77,0.77,0.77,0.77
120,0,0,0,0,1.96,0,0,31.36,1.96,1.96,11.76,0,0,0,5.88,0,3.92,1.96,1.96,5.88,23.52,0,3.92,5.88,11.76,0,9.8,7.84,0,0,1.96,0,0,7.84,0,0,1.96,0,0,0,0,0
