stage,axial,blastomeres,endocrine.pancreas,endoderm,epidermis,erythrocytes,exocrine.pancreas,eye,fast.muscle,fin.epithelia,fin.mesenchyme,glial,gut,hatching.gland,heart,immune,ionocyte,iridophores,lateral.line,liver,melanocytes,mesenchyme,mucous,mural.cell,muscle,neural,notochord,olfactory,otic,paraxial.mesoderm,pericytes,periderm,pgc,presomitic.mesoderm,pronephros,slow.muscle,somites,spinal.cord,vascular.smooth.muscle,vasculature,visceral.smooth.muscle,xanthophores
  3-4,39.53,896.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  5-6,30.65,312.61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.13,0,6.13,0,0,0,0,0,0,0,0,0,0
  7-9,5.26,0,0,5.26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26.29,0,0,0,15.77,0,0,2.63,0,0,0,0,0,0,0,0,0
 10-12,0,3.15,0,3.15,0,0,0,9.44,0,0,0,0,0,6.29,0,0,0,0,0,0,0,0,0,0,0,69.23,0,0,0,22.03,0,0,0,0,0,0,0,0,0,0,0,0
 14-21,0,0,0,1,4,3,0,4,0,0,0,6,0,0,0,0,0,0,0,0,0,9,0,0,8,118,3,0,0,1,0,0,0,8,0,10,30,51,0,0,0,0
 24-34,0,0,0,0,1.64,1.64,0,10.67,0,0,0.82,6.57,0,0,0.82,0,0,0,0,0,0.82,30.37,0,0.82,7.39,301.25,0.82,1.64,0.82,0,0,0.82,0,0,0,0.82,2.46,107.53,0,1.64,0,0
 36-46,0,0,0,0,1.61,0,0,13.7,0,0,1.61,14.5,0,0,0,0,0.81,0,0,0,0,28.2,0,0,9.67,540.6,0.81,1.61,0.81,0,0,0,0,0,0,0,0,145.02,0,0.81,0,0
 48-58,0,0,0,0,1.15,0,0,53.36,0.57,1.15,1.15,20.66,0,0,0.57,0.57,0,0,0,0,0,32.71,0.57,0.57,4.59,578.4,0,1.72,1.15,0,0,0.57,0,0,0,0,0,129.11,0,0.57,0,1.15
 60-70,0,0,0.98,0,0.98,0,0,178.64,0,0.98,2.94,48.09,0,0,0,0.98,0,0,1.96,0,0.98,47.11,0,0.98,3.93,898.09,0.98,3.93,0.98,0,0,2.94,0,0,0.98,0,0,101.1,0,0.98,0,0.98
 72-82,0,0,0.98,0,5.89,0,0,240.51,0,0,0,57.92,1.96,0.98,0,0.98,0,0,0.98,0,0.98,70.68,0,1.96,2.94,752.93,0,1.96,3.93,0,0,0.98,0.98,0,0,0,0,69.7,0.98,1.96,0.98,1.96
 84-94,0,0,0,0,7.43,1.06,0,134.88,0,0,3.19,30.8,1.06,0,0,1.06,1.06,0,1.06,0,0,56.29,0,2.12,6.37,337.73,2.12,5.31,2.12,0,1.06,2.12,0,0,0,0,0,29.74,1.06,1.06,0,0
 96-106,0,0,1.09,0,4.37,2.19,0,111.47,2.19,0,2.19,37.16,0,0,0,1.09,2.19,2.19,2.19,0,0,45.9,0,1.09,5.46,324.58,0,2.19,10.93,0,1.09,5.46,0,0,0,0,0,10.93,0,3.28,2.19,1.09
108-118,0,0,0,0,6.13,0,0,86.55,1.53,0,1.53,29.87,0.77,0,0,2.3,0,0.77,0.77,0,1.53,49.79,0,0.77,3.06,373.79,0.77,1.53,3.06,0,0,0,0,0,0,0,0,7.66,1.53,2.3,0.77,0.77
120,0,0,0,0,11.76,0,3.92,111.71,1.96,1.96,0,43.12,0,0,0,1.96,0,0,1.96,1.96,0,33.32,0,1.96,5.88,452.71,0,1.96,1.96,0,1.96,5.88,0,0,0,0,0,15.68,0,1.96,1.96,0
