stage,blastomeres,endocrine.pancreas,endoderm,epidermis,erythrocytes,exocrine.pancreas,eye,fast.muscle,fin.epithelia,fin.mesenchyme,glial,gut,hatching.gland,heart,immune,ionocyte,iridophores,lateral.line,liver,melanocytes,mesenchyme,mucous,mural.cell,muscle,neural,notochord,olfactory,otic,paraxial.mesoderm,pericytes,periderm,presomitic.mesoderm,pronephros,slow.muscle,somites,spinal.cord,taste,vascular.smooth.muscle,vasculature,visceral.smooth.muscle,xanthophores
  3-4,13.18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  5-6,18.39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  7-9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.51,0,0,0,2.63,0,0,0,0,0,0,0,0,0,0,0,0
 10-12,18.88,0,15.73,0,0,0,15.73,0,0,0,0,0,9.44,0,0,0,0,0,6.29,0,0,0,0,0,201.41,12.59,0,0,69.23,0,0,0,3.15,0,0,0,0,0,0,0,0
 14-21,0,0,0,2,0,0,1,0,0,0,0,1,0,0,0,0,0,0,46,0,0,0,0,0,2,1,0,0,0,0,1,1,0,0,2,0,0,0,0,0,0
 24-34,0,0,1.64,1.64,0,0,1.64,0,0,0,0,0,0,0,0,0.82,0,0,61.56,0,4.93,0,0,1.64,47.61,0,0,0,0,0,0,0,0.82,0.82,0,22.16,0,0,0.82,0,0.82
 36-46,0,0,0,0,0,0,5.64,0,0.81,0,0,0,0,0,0,0,0,0,35.45,0,1.61,0,0,1.61,32.23,0,0,0,0,0,0.81,0,0,0,0,28.2,0,0,0,0,0
 48-58,0,0,0,0.57,0.57,0,0,0,0,0.57,0.57,0,0,0,0,0,0,0,29.26,0,0.57,0,0,0,15.49,0,0,0,0,0,0,0,0,0,0,11.48,0,0,0,0,0
 60-70,0,0,0,0.98,0,0.98,6.87,0,0,0,1.96,0,0,0,0,0,0,0,55.95,0,2.94,0,0.98,0,11.78,0,0.98,0,0,0,0.98,0,0,0,0,6.87,0,0,0,0,0
 72-82,0,0,0,0,0.98,0,15.71,0,0,0,5.89,0,0,0,0.98,0,0,0,165.9,0,10.8,0,0,0,52.03,0,0,0,0,0,6.87,0,0,0,0,4.91,0.98,0,2.94,0.98,0.98
 84-94,0,0,0,3.19,3.19,0,13.81,0,1.06,1.06,4.25,1.06,0,0,0,0,1.06,1.06,503.41,0,9.56,2.12,1.06,1.06,33.99,1.06,2.12,1.06,0,0,7.43,0,0,0,0,4.25,1.06,0,1.06,1.06,0
 96-106,0,0,0,37.16,33.88,4.37,98.36,2.19,7.65,5.46,36.06,15.3,0,3.28,18.58,5.46,2.19,8.74,817.45,2.19,104.91,7.65,4.37,10.93,313.65,1.09,9.84,13.11,0,2.19,76.5,0,1.09,1.09,0,13.11,6.56,2.19,19.67,5.46,6.56
108-118,0,0.77,0,52.09,19.15,17.62,134.04,0.77,13.79,7.66,49.02,15.32,0,3.83,12.26,7.66,4.6,2.3,1556.44,6.13,110.3,4.6,6.89,14.55,403.66,5.36,4.6,7.66,0,0.77,72,0,1.53,3.83,0,6.89,2.3,5.36,16.85,2.3,6.89
120,0,0,0,78.39,17.64,7.84,121.51,5.88,11.76,1.96,60.75,9.8,0,5.88,31.36,5.88,3.92,1.96,874.06,0,84.27,1.96,3.92,21.56,382.16,7.84,5.88,9.8,0,3.92,64.67,0,3.92,0,0,7.84,5.88,3.92,15.68,3.92,0
