stage,axial,blastomeres,endocrine.pancreas,endoderm,epidermis,erythrocytes,exocrine.pancreas,eye,fast.muscle,fin.epithelia,fin.mesenchyme,glial,gut,hatching.gland,heart,immune,ionocyte,iridophores,lateral.line,liver,mesenchyme,mucous,mural.cell,muscle,neural,notochord,olfactory,otic,paraxial.mesoderm,pericytes,periderm,pgc,presomitic.mesoderm,pronephros,slow.muscle,somites,spinal.cord,taste,vascular.smooth.muscle,vasculature,visceral.smooth.muscle,xanthophores
  3-4,0,13.18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  5-6,0,6.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  7-9,5.26,0,0,0,0,0,0,0,0,0,0,0,0,2.63,0,0,0,0,0,0,0,0,0,0,5.26,2.63,0,0,13.14,0,0,0,0,0,0,0,0,0,0,0,0,0
 10-12,3.15,9.44,0,3.15,0,0,0,6.29,0,0,0,0,0,3.15,0,0,0,0,0,0,0,0,0,0,69.23,18.88,0,0,53.5,0,3.15,3.15,0,3.15,0,3.15,0,0,0,0,0,0
 14-21,0,0,0,1,239,12,0,12,0,29,0,5,27,0,1,0,1,0,1,0,47,2,0,62,283,13,1,19,0,0,2,0,7,1,1,81,71,0,0,0,0,0
 24-34,0,0,0,1.64,110.82,0.82,0,31.19,0.82,96.86,0,42.68,6.57,0.82,2.46,0,0,0,4.1,0,89.47,0.82,0,105.89,238.05,1.64,0.82,8.21,0,0,1.64,0,0,0.82,0,5.75,50.89,0,0,0,0,0
 36-46,0,0,0,0,29.81,0,0,26.59,0.81,51.56,5.64,61.23,3.22,0,1.61,0,0,0,1.61,0,211.09,0.81,0.81,73.32,175.64,0.81,0,9.67,0,0,4.03,0,0,0,0,0.81,36.26,0,0,0,0,0
 48-58,0,0,0,0,19.51,0.57,0,37.3,0,57.95,2.87,59.1,0.57,0,7.46,0,0,0,2.3,0,263.95,0.57,9.18,42.46,128.53,0,1.15,16.07,0,2.87,4.02,0,0,0,0,0,29.26,0,1.72,1.15,0,0.57
 60-70,0,0,0,0,8.83,0,0,70.67,0,47.11,7.85,39.26,0,0,8.83,0,0,0,0,0,423.04,0,21.59,13.74,121.71,0.98,0,12.76,0,1.96,0.98,0,0,0,0,0,43.19,0.98,5.89,0,0.98,0
 72-82,0,0,0.98,0,13.74,1.96,0,85.4,2.94,33.38,11.78,50.06,0,0,8.83,0.98,0,0.98,0,0,663.6,0,21.6,27.49,160.01,0,2.94,29.45,0,1.96,1.96,0.98,0,0,0.98,0,31.41,0,18.65,0.98,11.78,0
 84-94,0,0,0,0,18.05,1.06,0,108.33,0,62.66,5.31,36.11,1.06,0,1.06,0,0,1.06,0,0,501.28,0,30.8,18.05,125.32,0,1.06,46.73,0,4.25,1.06,0,0,0,0,0,25.49,0,13.81,1.06,13.81,0
 96-106,1.09,0,0,0,26.23,3.28,0,54.64,0,59.01,4.37,46.99,2.19,0,13.11,2.19,0,2.19,1.09,3.28,492.87,0,15.3,28.41,137.7,0,2.19,41.53,0,4.37,1.09,2.19,0,1.09,1.09,0,20.76,1.09,9.84,1.09,19.67,2.19
108-118,0,0,0,0,6.13,0.77,0,47.49,0,63.57,6.13,42.89,0,0,4.6,1.53,0.77,0,0,0.77,417.45,0,20.68,14.55,142.47,0.77,0.77,32.17,0,2.3,0,0,0,0,0,0,15.32,0.77,6.13,0.77,12.26,0
120,0,0,0,0,11.76,0,1.96,23.52,0,47.03,3.92,47.03,0,0,9.8,0,0,0,1.96,0,299.85,0,11.76,5.88,113.67,0,0,31.36,0,3.92,0,0,0,0,0,0,25.48,1.96,3.92,0,15.68,0
