stage,axial,blastomeres,endocrine_pancreas,endoderm,epidermis,erythrocytes,eye,fast_muscle,fin_epithelia,fin_mesenchyme,glial,gut,hatching_gland,heart,immune,ionocyte,iridophores,lateral_line,liver,melanocytes,mesenchyme,mucous,mural_cell,muscle,neural,notochord,olfactory,otic,paraxial_mesoderm,pericytes,periderm,pgc,presomitic_mesoderm,pronephros,slow_muscle,somites,spinal_cord,taste,vascular_smooth_muscle,vasculature,visceral_smooth_muscle,xanthophores
  3-4,13.18,619.36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65.89,0,0,0,0,0,0,0,0,0,0,0
  5-6,18.39,373.91,0,0,0,0,0,0,0,0,0,0,12.26,0,0,0,0,0,0,0,0,0,0,0,6.13,0,0,0,12.26,0,0,0,0,0,0,0,0,0,0,0,0,0
  7-9,10.51,7.89,0,18.4,0,0,39.43,0,0,0,0,0,7.89,0,0,0,0,0,0,0,0,0,0,0,276.01,7.89,0,0,118.29,0,0,0,0,0,0,0,0,0,0,0,0,0
 10-12,0,6.29,0,18.88,0,6.29,37.76,0,0,0,0,0,9.44,0,0,0,0,0,0,0,0,0,0,0,273.79,18.88,0,0,94.41,0,0,3.15,0,6.29,0,0,0,0,0,0,0,0
 14-21,0,0,0,2,20,4,14,0,0,0,2,1,0,0,0,1,0,0,0,0,14,0,0,7,123,2,0,1,4,0,0,1,16,1,4,15,54,0,0,1,0,0
 24-34,0,0,0,1.64,10.67,0,28.73,0,0.82,1.64,12.31,0.82,0,0.82,0,0,0,1.64,1.64,0,41.04,0.82,0,13.95,412.07,3.28,2.46,4.1,0,0,10.67,0,0,1.64,1.64,8.21,128.87,0,0,7.39,0,0
 36-46,0,0,0,0,7.25,0.81,62.84,0,0.81,1.61,16.92,0,0,0,0,0.81,0,0.81,0,0.81,42.7,0,0.81,13.7,300.51,4.03,3.22,2.42,0,0,8.86,0,0.81,0,0.81,0,79.76,0,0,4.83,0,0
 48-58,0,0,0,0,6.31,0,117.63,0,0,2.3,35.58,0,0,1.72,0.57,0.57,0,0,0.57,0,65.41,0,1.72,12.05,284.03,0,3.44,1.15,0,1.15,5.74,0,0,0.57,0.57,0,66.56,0,0,3.44,0,0
 60-70,0,0,0,0,4.91,0.98,132.51,0.98,0.98,0,26.5,0.98,0.98,1.96,0.98,0,0.98,2.94,0,0,73.61,0.98,1.96,9.82,274.83,1.96,1.96,1.96,0,0,6.87,0,0,0,0.98,0,33.37,0,1.96,1.96,0,0
 72-82,0,0,0,0.98,8.83,1.96,125.65,0,3.93,5.89,44.17,0.98,0,0,0.98,0.98,0.98,1.96,1.96,0,107.98,2.94,0.98,9.82,267.99,0.98,4.91,5.89,0,0,2.94,0,0,1.96,0,0,25.52,1.96,1.96,11.78,1.96,0
 84-94,0,0,0,0,12.74,0,92.4,0,1.06,4.25,23.36,3.19,0,0,2.12,7.43,2.12,1.06,0,0,59.47,2.12,2.12,6.37,103.02,1.06,1.06,1.06,0,1.06,21.24,0,0,1.06,0,0,14.87,2.12,0,8.5,1.06,1.06
 96-106,0,0,0,0,7.65,3.28,66.66,1.09,2.19,0,27.32,2.19,0,0,1.09,2.19,2.19,1.09,1.09,1.09,57.92,2.19,1.09,8.74,101.63,0,2.19,3.28,0,0,14.21,0,0,0,0,0,5.46,1.09,1.09,3.28,5.46,2.19
108-118,0,0,2.3,0.77,10.72,2.3,50.55,0,1.53,0.77,17.62,1.53,0,0.77,1.53,0.77,3.06,3.83,1.53,0.77,49.79,1.53,1.53,2.3,104.94,3.83,3.06,4.6,0,0.77,11.49,0,0,0.77,0,0,4.6,0.77,0.77,2.3,0,2.3
120,0,0,0,0,15.68,3.92,33.32,0,0,3.92,33.32,0,0,0,3.92,0,1.96,0,1.96,0,37.24,5.88,3.92,7.84,103.87,3.92,3.92,3.92,0,0,11.76,0,0,1.96,0,0,1.96,1.96,1.96,1.96,1.96,0
