stage,axial,blastomeres,endocrine.pancreas,endoderm,epidermis,erythrocytes,exocrine.pancreas,eye,fast.muscle,fin.epithelia,fin.mesenchyme,glial,gut,hatching.gland,heart,immune,ionocyte,iridophores,lateral.line,liver,mesenchyme,mucous,mural.cell,muscle,neural,notochord,olfactory,otic,paraxial.mesoderm,pericytes,periderm,pgc,presomitic.mesoderm,pronephros,slow.muscle,somites,spinal.cord,taste,vascular.smooth.muscle,vasculature,visceral.smooth.muscle,xanthophores
  3-4,0,118.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  5-6,0,190.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  7-9,5.26,10.51,0,2.63,0,0,0,10.51,0,0,0,0,0,2.63,0,0,0,0,0,0,0,0,0,0,155.09,2.63,0,0,15.77,0,0,0,0,0,0,0,0,0,0,0,0,0
 10-12,0,3.15,0,15.73,0,3.15,0,3.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,166.79,9.44,0,0,31.47,0,0,0,0,9.44,0,0,0,0,0,0,0,0
 14-21,0,0,2,8,50,6,0,7,0,0,0,1,2,0,1,0,4,0,0,0,17,0,0,19,257,7,7,0,3,0,0,1,5,1,0,28,115,0,0,7,0,0
 24-34,0,0,9.03,4.1,145.29,0,0,26.27,0,18.06,0.82,10.67,2.46,0,1.64,0.82,16.42,0,1.64,0,42.68,15.6,0,41.86,880.78,0,14.78,5.75,0,0,0.82,0,0,0.82,1.64,6.57,207.68,0,0,15.6,0,0
 36-46,0,0,0.81,0,57.2,0,0,61.23,1.61,17.72,0.81,8.06,0.81,0,1.61,0,2.42,0,3.22,1.61,54.79,4.03,0.81,17.72,1422.81,1.61,14.5,0.81,0,0,3.22,0,0,0,0.81,0,248.95,0,0,1.61,0,0
 48-58,0,0,1.72,0,36.72,0,0,63.69,0,23.53,0.57,12.62,1.15,0,1.15,0.57,4.59,0,1.72,0.57,25.25,4.02,0,9.75,889.97,0,3.44,1.72,0,1.15,0.57,0,0,0,0,0,122.22,0,0,0.57,0,0
 60-70,0,0,3.93,0,61.84,0,0,57.91,0,32.39,1.96,9.82,3.93,0,0,0.98,4.91,0,0.98,0.98,30.43,0.98,0.98,6.87,635.04,0,5.89,0,0,0,0,0,0,0,0.98,0,42.21,0,0,0.98,0,0.98
 72-82,0,0,5.89,0,61.84,0.98,0,54.97,0,23.56,0,13.74,11.78,0,0.98,0.98,9.82,0,0,0,28.47,7.85,6.87,2.94,384.81,0,7.85,0.98,0,0,0.98,0,0,0,0,0,29.45,0,0,0.98,3.93,0
 84-94,0,0,4.25,0,113.64,0,0,46.73,0,56.29,1.06,15.93,8.5,0,2.12,1.06,14.87,1.06,0,0,19.12,3.19,9.56,2.12,208.16,0,3.19,0,0,0,0,0,0,0,0,0,16.99,5.31,1.06,1.06,0,1.06
 96-106,0,0,1.09,0,110.38,3.28,0,22.95,0,40.44,0,12.02,12.02,0,1.09,2.19,8.74,0,2.19,0,18.58,4.37,1.09,4.37,147.53,0,10.93,0,0,0,2.19,0,0,1.09,0,0,6.56,2.19,2.19,2.19,1.09,0
108-118,0,0,0.77,0,121.02,0,0,18.38,0,52.09,0,10.72,16.09,0,0.77,1.53,13.02,0.77,0,0.77,10.72,2.3,3.06,2.3,185.36,0,6.89,0,0,0,0,0,0,0,0,0,3.83,3.83,0,0,0.77,0.77
120,0,0,0,0,105.83,1.96,1.96,27.44,0,48.99,1.96,13.72,11.76,0,0,1.96,7.84,0,3.92,0,5.88,1.96,1.96,0,135.23,0,0,1.96,0,1.96,0,0,0,0,0,0,11.76,7.84,0,0,0,1.96
