stage,erythrocytes,eye,glial,immune,mesenchyme,mural.cell,neural,otic,pronephros,spinal.cord,vasculature
 14-21,1,0,0,11,0,0,0,0,0,0,0
 24-34,0,0,0,22.16,0.82,0,1.64,0,0,1.64,0
 36-46,0.81,0,0,19.34,0,0,0,0,0,0,0
 48-58,0,0.57,0.57,30.99,0,0,0,0,0,0,0
 60-70,0,0,0,36.32,0,0,0,0,0,0,0
 72-82,0,0.98,0,71.66,0,0,2.94,0,0.98,0,0
 84-94,0,0,0,99.83,0,0,0,0,0,0,0
 96-106,0,0,0,113.66,0,1.09,2.19,1.09,0,0,1.09
108-118,0,1.53,0,88.85,0,0,0.77,0,0,0,0
120,0,0,0,64.67,1.96,0,0,0,0,0,0
