stage,axial,blastomeres,endocrine.pancreas,endoderm,epidermis,erythrocytes,exocrine.pancreas,eye,fast.muscle,fin.epithelia,fin.mesenchyme,glial,gut,hatching.gland,heart,immune,ionocyte,iridophores,lateral.line,liver,melanocytes,mesenchyme,mucous,mural.cell,muscle,neural,notochord,olfactory,otic,paraxial.mesoderm,pericytes,periderm,pgc,presomitic.mesoderm,pronephros,slow.muscle,somites,spinal.cord,taste,vascular.smooth.muscle,vasculature,visceral.smooth.muscle,xanthophores
  3-4,316.27,4875.84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,131.78,0,0,0,0,0,0,0,0,0,0,0
  5-6,257.44,3965.87,0,6.13,0,0,0,0,0,0,0,0,0,6.13,0,0,0,0,0,0,0,0,0,0,0,134.85,0,0,0,36.78,0,73.56,0,0,0,0,0,0,0,0,0,0,0
  7-9,26.29,123.55,0,86.75,0,0,0,483.68,0,0,0,0,0,70.98,0,0,0,0,0,0,0,0,0,0,0,2907.36,52.57,0,0,1140.86,0,5.26,28.92,0,0,0,0,0,0,0,0,0,0
 10-12,3.15,138.47,0,103.85,0,15.73,0,355.61,0,0,0,0,0,28.32,0,0,0,0,0,3.15,0,0,0,0,0,2671.78,28.32,0,0,1120.32,0,6.29,25.18,9.44,157.35,0,22.03,3.15,0,0,0,0,0
 14-21,0,3,3,29,467,391,0,534,0,0,0,31,17,6,1,4,10,1,3,4,13,197,0,0,176,3072,56,4,34,97,0,20,17,772,8,8,1099,687,0,0,11,0,15
 24-34,0,0,0.82,13.95,114.1,74.7,0,612.36,1.64,0.82,0,31.19,6.57,0.82,2.46,4.93,7.39,5.75,12.31,6.57,13.13,321.78,1.64,1.64,102.61,1961.03,18.88,7.39,38.58,0,0,27.09,0.82,4.93,0.82,0,157.6,283.2,0,0,28.73,0,15.6
 36-46,0,0,0,1.61,33.84,1.61,0,347.24,3.22,3.22,5.64,48.34,5.64,0,0,5.64,1.61,7.25,2.42,8.86,2.42,195.78,0.81,3.22,70.9,859.65,10.47,3.22,16.92,0.81,0.81,13.7,1.61,0.81,4.03,0.81,0.81,120.04,0,0.81,16.11,0,5.64
 48-58,0.57,0.57,0,1.72,44.76,4.59,0,372.97,4.02,1.15,11.48,115.91,10.33,0,5.16,7.46,2.3,7.46,6.31,12.62,1.15,289.2,0,10.33,104.43,597.9,4.02,3.44,11.48,0,0,10.33,1.15,0,0,0.57,0,78.04,0,0,32.13,0.57,7.46
 60-70,0,0,0.98,0,32.39,10.8,0,325.87,6.87,3.93,8.83,104.04,14.72,0,0.98,2.94,1.96,3.93,2.94,13.74,0.98,256.18,0,11.78,56.93,484.87,0.98,3.93,8.83,0,3.93,21.59,0,0,4.91,0,0,51.04,0,3.93,23.56,2.94,8.83
 72-82,0,0,5.89,0,47.12,29.45,0.98,258.18,0.98,0.98,28.47,160.01,21.6,0,2.94,21.6,8.83,13.74,8.83,9.82,2.94,330.82,0.98,7.85,106.02,483.96,0.98,2.94,6.87,0,2.94,40.25,0,0,3.93,0.98,0,27.49,1.96,6.87,37.3,3.93,7.85
 84-94,0,0,2.12,0,91.34,29.74,3.19,216.66,5.31,8.5,21.24,75.4,43.54,0,4.25,31.86,4.25,11.68,8.5,14.87,3.19,272.94,0,11.68,90.27,294.18,0,2.12,9.56,0,1.06,155.06,0,0,5.31,0,0,16.99,3.19,18.05,43.54,7.43,4.25
 96-106,0,0,5.46,1.09,108.19,49.18,4.37,169.39,2.19,12.02,9.84,112.56,21.86,0,8.74,46.99,18.58,4.37,6.56,22.95,3.28,272.12,2.19,1.09,109.28,279.77,4.37,7.65,16.39,0,3.28,128.96,1.09,0,7.65,1.09,0,8.74,0,5.46,52.46,7.65,6.56
108-118,0,0,3.06,0.77,140.94,45.19,3.06,155.49,4.6,16.85,19.92,98.81,18.38,0,1.53,31.4,13.02,11.49,6.89,16.09,2.3,238.98,2.3,4.6,107.23,386.05,9.19,9.19,14.55,0,1.53,145.53,1.53,0,4.6,0.77,0,6.89,1.53,2.3,38.3,3.83,7.66
120,0,0,0,0,121.51,45.08,3.92,131.31,1.96,11.76,3.92,74.47,21.56,0,5.88,31.36,5.88,13.72,3.92,5.88,0,195.98,1.96,1.96,105.83,325.32,13.72,5.88,11.76,0,0,135.23,0,0,1.96,1.96,0,5.88,0,1.96,25.48,3.92,1.96
