stage,axial,blastomeres,endocrine_pancreas,endoderm,epidermis,erythrocytes,exocrine_pancreas,eye,fast_muscle,fin_epithelia,fin_mesenchyme,glial,gut,hatching_gland,heart,immune,ionocyte,iridophores,lateral_line,liver,melanocytes,mesenchyme,mucous,mural_cell,muscle,neural,notochord,olfactory,otic,paraxial_mesoderm,pericytes,periderm,pgc,presomitic_mesoderm,pronephros,somites,spinal_cord,taste,vascular_smooth_muscle,vasculature,visceral_smooth_muscle,xanthophores
  3-4,0,276.74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26.36,0,0,0,0,0,0,0,0,0,0
  5-6,12.26,196.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.13,0,0,0,0,0,12.26,0,0,0,0,0,0,0,0,0,0
  7-9,2.63,18.4,0,7.89,0,0,0,63.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,333.85,18.4,0,0,57.83,0,0,0,0,0,0,0,0,0,0,0,0
 10-12,0,9.44,0,15.73,0,0,0,75.53,0,0,0,0,0,6.29,0,0,0,0,0,0,0,0,0,0,0,490.93,9.44,0,0,69.23,0,0,0,0,6.29,0,0,0,0,0,0,0
 14-21,0,0,8,8,20,5,0,21,0,0,0,34,1,3,1,0,1,0,0,0,0,11,0,0,8,551,9,24,12,9,0,3,0,5,24,5,289,0,0,1,0,0
 24-34,0,0,7.39,4.93,9.03,1.64,0,76.34,0,0,0,38.58,4.1,0.82,0.82,0,0.82,0.82,0.82,1.64,0.82,20.52,0,0.82,10.67,1388.89,0,76.34,14.78,0,0,7.39,0,0.82,4.93,3.28,334.91,0,0,5.75,0,0
 36-46,0,0,1.61,0.81,4.83,0,0,186.92,0,0,0,45.92,1.61,0,2.42,0,0,0,1.61,0,0.81,29.81,0,0.81,3.22,1744.27,0,62.04,5.64,0,0.81,5.64,0,0,2.42,0,350.47,0,0,0.81,0,0
 48-58,0,0,2.87,0,4.59,0,0,295.51,1.15,0,1.15,53.94,0,0.57,1.72,0,0,0,2.3,1.15,1.15,41.31,1.72,1.15,4.59,1326.06,0,47.05,4.59,0,0,2.87,0,0,1.15,0,249.61,0,0,4.02,0,1.15
 60-70,0,0,1.96,0,6.87,0.98,0,389.66,0,0.98,1.96,62.82,3.93,0,0,0.98,0.98,0,0,0,0,43.19,0,0.98,3.93,1176.84,0,39.26,6.87,0,0,1.96,0,0,2.94,0,147.23,0,0.98,2.94,0.98,0
 72-82,0,0,10.8,0,2.94,2.94,0,289.59,0,1.96,1.96,57.92,4.91,0,0,1.96,1.96,0.98,1.96,0,0.98,52.03,0.98,2.94,2.94,777.48,0,65.77,5.89,0,0,7.85,0,0,0,0,69.7,3.93,0,3.93,0.98,0
 84-94,0,0,4.25,0,11.68,2.12,0,192.23,0,3.19,1.06,40.36,3.19,0,1.06,2.12,1.06,1.06,4.25,1.06,1.06,29.74,2.12,2.12,4.25,390.83,2.12,53.1,12.74,0,0,15.93,0,0,1.06,0,38.23,7.43,1.06,5.31,1.06,2.12
 96-106,0,0,4.37,0,10.93,8.74,0,125.68,0,1.09,2.19,53.55,3.28,0,1.09,4.37,2.19,0,7.65,2.19,0,40.44,0,4.37,4.37,302.72,0,88.52,16.39,0,2.19,14.21,1.09,0,1.09,0,16.39,1.09,0,2.19,2.19,1.09
108-118,0,0,2.3,1.53,12.26,3.83,1.53,98.04,0,0.77,0.77,48.26,9.96,0,0,3.06,0.77,0.77,2.3,0.77,0,26.04,1.53,1.53,3.06,382.22,0.77,53.62,13.79,0,0.77,8.43,0,0,2.3,0,9.19,2.3,1.53,4.6,0.77,0.77
120,0,0,5.88,1.96,15.68,1.96,0,96.03,1.96,7.84,0,58.79,9.8,0,0,5.88,0,0,0,1.96,0,23.52,0,1.96,5.88,423.31,0,37.24,9.8,0,0,1.96,0,0,3.92,0,13.72,3.92,3.92,1.96,0,0
