stage,axial,blastomeres,endocrine.pancreas,endoderm,epidermis,erythrocytes,exocrine.pancreas,eye,fast.muscle,fin.epithelia,fin.mesenchyme,glial,gut,hatching.gland,heart,immune,ionocyte,iridophores,lateral.line,liver,melanocytes,mesenchyme,mucous,mural.cell,muscle,neural,notochord,olfactory,otic,paraxial.mesoderm,pericytes,periderm,presomitic.mesoderm,pronephros,slow.muscle,somites,spinal.cord,taste,vascular.smooth.muscle,vasculature,visceral.smooth.muscle,xanthophores
  3-4,13.18,408.52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  5-6,18.39,110.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.26,0,0,0,0,0,6.13,0,0,0,0,0,0,0,0,0,0
  7-9,0,2.63,0,2.63,0,0,0,13.14,0,0,0,0,0,2.63,0,0,0,0,0,0,0,0,0,0,0,36.8,0,0,0,10.51,0,0,0,0,0,0,0,0,0,0,0,0
 10-12,0,0,0,0,0,3.15,0,3.15,0,0,0,0,0,3.15,0,0,0,0,0,0,0,0,0,0,3.15,157.35,3.15,0,0,44.06,0,0,0,9.44,0,0,3.15,0,0,0,0,0
 14-21,0,0,1,2,51,3,0,25,0,0,0,8,3,0,1,0,1,0,0,0,10,33,0,0,58,433,148,0,3,6,0,1,11,0,3,25,251,0,0,3,0,4
 24-34,0,0,1.64,7.39,37.76,3.28,0,109.17,0,2.46,4.93,35.3,1.64,0.82,6.57,0,0.82,5.75,0.82,0,17.24,92.76,0,0,64.85,1819.84,11.49,4.93,5.75,0,0,9.03,0,2.46,0.82,13.13,473.63,0,0,29.55,0,13.13
 36-46,0,0,0,0.81,19.34,0.81,0,480.18,0,4.03,14.5,111.18,3.22,0,13.7,1.61,0,7.25,0,0,17.72,173.22,0,0.81,53.98,4453.74,10.47,9.67,8.86,0,0.81,11.28,0,0,2.42,0,833.87,0,0,28.2,0.81,14.5
 48-58,0,0,2.3,0,12.62,0,0,1063.83,2.3,4.59,16.07,204.27,0,0,9.18,0.57,0,2.87,1.72,1.72,12.05,222.64,0,0,41.89,4376.98,10.9,2.87,4.02,0,0,8.03,0,1.15,0.57,0,829.15,0,1.15,11.48,0,10.9
 60-70,0.98,0,1.96,0,10.8,0.98,0,1745.15,1.96,2.94,25.52,206.12,4.91,0,7.85,0,0.98,12.76,0.98,0,14.72,290.53,0,0.98,48.09,4539.54,11.78,1.96,4.91,0,6.87,6.87,0,0.98,0,0,663.51,0,4.91,12.76,0,13.74
 72-82,0,0,6.87,0,31.41,2.94,0,1238.86,0,4.91,41.23,250.32,7.85,0,10.8,2.94,0.98,12.76,0.98,0,6.87,366.16,0,8.83,42.21,2890.01,11.78,1.96,7.85,0,3.93,4.91,0,2.94,0,0,269.96,0.98,6.87,39.27,7.85,10.8
 84-94,1.06,0,1.06,1.06,43.54,1.06,0,923.97,4.25,7.43,23.36,193.29,10.62,0,7.43,4.25,1.06,19.12,2.12,2.12,15.93,242.14,0,7.43,33.99,1651.47,14.87,2.12,10.62,0,3.19,24.43,0,2.12,0,0,184.79,1.06,4.25,44.61,7.43,8.5
 96-106,0,0,3.28,1.09,32.79,4.37,1.09,642.59,3.28,6.56,25.14,168.3,10.93,0,10.93,2.19,1.09,21.86,2.19,2.19,9.84,220.76,0,5.46,24.04,1158.42,14.21,4.37,8.74,0,13.11,9.84,0,2.19,0,0,77.59,1.09,7.65,41.53,8.74,9.84
108-118,0,0,2.3,0.77,42.13,3.06,0,448.85,2.3,9.19,22.21,137.87,19.15,0,2.3,0.77,0.77,22.21,0,1.53,7.66,179.24,0.77,2.3,20.68,1305.2,22.98,3.83,6.89,0,8.43,9.19,0,1.53,0,0,49.02,0,4.6,36.77,5.36,12.26
120,0,0,0,0,50.95,1.96,1.96,378.24,1.96,5.88,23.52,156.78,3.92,0,5.88,3.92,0,13.72,0,1.96,3.92,143.06,0,1.96,29.4,1217.03,19.6,7.84,9.8,0,1.96,1.96,0,1.96,0,0,43.12,0,5.88,35.28,1.96,1.96
