stage,axial,blastomeres,endocrine.pancreas,endoderm,epidermis,erythrocytes,exocrine.pancreas,eye,fast.muscle,fin.epithelia,fin.mesenchyme,glial,gut,hatching.gland,heart,immune,ionocyte,iridophores,lateral.line,liver,melanocytes,mesenchyme,mucous,mural.cell,muscle,neural,notochord,olfactory,otic,paraxial.mesoderm,pericytes,periderm,presomitic.mesoderm,pronephros,slow.muscle,somites,spinal.cord,taste,vascular.smooth.muscle,vasculature,visceral.smooth.muscle,xanthophores
  3-4,13.18,197.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.18,0,0,0,0,0,0,0,0,0,0
  5-6,12.26,177.76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.13,0,0,6.13,0,6.13,0,0,0,0,0,0,0,0,0,0
  7-9,0,2.63,0,13.14,0,0,0,31.54,0,0,0,0,0,5.26,0,0,0,0,0,0,0,0,0,0,0,134.06,5.26,0,0,52.57,0,0,0,0,0,0,0,0,0,0,0,0
 10-12,0,3.15,0,3.15,0,0,0,3.15,0,0,0,0,0,3.15,0,0,0,0,0,0,0,0,0,0,0,97.56,3.15,0,0,62.94,0,0,3.15,6.29,0,0,0,0,0,0,0,0
 14-21,0,0,1,0,24,3,0,5,0,0,0,5,1,0,0,0,0,0,0,0,0,13,0,0,8,72,0,1,1,2,0,1,19,0,0,13,39,0,0,1,0,0
 24-34,0,0,0.82,1.64,12.31,1.64,0,26.27,0,0.82,0.82,4.1,2.46,0,0.82,0,4.1,0,1.64,0.82,0,33.66,0,0,17.24,261.03,2.46,4.1,4.1,0,0,28.73,0,0.82,0.82,6.57,63.21,0,0,4.1,0,2.46
 36-46,0,0,0,0,4.03,1.61,0,49.95,0.81,1.61,0.81,14.5,0.81,0,0.81,0,0,0.81,0,0.81,0,37.87,0.81,0,7.25,190.14,3.22,3.22,2.42,0,0.81,18.53,0,1.61,0.81,0,41.09,0,0,4.03,0,1.61
 48-58,0,0,0,0,4.59,0,0,87.22,0.57,0.57,2.87,25.82,0.57,0,0,0.57,0.57,1.15,0.57,0,1.72,57.38,1.15,1.72,12.62,184.19,1.15,2.87,2.3,0,0,8.61,0,1.15,0,0,36.15,0,0,4.02,0,0.57
 60-70,0,0,0,0,5.89,0.98,0,119.75,0,1.96,0.98,22.58,1.96,0,0.98,0.98,1.96,2.94,0,0.98,0,55.95,0,0.98,3.93,137.41,2.94,8.83,0,0,0.98,6.87,0,0,0,0,24.54,0,0,0.98,0,0
 72-82,0,0,2.94,0,4.91,0.98,0,135.47,0.98,0,5.89,47.12,3.93,0,0,1.96,0.98,0.98,0.98,0,0,77.55,0.98,2.94,6.87,162.96,0.98,3.93,3.93,0,0,3.93,0,0.98,0,0,12.76,0.98,3.93,7.85,0.98,0
 84-94,1.06,0,0,0,16.99,1.06,0,75.4,0,2.12,1.06,13.81,2.12,0,0,4.25,5.31,2.12,1.06,1.06,2.12,43.54,0,3.19,12.74,73.28,2.12,0,6.37,0,1.06,21.24,0,1.06,0,0,6.37,1.06,1.06,6.37,1.06,0
 96-106,0,0,0,0,15.3,0,0,62.29,0,2.19,0,24.04,2.19,0,1.09,1.09,2.19,4.37,2.19,2.19,1.09,44.81,1.09,2.19,9.84,80.87,0,3.28,2.19,0,0,13.11,0,1.09,0,0,7.65,0,0,9.84,1.09,0
108-118,0,0,0.77,0,13.02,0.77,0.77,45.19,1.53,3.06,3.06,18.38,5.36,0,1.53,3.83,3.06,3.83,0.77,0.77,0,39.06,0,1.53,4.6,85.02,3.83,3.06,3.83,0,1.53,11.49,0,0.77,0,0,3.83,1.53,0,3.83,0,0
120,0,0,0,0,7.84,3.92,1.96,43.12,0,3.92,0,13.72,1.96,0,0,1.96,0,0,0,1.96,0,21.56,0,0,3.92,92.11,0,5.88,0,0,0,9.8,0,0,0,0,1.96,0,0,7.84,3.92,0
