stage,axial,blastomeres,endocrine.pancreas,endoderm,epidermis,erythrocytes,exocrine.pancreas,eye,fast.muscle,fin.epithelia,fin.mesenchyme,glial,gut,hatching.gland,heart,immune,ionocyte,iridophores,lateral.line,liver,melanocytes,mesenchyme,mucous,mural.cell,muscle,neural,notochord,olfactory,otic,paraxial.mesoderm,pericytes,periderm,pgc,presomitic.mesoderm,pronephros,somites,spinal.cord,taste,vascular.smooth.muscle,vasculature,visceral.smooth.muscle,xanthophores
  3-4,92.25,1515.46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79.07,0,0,0,0,0,0,0,0,0,0
  5-6,55.17,1048.17,0,0,0,0,0,0,0,0,0,0,0,6.13,0,0,0,0,0,0,0,0,0,0,0,18.39,12.26,0,0,6.13,0,12.26,0,0,0,0,0,0,0,0,0,0
  7-9,10.51,2.63,0,15.77,0,0,0,47.32,0,0,0,0,0,10.51,0,0,0,0,0,0,0,0,0,0,0,297.04,13.14,0,0,92,0,0,0,0,0,0,0,0,0,0,0,0
 10-12,0,6.29,0,15.73,0,3.15,0,28.32,0,0,0,0,0,12.59,0,0,0,0,0,0,0,0,0,0,0,349.31,3.15,0,0,62.94,0,3.15,6.29,0,9.44,0,0,0,0,0,0,0
 14-21,0,0,0,3,68,9,0,12,0,0,0,4,2,1,1,0,0,0,0,1,0,19,0,0,8,205,7,2,4,5,0,7,2,24,2,27,71,0,0,1,0,0
 24-34,0,0,1.64,0,20.52,1.64,0,62.39,0,3.28,0.82,7.39,0.82,0,0,5.75,4.93,0,1.64,1.64,0,34.48,0.82,0,24.63,436.7,1.64,7.39,11.49,0,0,29.55,0,0,0.82,11.49,119.84,0,0,10.67,0,3.28
 36-46,0,0,0.81,0,7.25,0,0,88.62,0,2.42,1.61,17.72,1.61,0,0,2.42,2.42,1.61,1.61,0,2.42,44.31,2.42,0,8.06,442.31,0,6.45,6.45,0,0,20.14,0,0,1.61,0,92.65,0,0,3.22,0,0.81
 48-58,0,0,1.15,0,5.16,0,0,175.58,0,1.72,1.72,25.82,0,0,1.15,5.16,1.15,0.57,0.57,1.15,2.87,64.27,1.15,1.72,10.9,393.63,1.15,3.44,1.15,0,0,12.05,0,0,0.57,0,87.79,0,0,5.74,0,5.16
 60-70,0,0,2.94,0,6.87,0,0,308.2,0.98,0,3.93,46.13,2.94,0,2.94,0,0,1.96,0.98,0.98,0,68.71,0,1.96,7.85,415.18,0,4.91,1.96,0,0.98,26.5,0,0,0,0,69.69,0.98,1.96,5.89,0.98,3.93
 72-82,0,0,2.94,0,9.82,1.96,0.98,251.31,0,1.96,5.89,51.05,6.87,0,0.98,7.85,2.94,0,1.96,0.98,1.96,70.68,6.87,4.91,12.76,318.06,0.98,1.96,1.96,0,0.98,14.72,0,0,0,0,23.56,2.94,3.93,10.8,0.98,0.98
 84-94,0,0,0,0,14.87,4.25,1.06,151.87,1.06,1.06,9.56,19.12,2.12,0,1.06,18.05,9.56,3.19,2.12,0,3.19,49.92,0,6.37,6.37,137,1.06,4.25,6.37,0,0,38.23,0,0,2.12,0,14.87,3.19,0,11.68,3.19,0
 96-106,0,0,2.19,0,29.51,0,1.09,98.36,0,2.19,3.28,20.76,7.65,0,2.19,13.11,4.37,0,2.19,0,2.19,39.34,5.46,5.46,3.28,123.49,2.19,9.84,2.19,0,2.19,21.86,0,0,1.09,0,7.65,3.28,1.09,5.46,3.28,0
108-118,0,0,2.3,0,21.45,3.06,6.13,76.6,0,3.06,2.3,10.72,7.66,0,0,16.85,1.53,6.13,2.3,1.53,3.06,24.51,1.53,1.53,7.66,148.6,0,4.6,4.6,0,1.53,22.98,0,0,0.77,0,3.06,3.06,0,6.13,2.3,0.77
120,1.96,0,0,1.96,15.68,3.92,1.96,62.71,1.96,1.96,0,11.76,13.72,0,0,13.72,0,1.96,0,5.88,0,35.28,1.96,1.96,13.72,135.23,1.96,0,5.88,0,0,31.36,0,0,0,0,1.96,1.96,0,5.88,0,0
