stage,blastomeres,endocrine_pancreas,endoderm,epidermis,erythrocytes,exocrine_pancreas,eye,fast_muscle,fin_epithelia,fin_mesenchyme,glial,gut,hatching_gland,heart,immune,ionocyte,iridophores,lateral_line,liver,melanocytes,mesenchyme,mucous,mural_cell,muscle,neural,notochord,olfactory,otic,paraxial_mesoderm,pericytes,periderm,pgc,presomitic_mesoderm,pronephros,slow_muscle,somites,spinal_cord,taste,vascular_smooth_muscle,vasculature,visceral_smooth_muscle,xanthophores
  3-4,13.18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.18,0,0,0,0,0,0,0,0,0,0,0
  5-6,18.39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  7-9,0,0,0,0,0,0,2.63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
 10-12,0,0,6.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.15,0,0,0,3.15,0,0,0,0,0,0,0,0,0,0,0,0,0
 14-21,0,0,0,0,0,0,3,0,0,0,0,0,0,7,0,0,0,0,0,0,5,0,0,14,34,1,0,2,1,0,0,0,3,0,378,536,8,0,0,1,0,0
 24-34,0,0.82,1.64,9.85,0.82,0,31.19,225.74,0.82,0,2.46,0,0,4.1,0.82,2.46,0,0.82,0.82,2.46,23.8,1.64,0,43.51,259.39,0.82,3.28,4.1,0,0,13.95,0,1.64,0.82,214.24,292.22,41.04,0,0,3.28,0,3.28
 36-46,0,0,0,2.42,0,0,25.78,456.01,0,0,4.83,0,0,3.22,0,0,0,0,0,0,9.67,0,0,30.62,298.9,0.81,1.61,8.06,0,0,6.45,0,0,0.81,117.63,18.53,57.2,0,0,1.61,0,1.61
 48-58,0,0,0,1.72,0.57,0,100.99,444.7,1.15,0.57,19.51,0,0.57,0.57,1.15,1.15,0,0,0.57,0.57,32.13,0.57,0.57,26.97,469.95,0.57,2.87,6.31,0,0,6.31,0,0,0,83.2,0,91.81,0,0,1.72,0,4.02
 60-70,0,0,0,4.91,0,0,115.82,331.75,0.98,0.98,12.76,0.98,0,3.93,0.98,0,0,0,0,0,36.32,0,0.98,26.5,573.21,1.96,0.98,6.87,0.98,0,11.78,0,0,0.98,37.3,0,73.61,0.98,1.96,0,0,1.96
 72-82,0,0.98,0,4.91,3.93,0.98,119.76,231.67,0,1.96,14.72,0.98,0,1.96,1.96,0,0.98,0,0.98,0.98,51.05,0,3.93,21.6,469.23,0,0.98,14.72,0,0.98,3.93,0,0,0,21.6,0,36.32,1.96,0,1.96,0.98,1.96
 84-94,0,0,0,6.37,2.12,0,89.21,397.2,2.12,1.06,20.18,0,0,0,2.12,4.25,1.06,0,2.12,2.12,44.61,1.06,1.06,32.92,275.07,1.06,0,9.56,1.06,1.06,14.87,0,0,0,38.23,0,20.18,2.12,1.06,0,0,2.12
 96-106,0,0,0,9.84,13.11,1.09,81.96,570.47,1.09,1.09,26.23,0,0,1.09,4.37,1.09,1.09,2.19,2.19,0,28.41,1.09,1.09,30.6,248.08,1.09,2.19,13.11,1.09,0,13.11,1.09,0,0,21.86,0,12.02,4.37,1.09,3.28,3.28,1.09
108-118,0,0.77,0,9.96,0,0.77,71.23,381.45,2.3,0,18.38,0.77,0,0.77,3.06,0.77,1.53,0.77,1.53,0,28.34,0,0.77,48.26,218.3,0,1.53,7.66,0,0,8.43,0,0,0,26.04,0,6.13,2.3,0.77,1.53,1.53,2.3
120,0,0,0,1.96,0,1.96,48.99,188.14,0,1.96,23.52,0,0,1.96,0,0,0,0,1.96,0,13.72,0,0,25.48,256.73,0,3.92,13.72,0,0,7.84,0,1.96,0,9.8,0,9.8,1.96,0,1.96,0,0
