stage,axial,blastomeres,endocrine_pancreas,endoderm,epidermis,erythrocytes,eye,fast_muscle,fin_epithelia,fin_mesenchyme,glial,gut,hatching_gland,heart,immune,ionocyte,iridophores,lateral_line,liver,melanocytes,mesenchyme,mucous,mural_cell,muscle,neural,notochord,olfactory,otic,paraxial_mesoderm,pericytes,periderm,pgc,presomitic_mesoderm,pronephros,slow_muscle,somites,spinal_cord,taste,vascular_smooth_muscle,vasculature,visceral_smooth_muscle,xanthophores
  3-4,0,92.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  5-6,6.13,67.43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  7-9,0,13.14,0,2.63,0,0,60.46,0,0,0,0,0,42.06,0,0,0,0,0,0,0,0,0,0,0,538.89,2.63,0,0,155.09,0,2.63,0,0,0,0,0,0,0,0,0,0,0
 10-12,0,12.59,0,12.59,0,0,116.44,0,0,0,0,0,84.97,0,0,0,0,0,0,0,0,0,0,0,1875.59,9.44,0,0,597.92,0,0,0,0,0,0,0,9.44,0,0,0,0,0
 14-21,0,0,0,0,389,9,9,0,27,0,15,5,3,0,0,0,0,0,0,0,11,4,0,1,1230,7,6,2,108,0,155,0,36,4,2,18,850,0,0,0,0,0
 24-34,0,0,0,0,153.5,0.82,4.93,0,128.05,0,15.6,1.64,0,0,0.82,0,0,0,0.82,0.82,0,3.28,0,0.82,873.39,2.46,1.64,0,0,0,86.19,0,0,0,0,1.64,87.01,0,0,0.82,0,0
 36-46,0,0,0,0,22.56,0,7.25,0,111.18,1.61,40.28,0.81,0,0,0,0,0,0,0,0.81,7.25,0.81,0,0.81,907.18,0.81,0,0,0,0,119.24,0,0,0.81,0,0,58.01,0,0,0,0,0
 48-58,0,0,0,0,14.92,0.57,35,0,145.75,7.46,47.63,1.72,0,0,0.57,0.57,0,0,0,0,9.18,0,0,2.87,752.26,1.15,1.72,1.15,0,0.57,118.78,0.57,0,0,0,0,97.55,0,0,1.15,0,1.72
 60-70,0,0,0,0,7.85,0.98,26.5,0,119.75,19.63,51.04,0,0,0,0,0.98,0,0,0,0,13.74,0,0.98,1.96,593.82,0,0,0.98,0,0,105.02,0,0,0,0,0,60.85,0,0.98,0,0,1.96
 72-82,0,0,0,0,11.78,4.91,59.88,0,134.49,31.41,56.94,0.98,0,0.98,1.96,0,0.98,0,0,0.98,23.56,0,0,1.96,592.92,0,1.96,0.98,0,0,126.63,0,0,0,0,0,36.32,1.96,0.98,0.98,0,1.96
 84-94,0,0,1.06,0,21.24,0,56.29,1.06,260.2,15.93,40.36,4.25,0,0,1.06,0,3.19,0,0,0,23.36,0,2.12,0,311.18,2.12,0,0,0,0,249.58,0,0,0,0,0,24.43,0,1.06,2.12,2.12,1.06
 96-106,0,0,0,0,22.95,2.19,49.18,1.09,269.93,16.39,29.51,4.37,0,0,0,0,0,1.09,2.19,1.09,25.14,0,2.19,1.09,262.28,0,1.09,1.09,0,0,250.26,0,0,0,0,0,6.56,0,1.09,1.09,0,2.19
108-118,0,0,0,0,16.09,0,19.92,0,355.41,16.85,29.11,3.06,0,0.77,0.77,0.77,0,0,0,0,19.15,1.53,0,1.53,375.32,0,1.53,1.53,0,0,195.32,0,0,0.77,0,0,6.89,0.77,0,0,0,0
120,1.96,0,0,0,17.64,1.96,25.48,0,199.9,9.8,19.6,1.96,0,0,0,0,0,0,0,0,5.88,1.96,0,0,431.15,0,1.96,0,0,0,97.99,0,0,0,0,0,0,0,0,3.92,0,0
