stage,axial,blastomeres,endocrine.pancreas,endoderm,epidermis,erythrocytes,eye,fast.muscle,fin.epithelia,fin.mesenchyme,glial,gut,hatching.gland,heart,immune,ionocyte,iridophores,lateral.line,liver,melanocytes,mesenchyme,mucous,mural.cell,muscle,neural,notochord,olfactory,otic,paraxial.mesoderm,pericytes,periderm,pgc,presomitic.mesoderm,pronephros,slow.muscle,somites,spinal.cord,taste,vascular.smooth.muscle,vasculature,visceral.smooth.muscle,xanthophores
  3-4,368.98,7076.55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,303.09,0,0,0,0,0,0,0,0,0,0,0
  5-6,570.06,6062.21,0,6.13,0,0,0,0,0,0,0,0,6.13,0,0,0,0,0,0,0,0,0,0,0,134.85,24.52,0,0,49.04,0,30.65,0,0,0,0,0,0,0,0,0,0,0
  7-9,126.18,89.38,0,189.27,0,0,325.96,0,0,0,0,0,136.69,0,0,0,0,0,0,0,0,0,0,0,3270.12,141.95,0,0,1277.55,0,0,23.66,0,0,0,0,0,0,0,0,0,0
 10-12,0,53.5,0,147.91,0,12.59,223.43,0,0,0,0,0,12.59,0,0,0,0,0,0,0,0,0,0,3.15,1765.45,44.06,0,0,771.01,0,3.15,12.59,0,78.67,0,3.15,6.29,0,0,0,0,0
 14-21,0,0,0,5,73,13,30,0,0,0,13,4,2,2,0,2,0,0,1,0,36,0,0,22,429,4,2,11,27,0,4,1,66,9,1,42,169,0,0,1,0,0
 24-34,0,0,0,0,32.83,4.1,142.01,0,3.28,1.64,17.24,1.64,0,2.46,0,1.64,0,2.46,0.82,1.64,103.43,1.64,0.82,41.86,893.91,2.46,4.93,10.67,0,0.82,5.75,0,2.46,0.82,0,12.31,190.44,0,0,18.06,0,0
 36-46,0,0,0,0,32.23,1.61,388.33,2.42,3.22,0,22.56,0,0,0,0.81,0,0,0.81,0,0,108.77,0.81,3.22,33.03,726.71,3.22,3.22,4.83,0,0,4.83,0,0,0.81,0.81,0,166.77,0,0,6.45,0,0
 48-58,0.57,0,0,0,17.79,0.57,396.5,3.44,4.59,7.46,33.28,0,0,1.72,1.72,0,1.72,0,0.57,0.57,124.52,2.3,6.89,24.67,286.9,1.15,3.44,5.74,0,0.57,4.02,0,0,0,0,0,70.58,0,0,6.89,0,1.15
 60-70,0,0,0,0.98,36.32,0.98,274.83,4.91,13.74,2.94,40.24,1.96,0,1.96,2.94,0,0,2.94,0,0,125.63,0,8.83,10.8,163.91,0.98,4.91,0.98,0,0.98,3.93,0,0,0,0,0,21.59,0,2.94,9.82,0.98,2.94
 72-82,0,0,1.96,0,35.34,6.87,113.87,1.96,10.8,2.94,63.81,1.96,0.98,2.94,1.96,0.98,0.98,4.91,0,0,135.47,5.89,11.78,12.76,134.49,0.98,5.89,3.93,0,0.98,5.89,0,0,0,0,0,4.91,0.98,1.96,17.67,0.98,0
 84-94,0,0,1.06,0,57.35,1.06,91.34,0,16.99,2.12,33.99,8.5,0,0,6.37,4.25,4.25,2.12,1.06,1.06,99.83,1.06,8.5,15.93,111.51,0,8.5,5.31,0,1.06,14.87,0,0,3.19,0,0,6.37,2.12,0,12.74,1.06,0
 96-106,0,0,1.09,0,40.44,0,76.5,4.37,6.56,3.28,34.97,5.46,0,4.37,8.74,4.37,1.09,3.28,0,0,86.33,4.37,1.09,9.84,80.87,2.19,9.84,6.56,0,1.09,6.56,0,0,0,0,0,3.28,1.09,3.28,13.11,1.09,1.09
108-118,0,0,0,0.77,50.55,3.83,48.26,1.53,26.81,3.06,26.81,5.36,0,0.77,5.36,2.3,2.3,2.3,1.53,1.53,60.51,1.53,1.53,10.72,81.96,3.06,6.13,4.6,0,0.77,8.43,0,0,1.53,0,0,2.3,0,2.3,5.36,6.13,1.53
120,0,0,0,0,60.75,0,54.87,5.88,19.6,0,37.24,1.96,0,1.96,5.88,5.88,1.96,1.96,0,0,82.31,3.92,3.92,15.68,96.03,3.92,3.92,5.88,0,1.96,7.84,0,0,1.96,1.96,0,5.88,0,1.96,7.84,0,0
