stage,axial,blastomeres,endocrine.pancreas,endoderm,epidermis,erythrocytes,exocrine.pancreas,eye,fin.epithelia,fin.mesenchyme,glial,gut,hatching.gland,heart,immune,ionocyte,iridophores,lateral.line,liver,melanocytes,mesenchyme,mucous,mural.cell,muscle,neural,notochord,olfactory,otic,paraxial.mesoderm,pericytes,periderm,pgc,presomitic.mesoderm,pronephros,slow.muscle,somites,spinal.cord,taste,vascular.smooth.muscle,vasculature,visceral.smooth.muscle,xanthophores
  3-4,0,224.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  5-6,12.26,85.81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.13,0,0,0,0,0,6.13,0,0,0,0,0,0,0,0,0,0,0
  7-9,0,5.26,0,5.26,0,0,0,15.77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81.49,5.26,0,0,36.8,0,0,7.89,0,0,0,0,0,0,0,0,0,0
 10-12,0,3.15,0,9.44,0,3.15,0,9.44,0,0,0,0,9.44,0,0,0,0,0,0,0,0,0,0,0,188.82,9.44,0,0,47.2,0,3.15,6.29,3.15,9.44,0,3.15,0,0,0,0,0,0
 14-21,0,0,1,2,19,2,0,1,1,0,0,4,0,0,0,1,0,0,5,0,6,0,0,5,21,2,0,1,1,0,14,0,9,3,0,8,6,0,0,1,0,0
 24-34,0,0,0,0.82,14.78,0.82,0,4.1,7.39,0,0.82,0,1.64,1.64,0.82,0.82,0,3.28,14.78,0,6.57,0,0,3.28,41.86,2.46,0.82,0.82,0,0,56.64,0,0,2.46,0.82,1.64,5.75,0,0,9.03,0,0
 36-46,0,0,0,0,12.09,0,0,4.03,3.22,1.61,3.22,0.81,0,0,2.42,1.61,0,0,7.25,0,8.06,0,0,4.03,15.31,0.81,0,4.03,0,0,40.28,0.81,0,3.22,0,0,5.64,0,0.81,4.83,0,0.81
 48-58,0,0,0,0,12.05,0,0,6.89,5.16,2.3,3.44,0,0,0.57,2.3,0,0,0.57,4.02,0.57,14.92,0.57,0.57,2.87,13.77,0,0,1.72,0,0.57,40.74,0,0,0.57,0,0,2.87,0,0,7.46,0,0
 60-70,0,0,0,0,6.87,0,0,5.89,1.96,0.98,5.89,0,0,0.98,0.98,2.94,0.98,0.98,2.94,0.98,16.69,1.96,0.98,0.98,6.87,0,0.98,1.96,0,0,41.22,0,0,0,0,0,0,0,0,7.85,0,0.98
 72-82,0,0,0.98,0,15.71,0.98,0,6.87,2.94,2.94,2.94,0.98,0.98,0.98,5.89,4.91,0,0.98,4.91,0.98,25.52,1.96,0.98,3.93,12.76,0,0.98,3.93,0,0,60.86,0,0,0,0,0,0,0.98,0,8.83,1.96,0.98
 84-94,0,0,1.06,0,28.68,0,0,3.19,10.62,1.06,1.06,2.12,2.12,0,4.25,3.19,0,3.19,2.12,1.06,14.87,2.12,3.19,0,5.31,0,1.06,3.19,0,1.06,131.69,0,0,2.12,0,0,0,1.06,2.12,9.56,0,0
 96-106,0,0,0,0,36.06,0,1.09,9.84,8.74,3.28,3.28,5.46,0,2.19,13.11,2.19,0,2.19,1.09,0,17.49,3.28,1.09,1.09,20.76,0,4.37,3.28,0,0,169.39,0,0,1.09,1.09,0,1.09,1.09,0,12.02,1.09,1.09
108-118,0,0,0.77,0,35.23,1.53,3.06,3.06,6.13,3.06,0,6.89,0,0.77,11.49,7.66,3.06,2.3,3.83,0,22.98,2.3,0.77,0,13.79,0.77,2.3,4.6,0,0,60.51,0,0,2.3,0,0,0,0.77,0,6.13,0.77,0.77
120,0,0,0,0,23.52,0,0,0,0,1.96,5.88,7.84,0,1.96,19.6,3.92,3.92,0,1.96,0,21.56,1.96,0,1.96,15.68,1.96,0,0,0,1.96,33.32,0,0,1.96,0,0,3.92,0,1.96,7.84,0,0
