stage,axial,blastomeres,endocrine.pancreas,endoderm,epidermis,erythrocytes,exocrine.pancreas,eye,fast.muscle,fin.epithelia,fin.mesenchyme,glial,gut,hatching.gland,heart,immune,ionocyte,iridophores,lateral.line,liver,melanocytes,mesenchyme,mucous,mural.cell,muscle,neural,notochord,olfactory,otic,paraxial.mesoderm,pericytes,periderm,pgc,presomitic.mesoderm,pronephros,somites,spinal.cord,taste,vascular.smooth.muscle,vasculature,visceral.smooth.muscle,xanthophores
  3-4,0,171.31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  5-6,12.26,67.43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.13,0,6.13,0,0,0,0,0,0,0,0,0,0
  7-9,13.14,2.63,0,5.26,0,0,0,47.32,0,0,0,0,0,21.03,0,0,0,0,0,0,0,0,0,0,0,184.01,13.14,0,0,73.6,0,0,0,0,0,0,0,0,0,0,0,0
 10-12,0,6.29,0,12.59,0,3.15,0,37.76,0,0,0,0,0,25.18,0,0,0,0,0,0,0,0,0,0,0,393.37,15.73,0,0,163.64,0,0,3.15,0,53.5,0,0,0,0,0,0,0
 14-21,0,1,0,13,151,251,0,55,0,5,0,11,9,3,7,0,0,0,1,0,12,230,0,0,205,463,14,5,7,18,0,20,0,88,7,43,190,0,0,127,0,4
 24-34,0,0.82,0,2.46,46.79,36.12,0,31.19,0,13.13,13.13,15.6,6.57,0.82,18.88,0.82,3.28,0,1.64,0,4.1,465.43,0,0.82,236.41,470.35,1.64,8.21,4.93,0,0,9.85,0,0.82,4.93,27.09,162.53,0,0,453.11,0,4.1
 36-46,0,0,0,0,8.86,4.83,0,29.81,0,4.03,31.42,10.47,0.81,0,19.34,0,0,2.42,3.22,0,0.81,447.15,0.81,4.83,195.78,240.09,0.81,4.03,0.81,0,0.81,9.67,0,0,2.42,0,94.26,0,0.81,266.68,0,1.61
 48-58,0,0,0,0.57,8.03,1.72,0,45.9,0,6.31,32.71,8.03,0,0,35.58,2.3,0.57,2.87,2.3,2.3,0,487.73,0,12.62,87.22,152.06,1.15,2.3,1.15,0,0,12.62,0,0,0.57,0,58.53,0,1.72,216.9,0,2.87
 60-70,0,0,1.96,0,10.8,0.98,0,104.04,0,3.93,34.35,6.87,0.98,0,30.43,2.94,2.94,0.98,6.87,0.98,0,654.68,0.98,15.7,53,106.99,0.98,0.98,0,0,9.82,10.8,0,0,0.98,0,22.58,0.98,7.85,191.4,1.96,0
 72-82,0,0,0.98,0,8.83,2.94,0,117.8,0,2.94,35.34,15.71,4.91,0,53.01,3.93,0.98,0.98,2.94,0,0,912.95,0.98,31.41,66.75,122.71,0.98,0.98,1.96,0,16.69,11.78,0,0,0,0,13.74,0.98,15.71,329.84,21.6,0
 84-94,0,0,4.25,0,19.12,4.25,0,89.21,0,1.06,33.99,9.56,9.56,0,33.99,13.81,2.12,1.06,3.19,1.06,0,655.28,0,28.68,58.41,62.66,0,1.06,4.25,0,18.05,19.12,0,0,3.19,0,9.56,2.12,14.87,331.36,13.81,0
 96-106,0,0,1.09,0,28.41,7.65,1.09,83.06,2.19,13.11,21.86,14.21,4.37,0,63.39,26.23,4.37,0,10.93,4.37,0,754.06,1.09,29.51,67.76,92.89,0,1.09,3.28,0,26.23,27.32,0,0,3.28,0,7.65,0,15.3,397.8,19.67,0
108-118,0,0,0,0,19.92,2.3,1.53,40.6,0,9.96,28.34,9.19,3.83,0,30.64,16.85,4.6,0.77,3.06,1.53,0.77,693.96,0,13.02,57.45,88.09,0,2.3,0.77,0,26.04,28.34,0,0,2.3,0,3.06,2.3,7.66,319.41,14.55,0.77
120,0,0,0,0,9.8,1.96,0,25.48,0,1.96,9.8,0,1.96,0,35.28,17.64,0,0,0,1.96,0,423.31,0,7.84,43.12,47.03,1.96,1.96,0,0,9.8,11.76,0,0,0,0,0,1.96,3.92,278.29,5.88,3.92
