stage,blastomeres,endocrine.pancreas,endoderm,epidermis,erythrocytes,exocrine.pancreas,eye,fast.muscle,fin.epithelia,fin.mesenchyme,glial,gut,hatching.gland,heart,immune,ionocyte,iridophores,lateral.line,liver,melanocytes,mesenchyme,mucous,mural.cell,muscle,neural,notochord,olfactory,otic,paraxial.mesoderm,pericytes,periderm,pgc,presomitic.mesoderm,pronephros,slow.muscle,somites,spinal.cord,taste,vascular.smooth.muscle,vasculature,visceral.smooth.muscle,xanthophores
  3-4,13.18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  5-6,12.26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  7-9,0,0,0,0,0,0,2.63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.14,0,0,0,5.26,0,0,0,0,0,0,0,0,0,0,0,0,0
 10-12,3.15,0,3.15,0,0,0,3.15,0,0,0,0,0,6.29,0,0,0,0,0,0,0,0,0,0,0,25.18,0,0,0,12.59,0,0,0,0,0,0,0,0,0,0,0,0,0
 14-21,0,1,4,77,3,0,2,0,0,0,3,5,3,0,0,1,0,0,1,0,6,0,0,7,30,0,0,3,0,0,5,1,2,3,6,32,28,0,0,0,0,0
 24-34,0,0,2.46,77.16,0,0,4.1,0,3.28,0,7.39,0.82,0,0.82,0,9.85,0,0.82,1.64,0,18.88,0,0,13.13,53.36,4.1,1.64,9.03,0,0,61.56,0,0,8.21,1.64,5.75,30.37,0,0,3.28,0,0
 36-46,0,0,0,22.56,0,0,6.45,0,3.22,0,12.09,0.81,0.81,0.81,0,4.83,0,0,0.81,0,33.84,1.61,0,10.47,29,2.42,1.61,6.45,0,0,77.34,0,0,5.64,0,0,22.56,0,0,6.45,0,0
 48-58,0,0,0,20.66,0.57,0,10.33,0,8.61,1.15,15.49,0.57,0,1.15,0,1.72,0,0,0,0,38.44,3.44,0,6.89,37.3,0,3.44,6.89,0,0,67.14,0,0,1.72,0,0,22.38,0,0,4.59,0,0.57
 60-70,0,0,0,35.33,0,0,14.72,0,11.78,0,9.82,0,0.98,0.98,0.98,0.98,0,0,1.96,0,25.52,3.93,0.98,1.96,38.28,0,1.96,5.89,0,0,102.08,0,0,0.98,0,0,29.45,0,0.98,4.91,0,0.98
 72-82,0,4.91,0,41.23,0,0,30.43,0,6.87,0.98,50.06,3.93,1.96,0,0.98,1.96,0,3.93,0.98,0,67.73,2.94,1.96,4.91,44.17,0,8.83,10.8,0,0.98,85.4,0,0,0.98,0,0,13.74,0,1.96,6.87,1.96,0
 84-94,0,0,0,77.53,1.06,0,16.99,0,11.68,2.12,20.18,8.5,1.06,2.12,1.06,4.25,0,1.06,1.06,0,36.11,9.56,1.06,4.25,25.49,3.19,11.68,12.74,0,1.06,262.32,0,0,6.37,0,0,11.68,2.12,1.06,5.31,4.25,1.06
 96-106,0,3.28,1.09,108.19,2.19,1.09,30.6,0,14.21,3.28,43.71,13.11,1.09,0,5.46,8.74,1.09,2.19,2.19,0,34.97,10.93,6.56,2.19,37.16,2.19,15.3,19.67,0,0,269.93,0,0,14.21,0,0,4.37,1.09,1.09,5.46,4.37,4.37
108-118,0,0.77,0,161.62,0.77,0.77,17.62,0.77,43.66,0,32.17,29.87,0,1.53,2.3,8.43,0.77,3.06,13.02,0.77,34.47,10.72,1.53,3.06,36.77,0,9.96,15.32,0,0.77,219.83,0,0,19.15,0,0,3.06,6.89,0,5.36,0.77,4.6
120,0,1.96,3.92,172.46,1.96,0,39.2,0,35.28,0,37.24,25.48,0,0,7.84,9.8,1.96,1.96,5.88,0,33.32,13.72,1.96,1.96,39.2,3.92,9.8,17.64,0,1.96,223.42,0,0,23.52,0,0,7.84,1.96,3.92,1.96,1.96,1.96
